#node	identifier	x_position	y_position	color	annotation
acnB	99287.STM0158	0.7623833229620411	0.6764	rgb(117,213,239)	Aconitate hydratase B; Involved in the catabolism of short chain fatty acids (SCFA) via the tricarboxylic acid (TCA)(acetyl degradation route) and the 2- methylcitrate cycle I (propionate degradation route). Catalyzes the reversible isomerization of citrate to isocitrate via cis-aconitate. Also catalyzes the hydration of 2-methyl-cis-aconitate to yield (2R,3S)-2-methylisocitrate. The apo form of AcnB functions as a RNA- binding regulatory protein which regulates FliC synthesis via interaction with the ftsH transcript to decrease the intracellular levels of FtsH. The lower levels of FtsH protea
acpP	99287.STM1196	0.4190728064716864	0.5595384615384615	rgb(117,123,239)	Acyl carrier protein; Carrier of the growing fatty acid chain in fatty acid biosynthesis; Belongs to the acyl carrier protein (ACP) family. 
adk	99287.STM0488	0.44987554449284384	0.5545538461538462	rgb(117,239,138)	Adenylate kinase; Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism; Belongs to the adenylate kinase family.
alr	99287.STM4247	0.36250777846919724	0.37067692307692307	rgb(239,131,117)	Alanine racemase, biosynthetic; Catalyzes the interconversion of L-alanine and D-alanine. Provides the D-alanine required for cell wall biosynthesis. 
apt	99287.STM0483	0.457156191661481	0.6941230769230771	rgb(239,222,117)	Adenine phosphoribosyltransferase; Catalyzes a salvage reaction resulting in the formation of AMP, that is energically less costly than de novo synthesis. 
arcC	99287.STM0532	0.29418170504044805	0.5833538461538462	rgb(117,239,159)	Carbamate kinase; Similar to E. coli putative carbamate kinase (AAC73623.1); Blastp hit to AAC73623.1 (297 aa), 86% identity in aa 1 - 297
argA	99287.STM2992	0.6738954573739889	0.5816923076923078	rgb(117,209,239)	Amino-acid acetyltransferase; similar to E. coli N-acetylglutamate synthase; amino acid acetyltransferase (AAC75857.1); Blastp hit to AAC75857.1 (443 aa), 93% identity in aa 1 - 443; Belongs to the acetyltransferase family. ArgA subfamily. 
argB	99287.STM4122	0.5411636589919104	0.4831076923076923	rgb(117,117,239)	Acetylglutamate kinase; Catalyzes the ATP-dependent phosphorylation of N-acetyl-L- glutamate.
argC	99287.STM4121	0.6212507778469198	0.4676	rgb(117,145,239)	N-acetyl-gamma-glutamyl-phosphate reductase; Catalyzes the NADPH-dependent reduction of N-acetyl-5- glutamyl phosphate to yield N-acetyl-L-glutamate 5-semialdehyde. ; Belongs to the NAGSA dehydrogenase family. Type 1 subfamily.
argD	99287.STM3468	0.636372121966397	0.41941538461538463	rgb(239,161,117)	Acetylornithine/succinyldiaminopimelate aminotransferase; Involved in both the arginine and lysine biosynthetic pathways.
argE	99287.STM4120	0.6005289359054138	0.6802769230769231	rgb(199,239,117)	Acetylornithine deacetylase; Displays a broad specificity and can also deacylate substrates such as acetylarginine, acetylhistidine or acetylglutamate semialdehyde.
argH	99287.STM4123	0.6111698817672683	0.5440307692307693	rgb(133,239,117)	Similar to E. coli argininosuccinate lyase (AAC76942.1); Blastp hit to AAC76942.1 (457 aa), 94% identity in aa 1 - 456
argI	99287.STM4469	0.38378967019290605	0.5157846153846154	rgb(117,117,239)	Ornithine carbamoyltransferase; Reversibly catalyzes the transfer of the carbamoyl group from carbamoyl phosphate (CP) to the N(epsilon) atom of ornithine (ORN) to produce L-citrulline.
aroA	99287.STM0978	0.3882700684505289	0.6741846153846155	rgb(117,128,239)	3-phosphoshikimate 1-carboxyvinyltransferase; Catalyzes the transfer of the enolpyruvyl moiety of phosphoenolpyruvate (PEP) to the 5-hydroxyl of shikimate-3-phosphate (S3P) to produce enolpyruvyl shikimate-3-phosphate and inorganic phosphate.
aroB	99287.STM3486	0.4218730553827007	0.6741846153846155	rgb(117,222,239)	3-dehydroquinate synthase; Catalyzes the conversion of 3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) to dehydroquinate (DHQ); Belongs to the sugar phosphate cyclases superfamily. Dehydroquinate synthase family.
aroC	99287.STM2384	0.4868388301182327	0.6165846153846154	rgb(117,195,239)	Chorismate synthase; Catalyzes the anti-1,4-elimination of the C-3 phosphate and the C-6 proR hydrogen from 5-enolpyruvylshikimate-3-phosphate (EPSP) to yield chorismate, which is the branch point compound that serves as the starting substrate for the three terminal pathways of aromatic amino acid biosynthesis. This reaction introduces a second double bond into the aromatic ring system.
aroD	99287.STM1358	0.4453951462352209	0.7738769230769231	rgb(239,174,117)	3-dehydroquinate dehydratase; Involved in the third step of the chorismate pathway, which leads to the biosynthesis of aromatic amino acids. Catalyzes the cis- dehydration of 3-dehydroquinate (DHQ) and introduces the first double bond of the aromatic ring to yield 3-dehydroshikimate. The reaction involves the formation of an imine intermediate between the keto group of 3-dehydroquinate and the epsylon-amino group of a lys-170 at the active site. ECO:0000269|PubMed:21087925, ECO:0000269|PubMed:21291284,; Belongs to the type-I 3-dehydroquinase family. 
aroE	99287.STM3401	0.4157125077784692	0.7063076923076924	rgb(124,239,117)	Shikimate dehydrogenase (NADP(+)); Involved in the biosynthesis of the chorismate, which leads to the biosynthesis of aromatic amino acids. Catalyzes the reversible NADPH linked reduction of 3-dehydroshikimate (DHSA) to yield shikimate (SA).
aroF	99287.STM2670	0.4711574362165526	0.8248307692307693	rgb(117,239,192)	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive; Stereospecific condensation of phosphoenolpyruvate (PEP) and D-erythrose-4-phosphate (E4P) giving rise to 3-deoxy-D-arabino- heptulosonate-7-phosphate (DAHP); Belongs to the class-I DAHP synthase family.
aroG	99287.STM0760	0.42635345364032357	0.8087692307692308	rgb(117,239,168)	Phospho-2-dehydro-3-deoxyheptonate aldolase; Stereospecific condensation of phosphoenolpyruvate (PEP) and D-erythrose-4-phosphate (E4P) giving rise to 3-deoxy-D-arabino- heptulosonate-7-phosphate (DAHP).
aroH	99287.STM1347	0.5036403235843186	0.8154153846153847	rgb(117,239,219)	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive; Stereospecific condensation of phosphoenolpyruvate (PEP) and D-erythrose-4-phosphate (E4P) giving rise to 3-deoxy-D-arabino- heptulosonate-7-phosphate (DAHP).
aroK	99287.STM3487	0.318823895457374	0.6703076923076924	rgb(239,208,117)	Shikimate kinase 1; Catalyzes the specific phosphorylation of the 3-hydroxyl group of shikimic acid using ATP as a cosubstrate; Belongs to the shikimate kinase family.
aroL	99287.STM0388	0.39387056627255757	0.7899384615384616	rgb(117,239,165)	Shikimate kinase 2; Catalyzes the specific phosphorylation of the 3-hydroxyl group of shikimic acid using ATP as a cosubstrate.
asd	99287.STM3539	0.6033291848164282	0.4864307692307692	rgb(127,239,117)	Aspartate-semialdehyde dehydrogenase; Catalyzes the NADPH-dependent formation of L-aspartate- semialdehyde (L-ASA) by the reductive dephosphorylation of L-aspartyl- 4-phosphate; Belongs to the aspartate-semialdehyde dehydrogenase family. 
asnA	99287.STM3877	0.6710952084629745	0.3529538461538461	rgb(239,118,117)	Aspartate--ammonia ligase; Similar to E. coli asparagine synthetase A (AAC76767.1); Blastp hit to AAC76767.1 (330 aa), 94% identity in aa 1 - 330; Belongs to the class-II aminoacyl-tRNA synthetase family. AsnA subfamily.
asnB	99287.STM0680	0.5366832607342875	0.4482153846153846	rgb(117,236,239)	Similar to E. coli asparagine synthetase B (AAC73768.1); Blastp hit to AAC73768.1 (554 aa), 94% identity in aa 1 - 554
aspC	99287.STM0998	0.6638145612943374	0.5036	rgb(157,239,117)	Similar to E. coli aspartate aminotransferase (AAC74014.1); Blastp hit to AAC74014.1 (396 aa), 95% identity in aa 1 - 396; Belongs to the class-I pyridoxal-phosphate-dependent aminotransferase family.
asrA	99287.STM2548	0.8223086496577474	0.5124615384615385	rgb(117,192,239)	Anaerobic sulfite reductase subunit A; Electron transfer protein for anaerobic sulfite reductase subunit A.
asrB	99287.STM2549	0.8133478531425017	0.571723076923077	rgb(117,117,239)	Anaerobic sulfite reductase subunit B; This enzyme catalyzes the hydrogen sulfide production from sulfite. It is strictly anaerobic. It is regulated by electron acceptors rather than by cysteine.
asrC	99287.STM2550	0.7881456129433728	0.6127076923076924	rgb(239,211,117)	Anaerobic sulfite reductase subunit C; This enzyme catalyzes the hydrogen sulfide production from sulfite. It is strictly anaerobic. It is regulated by electron acceptors rather than by cysteine; Belongs to the nitrite and sulfite reductase 4Fe-4S domain family.
atpA	99287.STM3867	0.4745177349097698	0.6005230769230769	rgb(220,239,117)	ATP synthase subunit alpha; Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit. ; Belongs to the ATPase alpha/beta chains family. 
atpB	99287.STM3871	0.3725886745488488	0.7129538461538462	rgb(239,170,117)	ATP synthase subunit a; Key component of the proton channel; it plays a direct role in the translocation of protons across the membrane. 
atpC	99287.STM3864	0.44035469819539513	0.7140615384615385	rgb(117,239,228)	ATP synthase epsilon chain; Produces ATP from ADP in the presence of a proton gradient across the membrane.
atpD	99287.STM3865	0.45155569383945243	0.6204615384615385	rgb(117,239,154)	ATP synthase subunit beta; Produces ATP from ADP in the presence of a proton gradient across the membrane. The catalytic sites are hosted primarily by the beta subunits; Belongs to the ATPase alpha/beta chains family. 
atpE	99287.STM3870	0.4929993777224642	0.7168307692307693	rgb(117,117,239)	ATP synthase subunit c; F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation.
atpF	99287.STM3869	0.29922215308027383	0.6387384615384616	rgb(117,117,239)	ATP synthase subunit b; F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation.
atpG	99287.STM3866	0.4487554449284381	0.6752923076923077	rgb(117,159,239)	ATP synthase gamma chain; Produces ATP from ADP in the presence of a proton gradient across the membrane. The gamma chain is believed to be important in regulating ATPase activity and the flow of protons through the CF(0) complex.
atpH	99287.STM3868	0.3748288736776602	0.6271076923076924	rgb(239,238,117)	ATP synthase subunit delta; F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation; Belongs to the ATPase delta chain family. 
carA	99287.STM0066	0.42971375233354075	0.578923076923077	rgb(117,239,181)	Carbamoyl-phosphate synthase small chain. (SW:CARA_SALTY); Belongs to the CarA family.
carB	99287.STM0067	0.5131611698817673	0.5811384615384616	rgb(117,117,239)	Carbamoyl-phosphate synthase large chain. (SW:CARB_SALTY)
cdsA	99287.STM0222	0.2544181705040448	0.6204615384615385	rgb(117,117,239)	Phosphatidate cytidylyltransferase; Similar to E. coli CDP-diglyceride synthetase (AAC73286.1); Blastp hit to AAC73286.1 (249 aa), 95% identity in aa 1 - 249; Belongs to the CDS family.
clcB	99287.STM1490	0.8833540759178594	0.6121538461538462	rgb(117,176,239)	Voltage-gated ClC-type chloride channel ClcB; Probably acts as an electrical shunt for an outwardly- directed proton pump that is linked to amino acid decarboxylation, as part of the extreme acid resistance (XAR) response; Belongs to the chloride channel (TC 2.A.49) family. ClcB subfamily.
cls	99287.STM1739	0.1631300560049782	0.6243384615384616	rgb(239,155,117)	Cardiolipin synthase A; Catalyzes the reversible phosphatidyl group transfer from one phosphatidylglycerol molecule to another to form cardiolipin (CL) (diphosphatidylglycerol) and glycerol.
cmk	99287.STM0980	0.3261045426260112	0.6332000000000001	rgb(143,239,117)	Similar to E. coli cytidylate kinase (AAC73996.1); Blastp hit to AAC73996.1 (227 aa), 97% identity in aa 1 - 227
coaA	99287.STM4139	0.4991599253266957	0.3607076923076923	rgb(210,239,117)	Pantothenate kinase. (SW:COAA_SALTY)
cpsG	99287.STM2104	0.4134723086496578	0.3175076923076923	rgb(117,117,239)	Phosphomannomutase; Involved in the biosynthesis of the capsular polysaccharide colanic acid; Belongs to the phosphohexose mutase family.
cyoA	99287.STM0443	0.5518046048537649	0.7378769230769232	rgb(117,239,203)	Similar to E. coli cytochrome o ubiquinol oxidase subunit II (AAC73535.1); Blastp hit to AAC73535.1 (315 aa), 95% identity in aa 1 - 315
cyoB	99287.STM0442	0.6694150591163659	0.7628000000000001	rgb(162,239,117)	Similar to E. coli cytochrome o ubiquinol oxidase subunit I (AAC73534.1); Blastp hit to AAC73534.1 (663 aa), 95% identity in aa 1 - 663; Belongs to the heme-copper respiratory oxidase family. 
cyoC	99287.STM0441	0.5803671437461108	0.7960307692307692	rgb(239,172,117)	Similar to E. coli cytochrome o ubiquinol oxidase subunit III (AAC73533.1); Blastp hit to AAC73533.1 (204 aa), 96% identity in aa 1 - 204
cyoD	99287.STM0440	0.6218108276291227	0.7949230769230771	rgb(117,239,176)	Similar to E. coli cytochrome o ubiquinol oxidase subunit IV (AAC73532.1); Blastp hit to AAC73532.1 (109 aa), 93% identity in aa 1 - 109
cysA	99287.STM2441	0.6789359054138147	0.7511692307692308	rgb(117,117,239)	Sulfate/thiosulfate import ATP-binding protein CysA; Part of the ABC transporter complex CysAWTP involved in sulfate/thiosulfate import. Responsible for energy coupling to the transport system.
cysC	99287.STM2933	0.7338207840696952	0.6514769230769231	rgb(117,121,239)	Adenylyl-sulfate kinase; Catalyzes the synthesis of activated sulfate. 
cysD	99287.STM2935	0.7579029247044182	0.6121538461538462	rgb(217,239,117)	Similar to E. coli ATP:sulfurylase (ATP:sulfate adenylyltransferase), subunit 2 (AAC75794.1); Blastp hit to AAC75794.1 (302 aa), 97% identity in aa 1 - 302
cysE	99287.STM3699	0.6632545115121344	0.4454461538461538	rgb(117,239,179)	Serine acetyltransferase. (SW:CYSE_SALTY); Belongs to the transferase hexapeptide repeat family. 
cysG	99287.STM3477	0.7444617299315496	0.5146769230769231	rgb(144,239,117)	Uroporphyrinogen-III C-methyltransferase; Multifunctional enzyme that catalyzes the SAM-dependent methylations of uroporphyrinogen III at position C-2 and C-7 to form precorrin-2 via precorrin-1. Then it catalyzes the NAD-dependent ring dehydrogenation of precorrin-2 to yield sirohydrochlorin. Finally, it catalyzes the ferrochelation of sirohydrochlorin to yield siroheme. ; In the N-terminal section; belongs to the precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase family. 
cysH	99287.STM2946	0.722059738643435	0.672523076923077	rgb(117,117,239)	Phosphoadenosine phosphosulfate reductase; Reduction of activated sulfate into sulfite; Belongs to the PAPS reductase family. CysH subfamily. 
cysI	99287.STM2947	0.7394212818917237	0.6420615384615386	rgb(215,239,117)	Sulfite reductase [NADPH] hemoprotein beta-component; Component of the sulfite reductase complex that catalyzes the 6-electron reduction of sulfite to sulfide. This is one of several activities required for the biosynthesis of L-cysteine from sulfate; Belongs to the nitrite and sulfite reductase 4Fe-4S domain family.
cysJ	99287.STM2948	0.7209396390790294	0.5722769230769231	rgb(255,175,101)	Sulfite reductase [NADPH] flavoprotein alpha-component; Component of the sulfite reductase complex that catalyzes the 6-electron reduction of sulfite to sulfide. This is one of several activities required for the biosynthesis of L-cysteine from sulfate. The flavoprotein component catalyzes the electron flow from NADPH -> FAD -> FMN to the hemoprotein component; Belongs to the NADPH-dependent sulphite reductase flavoprotein subunit CysJ family. In the C-terminal section; belongs to the flavoprotein pyridine nucleotide cytochrome reductase family.
cysK	99287.STM2430	0.7063783447417549	0.49806153846153844	rgb(117,117,239)	Cysteine synthase A; Two cysteine synthase enzymes are found, this enzyme and CysM; both catalyze the same reaction. Cysteine synthase B (CysM) can also use thiosulfate in place of sulfide to give cysteine thiosulfonate as a product.
cysM	99287.STM2440	0.7035780958307406	0.5368307692307693	rgb(218,239,117)	Cysteine synthase B; Two cysteine synthase enzymes are found. Both catalyze the same reaction. Cysteine synthase B can also use thiosulfate in place of sulfide to give cysteine thiosulfonate as a product.
cysN	99287.STM2934	0.7674237710018669	0.5650769230769231	rgb(239,186,117)	Sulfate adenylyltransferase subunit 1; May be the GTPase, regulating ATP sulfurylase activity. ; Belongs to the TRAFAC class translation factor GTPase superfamily. Classic translation factor GTPase family. CysN/NodQ subfamily.
cysP	99287.STM2444	0.8150280024891102	0.7090769230769232	rgb(178,171,0)	Thiosulfate-binding protein; Part of the ABC transporter complex CysAWTP (TC 3.A.1.6.1) involved in sulfate/thiosulfate import. This protein specifically binds thiosulfate and is involved in its transmembrane transport (By similarity).
cysU	99287.STM2443	0.7808649657747356	0.7384307692307693	rgb(239,180,117)	Sulfate transport system permease protein CysT; Part of the ABC transporter complex CysAWTP (TC 3.A.1.6.1) involved in sulfate/thiosulfate import. Probably responsible for the translocation of the substrate across the membrane (By similarity). 
cysW	99287.STM2442	0.8094275046670816	0.6614461538461539	rgb(239,202,117)	Thiosulfate permease W protein; ABC superfamily (membrane); similar to E. coli sulfate transport system permease W protein (AAC75476.1); Blastp hit to AAC75476.1 (149 aa), 99% identity in aa 1 - 149
dadX	99287.STM1802	0.3563472308649658	0.34076923076923077	rgb(239,136,117)	Alanine racemase, catabolic; Isomerizes L-alanine to D-alanine which is then oxidized to pyruvate by DadA.
dapA	99287.STM2489	0.46891723708774113	0.41996923076923076	rgb(117,117,239)	4-hydroxy-tetrahydrodipicolinate synthase; Catalyzes the condensation of (S)-aspartate-beta-semialdehyde [(S)-ASA] and pyruvate to 4-hydroxy-tetrahydrodipicolinate (HTPA). 
dapB	99287.STM0064	0.5137212196639702	0.5069230769230769	rgb(117,117,239)	4-hydroxy-tetrahydrodipicolinate reductase; Catalyzes the conversion of 4-hydroxy-tetrahydrodipicolinate (HTPA) to tetrahydrodipicolinate; Belongs to the DapB family.
dapD	99287.STM0213	0.5764467952706908	0.3391076923076923	rgb(117,239,157)	Similar to E. coli 2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase (AAC73277.1); Blastp hit to AAC73277.1 (274 aa), 97% identity in aa 1 - 274; Belongs to the transferase hexapeptide repeat family. 
dapE	99287.STM2483	0.5579651524579964	0.4050153846153846	rgb(239,189,117)	Succinyl-diaminopimelate desuccinylase; Catalyzes the hydrolysis of N-succinyl-L,L-diaminopimelic acid (SDAP), forming succinate and LL-2,6-diaminoheptanedioate (DAP), an intermediate involved in the bacterial biosynthesis of lysine and meso-diaminopimelic acid, an essential component of bacterial cell walls. Can also hydrolyze all N-terminal Asp dipeptides except Asp-Pro. Asp-Ser is the best substrate, followed by Asp-Gly, Asp-Leu, and Asp- Cys; Belongs to the peptidase M20A family. DapE subfamily. 
dapF	99287.STM3947	0.5271624144368389	0.4055692307692308	rgb(117,203,239)	Diaminopimelate epimerase; Catalyzes the stereoinversion of LL-2,6-diaminoheptanedioate (L,L-DAP) to meso-diaminoheptanedioate (meso-DAP), a precursor of L- lysine and an essential component of the bacterial peptidoglycan. 
ddlA	99287.STM0380	0.2829807093963908	0.5102461538461539	rgb(117,186,239)	D-alanine--D-alanine ligase A; Cell wall formation.
ddlB	99287.STM0130	0.29586185438705664	0.48753846153846153	rgb(117,167,239)	D-alanine--D-alanine ligase B; Cell wall formation; Belongs to the D-alanine--D-alanine ligase family. 
deoD	99287.STM4570	0.3137834474175482	0.4160923076923077	rgb(117,148,239)	Similar to E. coli purine-nucleoside phosphorylase (AAC77337.1); Blastp hit to AAC77337.1 (239 aa), 96% identity in aa 1 - 239
dfp	99287.STM3730	0.4649968886123211	0.47701538461538456	rgb(187,255,101)	Coenzyme A biosynthesis bifunctional protein CoaBC; Catalyzes two steps in the biosynthesis of coenzyme A. In the first step cysteine is conjugated to 4'-phosphopantothenate to form 4- phosphopantothenoylcysteine, in the latter compound is decarboxylated to form 4'-phosphopantotheine; In the C-terminal section; belongs to the PPC synthetase family.
dut	99287.STM3731	0.3406658369632856	0.5523384615384616	rgb(239,235,117)	Deoxyuridine 5'-triphosphate nucleotidohydrolase; This enzyme is involved in nucleotide metabolism: it produces dUMP, the immediate precursor of thymidine nucleotides and it decreases the intracellular concentration of dUTP so that uracil cannot be incorporated into DNA; Belongs to the dUTPase family.
eno	99287.STM2952	0.4868388301182327	0.47036923076923076	rgb(152,239,117)	Enolase; Catalyzes the reversible conversion of 2-phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis.
fabA	99287.STM1067	0.24153702551337897	0.5551076923076923	rgb(117,132,239)	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase; Necessary for the introduction of cis unsaturation into fatty acids. Catalyzes the dehydration of (3R)-3-hydroxydecanoyl-ACP to E- (2)-decenoyl-ACP and then its isomerization to Z-(3)-decenoyl-ACP. Can catalyze the dehydratase reaction for beta-hydroxyacyl-ACPs with saturated chain lengths up to 16:0, being most active on intermediate chain length.
fabB	99287.STM2378	0.2835407591785936	0.6298769230769232	rgb(117,239,173)	Similar to E. coli 3-oxoacyl-[acyl-carrier-protein] synthase I (AAC75383.1); Blastp hit to AAC75383.1 (406 aa), 96% identity in aa 1 - 404; Belongs to the thiolase-like superfamily. Beta-ketoacyl-ACP synthases family.
fabD	99287.STM1194	0.3664281269446173	0.5922153846153847	rgb(239,216,117)	Malonyl coA-acyl carrier protein transacylase. (SW:FABD_SALTY); Belongs to the FabD family.
fabF	99287.STM1197	0.33506533914125697	0.6370769230769231	rgb(239,219,117)	3-oxoacyl-[acyl-carrier-protein] synthase 2; Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP. 
fabG	99287.STM1195	0.3888301182327318	0.4986153846153846	rgb(117,216,239)	3-oxoacyl-[acyl-carrier-protein] reductase FabG; Catalyzes the NADPH-dependent reduction of beta-ketoacyl-ACP substrates to beta-hydroxyacyl-ACP products, the first reductive step in the elongation cycle of fatty acid biosynthesis. 
fabI	99287.STM1700	0.31322339763534535	0.5966461538461539	rgb(198,239,117)	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI; Catalyzes the reduction of a carbon-carbon double bond in an enoyl moiety that is covalently linked to an acyl carrier protein (ACP). Involved in the elongation cycle of fatty acid which are used in the lipid metabolism and in the biotin biosynthesis (By similarity). ; Belongs to the short-chain dehydrogenases/reductases (SDR) family. FabI subfamily.
fba	99287.STM3068	0.46835718730553827	0.3103076923076923	rgb(236,239,117)	Fructose-bisphosphate aldolase; Catalyzes the aldol condensation of dihydroxyacetone phosphate (DHAP or glycerone-phosphate) with glyceraldehyde 3-phosphate (G3P) to form fructose 1,6-bisphosphate (FBP) in gluconeogenesis and the reverse reaction in glycolysis; Belongs to the class II fructose-bisphosphate aldolase family.
fbaB	99287.STM2141	0.39947106409458616	0.46815384615384614	rgb(117,239,117)	3-oxoacyl-[acyl-carrier-protein] synthase I; Similar to E. coli orf, hypothetical protein (AAC75158.1); Blastp hit to AAC75158.1 (374 aa), 96% identity in aa 25 - 374
fepE	99287.STM0589	0.38771001866832605	0.0776923076923077	rgb(117,142,239)	Similar to E. coli ferric enterobactin (enterochelin) transport (AAC73688.1); Blastp hit to AAC73688.1 (377 aa), 73% identity in aa 1 - 373
