#node	identifier	category	term ID	term description
STM1557	99287.STM1557	GO Process	GO:0046394	Carboxylic acid biosynthetic process
STM1557	99287.STM1557	GO Process	GO:0048519	Negative regulation of biological process
STM1557	99287.STM1557	GO Process	GO:0050789	Regulation of biological process
STM1557	99287.STM1557	GO Process	GO:0050794	Regulation of cellular process
STM1557	99287.STM1557	GO Process	GO:0051090	Regulation of dna-binding transcription factor activity
STM1557	99287.STM1557	GO Process	GO:0051171	Regulation of nitrogen compound metabolic process
STM1557	99287.STM1557	GO Process	GO:0051252	Regulation of rna metabolic process
STM1557	99287.STM1557	GO Process	GO:0060255	Regulation of macromolecule metabolic process
STM1557	99287.STM1557	GO Process	GO:0065007	Biological regulation
STM1557	99287.STM1557	GO Process	GO:0065009	Regulation of molecular function
STM1557	99287.STM1557	GO Process	GO:0071704	Organic substance metabolic process
STM1557	99287.STM1557	GO Process	GO:0080090	Regulation of primary metabolic process
STM1557	99287.STM1557	GO Process	GO:1901564	Organonitrogen compound metabolic process
STM1557	99287.STM1557	GO Process	GO:1901566	Organonitrogen compound biosynthetic process
STM1557	99287.STM1557	GO Process	GO:1901576	Organic substance biosynthetic process
STM1557	99287.STM1557	GO Process	GO:1901605	Alpha-amino acid metabolic process
STM1557	99287.STM1557	GO Process	GO:1901607	Alpha-amino acid biosynthetic process
STM1557	99287.STM1557	GO Process	GO:1903506	Regulation of nucleic acid-templated transcription
STM1557	99287.STM1557	GO Process	GO:2000112	Regulation of cellular macromolecule biosynthetic process
STM1557	99287.STM1557	GO Process	GO:2001141	Regulation of rna biosynthetic process
STM1557	99287.STM1557	GO Function	GO:0003824	Catalytic activity
STM1557	99287.STM1557	GO Function	GO:0004121	Cystathionine beta-lyase activity
STM1557	99287.STM1557	GO Function	GO:0005488	Binding
STM1557	99287.STM1557	GO Function	GO:0016829	Lyase activity
STM1557	99287.STM1557	GO Function	GO:0016846	Carbon-sulfur lyase activity
STM1557	99287.STM1557	GO Function	GO:0019842	Vitamin binding
STM1557	99287.STM1557	GO Function	GO:0030170	Pyridoxal phosphate binding
STM1557	99287.STM1557	GO Function	GO:0036094	Small molecule binding
STM1557	99287.STM1557	GO Function	GO:0043167	Ion binding
STM1557	99287.STM1557	GO Function	GO:0043168	Anion binding
STM1557	99287.STM1557	GO Function	GO:0047804	cysteine-S-conjugate beta-lyase activity
STM1557	99287.STM1557	GO Function	GO:0070279	Vitamin b6 binding
STM1557	99287.STM1557	GO Function	GO:0080146	L-cysteine desulfhydrase activity
STM1557	99287.STM1557	GO Function	GO:0097159	Organic cyclic compound binding
STM1557	99287.STM1557	GO Function	GO:1901363	Heterocyclic compound binding
STM1557	99287.STM1557	GO Component	GO:0005886	Plasma membrane
STM1557	99287.STM1557	GO Component	GO:0016020	Membrane
STM1557	99287.STM1557	GO Component	GO:0071944	Cell periphery
STM1557	99287.STM1557	GO Component	GO:0110165	Cellular anatomical entity
STM1557	99287.STM1557	STRING clusters	CL:1291	Cellular amino acid biosynthetic process, and ribonucleoside monophosphate biosynthetic process
STM1557	99287.STM1557	STRING clusters	CL:1292	Cellular amino acid biosynthetic process, and ribonucleoside monophosphate biosynthetic process
STM1557	99287.STM1557	STRING clusters	CL:1482	Alanine, aspartate and glutamate metabolism, and Glutathione metabolism
STM1557	99287.STM1557	STRING clusters	CL:1483	Mixed, incl. glutathione metabolism, and oxidoreductase activity, acting on the ch-nh2 group of donors
STM1557	99287.STM1557	STRING clusters	CL:1511	Mixed, incl. metalloexopeptidase activity, and glutathione biosynthesis
STM1557	99287.STM1557	UniProt Keywords	KW-0032	Aminotransferase
STM1557	99287.STM1557	UniProt Keywords	KW-0808	Transferase
STM1620	99287.STM1620	GO Process	GO:0006082	Organic acid metabolic process
STM1620	99287.STM1620	GO Process	GO:0006089	Lactate metabolic process
STM1620	99287.STM1620	GO Process	GO:0008152	Metabolic process
STM1620	99287.STM1620	GO Process	GO:0009987	Cellular process
STM1620	99287.STM1620	GO Process	GO:0019516	Lactate oxidation
STM1620	99287.STM1620	GO Process	GO:0019752	Carboxylic acid metabolic process
STM1620	99287.STM1620	GO Process	GO:0032787	Monocarboxylic acid metabolic process
STM1620	99287.STM1620	GO Process	GO:0043436	Oxoacid metabolic process
STM1620	99287.STM1620	GO Process	GO:0044237	Cellular metabolic process
STM1620	99287.STM1620	GO Process	GO:0044281	Small molecule metabolic process
STM1620	99287.STM1620	GO Process	GO:0055114	Oxidation-reduction process
STM1620	99287.STM1620	GO Process	GO:0071704	Organic substance metabolic process
STM1620	99287.STM1620	GO Process	GO:1901615	Organic hydroxy compound metabolic process
STM1620	99287.STM1620	GO Function	GO:0000166	Nucleotide binding
STM1620	99287.STM1620	GO Function	GO:0003824	Catalytic activity
STM1620	99287.STM1620	GO Function	GO:0004457	Lactate dehydrogenase activity
STM1620	99287.STM1620	GO Function	GO:0005488	Binding
STM1620	99287.STM1620	GO Function	GO:0010181	FMN binding
STM1620	99287.STM1620	GO Function	GO:0016491	Oxidoreductase activity
STM1620	99287.STM1620	GO Function	GO:0016614	Oxidoreductase activity, acting on ch-oh group of donors
STM1620	99287.STM1620	GO Function	GO:0032553	Ribonucleotide binding
STM1620	99287.STM1620	GO Function	GO:0036094	Small molecule binding
STM1620	99287.STM1620	GO Function	GO:0043167	Ion binding
STM1620	99287.STM1620	GO Function	GO:0043168	Anion binding
STM1620	99287.STM1620	GO Function	GO:0097159	Organic cyclic compound binding
STM1620	99287.STM1620	GO Function	GO:0097367	Carbohydrate derivative binding
STM1620	99287.STM1620	GO Function	GO:1901265	Nucleoside phosphate binding
STM1620	99287.STM1620	GO Function	GO:1901363	Heterocyclic compound binding
STM1620	99287.STM1620	GO Component	GO:0005886	Plasma membrane
STM1620	99287.STM1620	GO Component	GO:0016020	Membrane
STM1620	99287.STM1620	GO Component	GO:0071944	Cell periphery
STM1620	99287.STM1620	GO Component	GO:0110165	Cellular anatomical entity
STM1620	99287.STM1620	STRING clusters	CL:2581	Mixed, incl. pyruvate metabolism, and oxidative phosphorylation
STM1620	99287.STM1620	STRING clusters	CL:2582	Mixed, incl. pyruvate metabolism, and oxidative phosphorylation
STM1620	99287.STM1620	STRING clusters	CL:2912	Mixed, incl. lactate metabolic process, and glycolate oxidase complex
STM1620	99287.STM1620	UniProt Keywords	KW-0285	Flavoprotein
STM1620	99287.STM1620	UniProt Keywords	KW-0288	FMN
STM1620	99287.STM1620	UniProt Keywords	KW-0732	Signal
STM2093	99287.STM2093	GO Process	GO:0006810	Transport
STM2093	99287.STM2093	GO Process	GO:0006811	Ion transport
STM2093	99287.STM2093	GO Process	GO:0008152	Metabolic process
STM2093	99287.STM2093	GO Process	GO:0042592	Homeostatic process
STM2093	99287.STM2093	GO Process	GO:0048878	Chemical homeostasis
STM2093	99287.STM2093	GO Process	GO:0050801	Ion homeostasis
STM2093	99287.STM2093	GO Process	GO:0051179	Localization
STM2093	99287.STM2093	GO Process	GO:0051234	Establishment of localization
STM2093	99287.STM2093	GO Process	GO:0055065	Metal ion homeostasis
STM2093	99287.STM2093	GO Process	GO:0055072	Iron ion homeostasis
STM2093	99287.STM2093	GO Process	GO:0055076	Transition metal ion homeostasis
STM2093	99287.STM2093	GO Process	GO:0055080	Cation homeostasis
STM2093	99287.STM2093	GO Process	GO:0055114	Oxidation-reduction process
STM2093	99287.STM2093	GO Process	GO:0065007	Biological regulation
STM2093	99287.STM2093	GO Process	GO:0065008	Regulation of biological quality
STM2093	99287.STM2093	GO Process	GO:0098771	Inorganic ion homeostasis
STM2093	99287.STM2093	GO Function	GO:0003824	Catalytic activity
STM2093	99287.STM2093	GO Function	GO:0016491	Oxidoreductase activity
STM2093	99287.STM2093	GO Function	GO:0016645	Oxidoreductase activity, acting on the ch-nh group of donors
STM2093	99287.STM2093	GO Function	GO:0016646	Oxidoreductase activity, acting on the ch-nh group of donors, nad or nadp as acceptor
STM2093	99287.STM2093	GO Function	GO:0042602	Riboflavin reductase (nadph) activity
STM2093	99287.STM2093	GO Component	GO:0005622	Intracellular
STM2093	99287.STM2093	GO Component	GO:0005737	Cytoplasm
STM2093	99287.STM2093	GO Component	GO:0005829	Cytosol
STM2093	99287.STM2093	GO Component	GO:0110165	Cellular anatomical entity
STM2093	99287.STM2093	STRING clusters	CL:4721	Cellular polysaccharide metabolic process, and oligosaccharide metabolic process
STM2093	99287.STM2093	STRING clusters	CL:4722	Polysaccharide metabolic process, and disaccharide metabolic process
STM2093	99287.STM2093	STRING clusters	CL:4794	O-Antigen nucleotide sugar biosynthesis, and enterobacterial common antigen metabolic process
STM2093	99287.STM2093	STRING clusters	CL:4854	O antigen metabolic process, and riboflavin reductase (NADPH) activity
STM2093	99287.STM2093	UniProt Keywords	KW-0001	2Fe-2S
STM2093	99287.STM2093	UniProt Keywords	KW-0408	Iron
STM2093	99287.STM2093	UniProt Keywords	KW-0411	Iron-sulfur
STM2093	99287.STM2093	UniProt Keywords	KW-0448	Lipopolysaccharide biosynthesis
STM2093	99287.STM2093	UniProt Keywords	KW-0479	Metal-binding
STM3334	99287.STM3334	GO Process	GO:0006139	Nucleobase-containing compound metabolic process
STM3334	99287.STM3334	GO Process	GO:0006206	Pyrimidine nucleobase metabolic process
STM3334	99287.STM3334	GO Process	GO:0006208	Pyrimidine nucleobase catabolic process
STM3334	99287.STM3334	GO Process	GO:0006725	Cellular aromatic compound metabolic process
STM3334	99287.STM3334	GO Process	GO:0006807	Nitrogen compound metabolic process
STM3334	99287.STM3334	GO Process	GO:0008152	Metabolic process
STM3334	99287.STM3334	GO Process	GO:0009056	Catabolic process
STM3334	99287.STM3334	GO Process	GO:0009112	Nucleobase metabolic process
STM3334	99287.STM3334	GO Process	GO:0009987	Cellular process
STM3334	99287.STM3334	GO Process	GO:0019439	Aromatic compound catabolic process
STM3334	99287.STM3334	GO Process	GO:0019858	Cytosine metabolic process
STM3334	99287.STM3334	GO Process	GO:0034641	Cellular nitrogen compound metabolic process
STM3334	99287.STM3334	GO Process	GO:0044237	Cellular metabolic process
STM3334	99287.STM3334	GO Process	GO:0044238	Primary metabolic process
STM3334	99287.STM3334	GO Process	GO:0044248	Cellular catabolic process
STM3334	99287.STM3334	GO Process	GO:0044270	Cellular nitrogen compound catabolic process
STM3334	99287.STM3334	GO Process	GO:0044281	Small molecule metabolic process
STM3334	99287.STM3334	GO Process	GO:0046113	Nucleobase catabolic process
STM3334	99287.STM3334	GO Process	GO:0046483	Heterocycle metabolic process
STM3334	99287.STM3334	GO Process	GO:0046700	Heterocycle catabolic process
STM3334	99287.STM3334	GO Process	GO:0055086	Nucleobase-containing small molecule metabolic process
STM3334	99287.STM3334	GO Process	GO:0071704	Organic substance metabolic process
STM3334	99287.STM3334	GO Process	GO:0072527	Pyrimidine-containing compound metabolic process
STM3334	99287.STM3334	GO Process	GO:0072529	Pyrimidine-containing compound catabolic process
STM3334	99287.STM3334	GO Process	GO:1901360	Organic cyclic compound metabolic process
STM3334	99287.STM3334	GO Process	GO:1901361	Organic cyclic compound catabolic process
STM3334	99287.STM3334	GO Process	GO:1901564	Organonitrogen compound metabolic process
STM3334	99287.STM3334	GO Process	GO:1901565	Organonitrogen compound catabolic process
STM3334	99287.STM3334	GO Process	GO:1901575	Organic substance catabolic process
STM3334	99287.STM3334	GO Function	GO:0003824	Catalytic activity
STM3334	99287.STM3334	GO Function	GO:0005488	Binding
STM3334	99287.STM3334	GO Function	GO:0005506	Iron ion binding
STM3334	99287.STM3334	GO Function	GO:0005515	Protein binding
STM3334	99287.STM3334	GO Function	GO:0008198	Ferrous iron binding
STM3334	99287.STM3334	GO Function	GO:0008270	Zinc ion binding
STM3334	99287.STM3334	GO Function	GO:0016787	Hydrolase activity
STM3334	99287.STM3334	GO Function	GO:0016810	Hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds
STM3334	99287.STM3334	GO Function	GO:0016814	Hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines
STM3334	99287.STM3334	GO Function	GO:0019239	Deaminase activity
STM3334	99287.STM3334	GO Function	GO:0042802	Identical protein binding
STM3334	99287.STM3334	GO Function	GO:0043167	Ion binding
STM3334	99287.STM3334	GO Function	GO:0043169	Cation binding
STM3334	99287.STM3334	GO Function	GO:0046872	Metal ion binding
STM3334	99287.STM3334	GO Function	GO:0046914	Transition metal ion binding
STM3334	99287.STM3334	GO Component	GO:0005622	Intracellular
STM3334	99287.STM3334	GO Component	GO:0005737	Cytoplasm
STM3334	99287.STM3334	GO Component	GO:0005829	Cytosol
STM3334	99287.STM3334	GO Component	GO:0110165	Cellular anatomical entity
STM3334	99287.STM3334	STRING clusters	CL:1588	Pyrimidine metabolism, and Nicotinate and nicotinamide metabolism
STM3334	99287.STM3334	STRING clusters	CL:1723	Cytosine metabolic process, and dihydrouracil dehydrogenase (nad+) activity
STM3334	99287.STM3334	UniProt Keywords	KW-0378	Hydrolase
STM3624A	99287.STM3624A	GO Process	GO:0000096	Sulfur amino acid metabolic process
STM3624A	99287.STM3624A	GO Process	GO:0000097	Sulfur amino acid biosynthetic process
STM3624A	99287.STM3624A	GO Process	GO:0006082	Organic acid metabolic process
STM3624A	99287.STM3624A	GO Process	GO:0006520	Cellular amino acid metabolic process
STM3624A	99287.STM3624A	GO Process	GO:0006534	Cysteine metabolic process
STM3624A	99287.STM3624A	GO Process	GO:0006555	Methionine metabolic process
STM3624A	99287.STM3624A	GO Process	GO:0006790	Sulfur compound metabolic process
STM3624A	99287.STM3624A	GO Process	GO:0006807	Nitrogen compound metabolic process
STM3624A	99287.STM3624A	GO Process	GO:0008152	Metabolic process
STM3624A	99287.STM3624A	GO Process	GO:0008652	Cellular amino acid biosynthetic process
STM3624A	99287.STM3624A	GO Process	GO:0009058	Biosynthetic process
STM3624A	99287.STM3624A	GO Process	GO:0009066	Aspartate family amino acid metabolic process
STM3624A	99287.STM3624A	GO Process	GO:0009067	Aspartate family amino acid biosynthetic process
STM3624A	99287.STM3624A	GO Process	GO:0009069	Serine family amino acid metabolic process
STM3624A	99287.STM3624A	GO Process	GO:0009086	Methionine biosynthetic process
STM3624A	99287.STM3624A	GO Process	GO:0009092	Homoserine metabolic process
STM3624A	99287.STM3624A	GO Process	GO:0009987	Cellular process
STM3624A	99287.STM3624A	GO Process	GO:0016053	Organic acid biosynthetic process
STM3624A	99287.STM3624A	GO Process	GO:0019346	Transsulfuration
STM3624A	99287.STM3624A	GO Process	GO:0019752	Carboxylic acid metabolic process
STM3624A	99287.STM3624A	GO Process	GO:0043436	Oxoacid metabolic process
STM3624A	99287.STM3624A	GO Process	GO:0044237	Cellular metabolic process
STM3624A	99287.STM3624A	GO Process	GO:0044238	Primary metabolic process
STM3624A	99287.STM3624A	GO Process	GO:0044249	Cellular biosynthetic process
STM3624A	99287.STM3624A	GO Process	GO:0044272	Sulfur compound biosynthetic process
STM3624A	99287.STM3624A	GO Process	GO:0044281	Small molecule metabolic process
STM3624A	99287.STM3624A	GO Process	GO:0044283	Small molecule biosynthetic process
STM3624A	99287.STM3624A	GO Process	GO:0046394	Carboxylic acid biosynthetic process
STM3624A	99287.STM3624A	GO Process	GO:0050667	Homocysteine metabolic process
STM3624A	99287.STM3624A	GO Process	GO:0071704	Organic substance metabolic process
STM3624A	99287.STM3624A	GO Process	GO:1901564	Organonitrogen compound metabolic process
STM3624A	99287.STM3624A	GO Process	GO:1901566	Organonitrogen compound biosynthetic process
STM3624A	99287.STM3624A	GO Process	GO:1901576	Organic substance biosynthetic process
STM3624A	99287.STM3624A	GO Process	GO:1901605	Alpha-amino acid metabolic process
STM3624A	99287.STM3624A	GO Process	GO:1901607	Alpha-amino acid biosynthetic process
STM3624A	99287.STM3624A	GO Function	GO:0003824	Catalytic activity
STM3624A	99287.STM3624A	GO Function	GO:0005488	Binding
STM3624A	99287.STM3624A	GO Function	GO:0016740	Transferase activity
STM3624A	99287.STM3624A	GO Function	GO:0016765	Transferase activity, transferring alkyl or aryl (other than methyl) groups
STM3624A	99287.STM3624A	GO Function	GO:0019842	Vitamin binding
STM3624A	99287.STM3624A	GO Function	GO:0030170	Pyridoxal phosphate binding
STM3624A	99287.STM3624A	GO Function	GO:0036094	Small molecule binding
STM3624A	99287.STM3624A	GO Function	GO:0043167	Ion binding
STM3624A	99287.STM3624A	GO Function	GO:0043168	Anion binding
STM3624A	99287.STM3624A	GO Function	GO:0070279	Vitamin b6 binding
STM3624A	99287.STM3624A	GO Function	GO:0097159	Organic cyclic compound binding
STM3624A	99287.STM3624A	GO Function	GO:1901363	Heterocyclic compound binding
STM3624A	99287.STM3624A	GO Component	GO:0005622	Intracellular
STM3624A	99287.STM3624A	GO Component	GO:0005634	Nucleus
STM3624A	99287.STM3624A	GO Component	GO:0005737	Cytoplasm
STM3624A	99287.STM3624A	GO Component	GO:0005829	Cytosol
STM3624A	99287.STM3624A	GO Component	GO:0043226	Organelle
STM3624A	99287.STM3624A	GO Component	GO:0043227	Membrane-bounded organelle
STM3624A	99287.STM3624A	GO Component	GO:0043229	Intracellular organelle
STM3624A	99287.STM3624A	GO Component	GO:0043231	Intracellular membrane-bounded organelle
STM3624A	99287.STM3624A	GO Component	GO:0110165	Cellular anatomical entity
STM3624A	99287.STM3624A	STRING clusters	CL:7784	Mixed, incl. transcription regulation, and tyrosine metabolism
STM3624A	99287.STM3624A	STRING clusters	CL:7785	Mixed, incl. tyrosine metabolism, and transcription regulation
STM3624A	99287.STM3624A	STRING clusters	CL:7786	Mostly uncharacterized, incl. amino acid transmembrane transporter activity, and vitamin b6 biosynthetic process
STM3624A	99287.STM3624A	STRING clusters	CL:7787	Mostly uncharacterized, incl. amino acid transmembrane transporter activity, and two-component regulatory system
STM3624A	99287.STM3624A	STRING clusters	CL:7857	Mixed, incl. amino acid transmembrane transporter activity, and two-component regulatory system
STM3624A	99287.STM3624A	STRING clusters	CL:7859	Mostly uncharacterized, incl. serine transport, and cysteine catabolic process
STM3624A	99287.STM3624A	UniProt Keywords	KW-0663	Pyridoxal phosphate
STM3859	99287.STM3859	GO Process	GO:0006082	Organic acid metabolic process
STM3859	99287.STM3859	GO Process	GO:0008152	Metabolic process
STM3859	99287.STM3859	GO Process	GO:0009058	Biosynthetic process
STM3859	99287.STM3859	GO Process	GO:0009423	Chorismate biosynthetic process
STM3859	99287.STM3859	GO Process	GO:0009987	Cellular process
STM3859	99287.STM3859	GO Process	GO:0016053	Organic acid biosynthetic process
STM3859	99287.STM3859	GO Process	GO:0019632	Shikimate metabolic process
STM3859	99287.STM3859	GO Process	GO:0019752	Carboxylic acid metabolic process
STM3859	99287.STM3859	GO Process	GO:0032787	Monocarboxylic acid metabolic process
STM3859	99287.STM3859	GO Process	GO:0043436	Oxoacid metabolic process
STM3859	99287.STM3859	GO Process	GO:0043648	Dicarboxylic acid metabolic process
STM3859	99287.STM3859	GO Process	GO:0043650	Dicarboxylic acid biosynthetic process
STM3859	99287.STM3859	GO Process	GO:0044237	Cellular metabolic process
STM3859	99287.STM3859	GO Process	GO:0044249	Cellular biosynthetic process
STM3859	99287.STM3859	GO Process	GO:0044281	Small molecule metabolic process
STM3859	99287.STM3859	GO Process	GO:0044283	Small molecule biosynthetic process
STM3859	99287.STM3859	GO Process	GO:0046394	Carboxylic acid biosynthetic process
STM3859	99287.STM3859	GO Process	GO:0046417	Chorismate metabolic process
STM3859	99287.STM3859	GO Process	GO:0055114	Oxidation-reduction process
STM3859	99287.STM3859	GO Process	GO:0071704	Organic substance metabolic process
STM3859	99287.STM3859	GO Process	GO:1901576	Organic substance biosynthetic process
STM3859	99287.STM3859	GO Process	GO:1901615	Organic hydroxy compound metabolic process
STM3859	99287.STM3859	GO Function	GO:0000166	Nucleotide binding
STM3859	99287.STM3859	GO Function	GO:0003824	Catalytic activity
STM3859	99287.STM3859	GO Function	GO:0004764	Shikimate 3-dehydrogenase (nadp+) activity
STM3859	99287.STM3859	GO Function	GO:0005488	Binding
STM3859	99287.STM3859	GO Function	GO:0016491	Oxidoreductase activity
STM3859	99287.STM3859	GO Function	GO:0016614	Oxidoreductase activity, acting on ch-oh group of donors
STM3859	99287.STM3859	GO Function	GO:0016616	Oxidoreductase activity, acting on the ch-oh group of donors, nad or nadp as acceptor
STM3859	99287.STM3859	GO Function	GO:0036094	Small molecule binding
STM3859	99287.STM3859	GO Function	GO:0050661	NADP binding
STM3859	99287.STM3859	GO Function	GO:0097159	Organic cyclic compound binding
STM3859	99287.STM3859	GO Function	GO:1901265	Nucleoside phosphate binding
STM3859	99287.STM3859	GO Function	GO:1901363	Heterocyclic compound binding
STM3859	99287.STM3859	GO Component	GO:0005622	Intracellular
STM3859	99287.STM3859	GO Component	GO:0005737	Cytoplasm
STM3859	99287.STM3859	GO Component	GO:0005829	Cytosol
STM3859	99287.STM3859	GO Component	GO:0110165	Cellular anatomical entity
STM3859	99287.STM3859	STRING clusters	CL:1291	Cellular amino acid biosynthetic process, and ribonucleoside monophosphate biosynthetic process
STM3859	99287.STM3859	STRING clusters	CL:1292	Cellular amino acid biosynthetic process, and ribonucleoside monophosphate biosynthetic process
STM3859	99287.STM3859	STRING clusters	CL:1293	Amino-acid biosynthesis, and ribonucleoside monophosphate biosynthetic process
STM3859	99287.STM3859	STRING clusters	CL:1294	Aromatic amino acid family biosynthetic process, and ribonucleoside monophosphate biosynthetic process
STM3859	99287.STM3859	STRING clusters	CL:1386	Phenylalanine, tyrosine and tryptophan biosynthesis
STM3859	99287.STM3859	STRING clusters	CL:1388	Aromatic amino acid biosynthesis, and Folate biosynthesis
STM3859	99287.STM3859	STRING clusters	CL:1408	Chorismate biosynthetic process
STM3859	99287.STM3859	UniProt Keywords	KW-0560	Oxidoreductase
STM4465	99287.STM4465	GO Process	GO:0006082	Organic acid metabolic process
STM4465	99287.STM4465	GO Process	GO:0006520	Cellular amino acid metabolic process
STM4465	99287.STM4465	GO Process	GO:0006525	Arginine metabolic process
STM4465	99287.STM4465	GO Process	GO:0006526	Arginine biosynthetic process
STM4465	99287.STM4465	GO Process	GO:0006527	Arginine catabolic process
STM4465	99287.STM4465	GO Process	GO:0006591	Ornithine metabolic process
STM4465	99287.STM4465	GO Process	GO:0006807	Nitrogen compound metabolic process
STM4465	99287.STM4465	GO Process	GO:0008152	Metabolic process
STM4465	99287.STM4465	GO Process	GO:0008652	Cellular amino acid biosynthetic process
STM4465	99287.STM4465	GO Process	GO:0009056	Catabolic process
STM4465	99287.STM4465	GO Process	GO:0009058	Biosynthetic process
STM4465	99287.STM4465	GO Process	GO:0009063	Cellular amino acid catabolic process
STM4465	99287.STM4465	GO Process	GO:0009064	Glutamine family amino acid metabolic process
STM4465	99287.STM4465	GO Process	GO:0009065	Glutamine family amino acid catabolic process
STM4465	99287.STM4465	GO Process	GO:0009084	Glutamine family amino acid biosynthetic process
STM4465	99287.STM4465	GO Process	GO:0009987	Cellular process
STM4465	99287.STM4465	GO Process	GO:0016053	Organic acid biosynthetic process
STM4465	99287.STM4465	GO Process	GO:0016054	Organic acid catabolic process
STM4465	99287.STM4465	GO Process	GO:0019547	Arginine catabolic process to ornithine
STM4465	99287.STM4465	GO Process	GO:0019752	Carboxylic acid metabolic process
STM4465	99287.STM4465	GO Process	GO:0043436	Oxoacid metabolic process
STM4465	99287.STM4465	GO Process	GO:0044237	Cellular metabolic process
STM4465	99287.STM4465	GO Process	GO:0044238	Primary metabolic process
STM4465	99287.STM4465	GO Process	GO:0044248	Cellular catabolic process
STM4465	99287.STM4465	GO Process	GO:0044249	Cellular biosynthetic process
STM4465	99287.STM4465	GO Process	GO:0044281	Small molecule metabolic process
STM4465	99287.STM4465	GO Process	GO:0044282	Small molecule catabolic process
STM4465	99287.STM4465	GO Process	GO:0044283	Small molecule biosynthetic process
STM4465	99287.STM4465	GO Process	GO:0046394	Carboxylic acid biosynthetic process
STM4465	99287.STM4465	GO Process	GO:0046395	Carboxylic acid catabolic process
STM4465	99287.STM4465	GO Process	GO:0071704	Organic substance metabolic process
STM4465	99287.STM4465	GO Process	GO:1901564	Organonitrogen compound metabolic process
STM4465	99287.STM4465	GO Process	GO:1901565	Organonitrogen compound catabolic process
STM4465	99287.STM4465	GO Process	GO:1901566	Organonitrogen compound biosynthetic process
STM4465	99287.STM4465	GO Process	GO:1901575	Organic substance catabolic process
STM4465	99287.STM4465	GO Process	GO:1901576	Organic substance biosynthetic process
STM4465	99287.STM4465	GO Process	GO:1901605	Alpha-amino acid metabolic process
STM4465	99287.STM4465	GO Process	GO:1901606	Alpha-amino acid catabolic process
STM4465	99287.STM4465	GO Process	GO:1901607	Alpha-amino acid biosynthetic process
STM4465	99287.STM4465	GO Function	GO:0003824	Catalytic activity
STM4465	99287.STM4465	GO Function	GO:0004585	Ornithine carbamoyltransferase activity
STM4465	99287.STM4465	GO Function	GO:0005488	Binding
STM4465	99287.STM4465	GO Function	GO:0016597	Amino acid binding
STM4465	99287.STM4465	GO Function	GO:0016740	Transferase activity
STM4465	99287.STM4465	GO Function	GO:0016741	Transferase activity, transferring one-carbon groups
STM4465	99287.STM4465	GO Function	GO:0016743	Carboxyl- or carbamoyltransferase activity
STM4465	99287.STM4465	GO Function	GO:0031406	Carboxylic acid binding
STM4465	99287.STM4465	GO Function	GO:0036094	Small molecule binding
