,gene_id,uniprot,interpro,goa
28,EC55989_4440,B7LA58,"IPR000534,IPR000706,IPR012280,IPR016040,IPR023013",B7LA58
29,EC55989_4491,,"IPR002695,IPR011607,IPR016193,IPR024051",B7LAV3
30,EC55989_0536,B7L7E9,"IPR003135,IPR005875,IPR011054,IPR011761,IPR013815,IPR013816,IPR016185",B7L7E9
31,EC55989_0537,B7L7F0,"IPR000031,IPR024694",B7L7F0
32,EC55989_0817,B7LC56,"IPR005814,IPR005815,IPR015421,IPR015422,IPR015424",B7LC56
33,EC55989_4479,,"IPR002817,IPR025747",B7LA88
34,EC55989_1421,B7L495,"IPR000312,IPR005940,IPR006221,IPR017459,IPR017926,IPR029062",B7L495
35,EC55989_1422,B7L496,"IPR005257,IPR005801,IPR006805,IPR015890,IPR019999",B7L496
36,EC55989_0819,,"IPR001917,IPR004723,IPR004839,IPR015421,IPR015422,IPR015424,IPR022834",B7LC58
37,EC55989_0424,B7L648,"IPR002125,IPR002734,IPR004794,IPR011549,IPR016192,IPR016193,IPR024072",B7L648
38,EC55989_4442,,"IPR000362,IPR008948,IPR009049,IPR020557,IPR022761,IPR024083,IPR029419",B7LA60
39,EC55989_3591,,"IPR001518,IPR014729,IPR018223,IPR023437,IPR024073,IPR024074",B7LHN6
40,EC55989_3843,B7L4W2,"IPR000319,IPR000534,IPR011534,IPR012080,IPR012280,IPR016040",B7L4W2
41,EC55989_0125,,"IPR003190,IPR009010",B7LGJ3
42,EC55989_4805,,"IPR002082,IPR006130,IPR006131,IPR006132",B7LCV3
43,EC55989_2863,B7LDG7,"IPR003953,IPR005288,IPR013027,IPR015939,IPR027477",B7LDG7
44,EC55989_0977,B7LE28,"IPR000796,IPR004838,IPR004839,IPR015421,IPR015424",B7LE28
45,EC55989_2278,,"IPR001348,IPR011322,IPR013115,IPR013820,IPR015867,IPR018198,IPR020621",B7L9P6
46,EC55989_0872,B7LCB0,"IPR001453,IPR005110,IPR005111,IPR008284,IPR020817",B7LCB0
47,EC55989_4333,B7L9B3,"IPR013482,IPR025877,IPR029044",B7L9B3
48,EC55989_4774,B7LCS0,"IPR000760,IPR006240,IPR020550,IPR020583",B7LCS0
49,EC55989_0818,,"IPR002684,IPR006638,IPR007197,IPR010722,IPR013785,IPR024177",B7LC57
50,EC55989_3614,B7LHQ7,"IPR004481,IPR004837",B7LHQ7
51,EC55989_3455,,"IPR003689,IPR023498",B7LGI2
52,EC55989_1304,,"IPR004424,IPR006204,IPR013750,IPR014721,IPR020568",B7LGW9
53,EC55989_2889,B7LDI9,"IPR002701,IPR003099,IPR008244,IPR008927,IPR011277,IPR016040,IPR020822",B7LDI9
54,EC55989_2888,B7LDI8,"IPR001086,IPR002701,IPR002912,IPR008242,IPR010952,IPR018528,IPR020822",B7LDI8
55,EC55989_2573,,"IPR000453,IPR020541",B7LBI3
56,EC55989_4531,,"IPR007440,IPR028978",B7LAY7
57,EC55989_0959,B7LDA6,"IPR001140,IPR003439,IPR003593,IPR011527,IPR011917,IPR017871,IPR027417",B7LDA6
58,EC55989_0824,,"IPR000385,IPR006638,IPR007197,IPR010505,IPR013483,IPR013785",B7LC63
59,EC55989_0826,,"IPR002820,IPR023045,IPR023046",B7LC65
60,EC55989_0703,B7LAC6,"IPR002020,IPR010953,IPR016141,IPR016142,IPR016143,IPR019810,IPR024176",B7LAC6
61,EC55989_3055,,"IPR004468,IPR017456,IPR017926,IPR027417,IPR029062",B7LEK0
62,EC55989_3115,B7LF15,"IPR000183,IPR002986,IPR009006,IPR022643,IPR022644,IPR022653,IPR022657,IPR029066",B7LF15
63,EC55989_4283,,"IPR001653,IPR018510",B7L969
64,EC55989_0169,B7LGN6,IPR000374,B7LGN6
65,EC55989_3457,,"IPR000422,IPR017945",B7LGI1
66,EC55989_0821,B7LC60,"IPR004472,IPR027417",B7LC60
67,EC55989_4114,B7L768,"IPR008144,IPR008145,IPR017665,IPR020590,IPR027417",B7L768
68,EC55989_4243,,"IPR000581,IPR004404,IPR015928,IPR020558",B7L8B3
69,EC55989_0030,,"IPR000846,IPR011770,IPR016040,IPR022663,IPR022664,IPR023940",B7L4F3
70,EC55989_2761,,"IPR002220,IPR005263,IPR013785,IPR020624,IPR020625",B7LCL6
71,EC55989_2559,B7LBG9,"IPR001645,IPR004101,IPR013221,IPR018109",B7LBG9
72,EC55989_3473,B7LGZ4,"IPR006156,IPR006157",B7LGZ4
73,EC55989_1175,,"IPR002195,IPR004721,IPR006680",B7LFZ6
74,EC55989_3595,B7LHN8,"IPR000489,IPR006390,IPR011005",B7LHN8
75,EC55989_3794,,IPR016037,B7L4R5
76,EC55989_1860,,"IPR001381,IPR013785,IPR018508",B7L5P5
77,EC55989_0431,B7L655,"IPR000092,IPR008949,IPR017446",B7L655
78,EC55989_0028,,IPR003451,B7L4F1
79,EC55989_0097,B7LFX1,"IPR001977,IPR027417",B7LFX1
80,EC55989_4246,,"IPR000506,IPR008927,IPR013023,IPR013116,IPR013328,IPR014359,IPR016040",B7L8B5
81,EC55989_1210,,"IPR018094,IPR018095,IPR027417",B7LG31
82,EC55989_0167,B7LGN4,"IPR003821,IPR013512,IPR013644,IPR016040,IPR026877",B7LGN4
83,EC55989_0430,,"IPR005474,IPR005475,IPR005476,IPR005477,IPR009014,IPR020826,IPR029061",B7L654
84,EC55989_1450,B7L4C5,"IPR002347,IPR014358,IPR016040",B7L4C5
85,EC55989_3037,,"IPR005117,IPR006066,IPR006067,IPR011786",B7LEI2
86,EC55989_3038,B7LEI3,"IPR001094,IPR001433,IPR001709,IPR003097,IPR008254,IPR010199,IPR017927,IPR017938,IPR023173,IPR029039,IPR029758",B7LEI3
87,EC55989_0488,,"IPR001015,IPR019772",B7L7A0
88,EC55989_0024,B7L4E7,"IPR002606,IPR014729,IPR015864,IPR015865,IPR023465,IPR023468",B7L4E7
89,EC55989_4205,,"IPR001451,IPR005882,IPR011004,IPR018357,IPR025877,IPR029044",B7L878
90,EC55989_0148,,"IPR004639,IPR005814,IPR015421,IPR015422,IPR015424",B7LGL6
91,EC55989_4075,,"IPR006109,IPR006168,IPR008927,IPR011128,IPR013328,IPR016040",B7L734
92,EC55989_1546,B7L6D0,"IPR015590,IPR016160,IPR016161,IPR016162,IPR016163,IPR029510",B7L6D0
93,EC55989_4204,B7L879,"IPR000583,IPR001347,IPR005855,IPR017932,IPR029055",B7L879
94,EC55989_2556,B7LBG6,"IPR000583,IPR000836,IPR005854,IPR017932,IPR029055,IPR029057",B7LBG6
95,EC55989_4452,,"IPR001920,IPR004391,IPR015942,IPR018187",B7LA65
96,EC55989_1306,,"IPR000343,IPR006151,IPR015895,IPR015896,IPR016040,IPR018214",B7LGX1
97,EC55989_2693,B7LCE8,"IPR000924,IPR001412,IPR004527,IPR008925,IPR014729,IPR020058,IPR020061,IPR020751",B7LCE8
98,EC55989_2792,,"IPR001674,IPR004739,IPR014729,IPR017926,IPR022310,IPR022955,IPR025777,IPR029062",B7LCP7
99,EC55989_2404,,"IPR001474,IPR018234,IPR020602",B7LAH4
100,EC55989_1438,,IPR000926,B7L4B3
101,EC55989_4532,,"IPR000537,IPR006370",B7LAY8
102,EC55989_2279,B7L9P7,"IPR001692,IPR012131,IPR016161,IPR022695",B7L9P7
103,EC55989_2281,B7L9P9,"IPR000807,IPR005954,IPR006543,IPR006549,IPR013954,IPR020565,IPR020566,IPR020568,IPR023214",B7L9P9
104,EC55989_4275,,"IPR000860,IPR022417,IPR022418,IPR022419",B7L959
105,EC55989_2358,B7L9X4,"IPR004399,IPR013749,IPR029056",B7L9X4
106,EC55989_0136,B7LGK4,IPR000550,B7LGK4
107,EC55989_0003,,"IPR000870,IPR006203,IPR006204,IPR013750,IPR014721,IPR020568",B7L4C8
108,EC55989_4498,,"IPR005697,IPR029062",B7LAV1
109,EC55989_2280,,"IPR001917,IPR004839,IPR005861,IPR015421,IPR015422,IPR015424",B7L9P8
110,EC55989_2815,,"IPR000192,IPR010240,IPR015421,IPR015422,IPR015424,IPR016454,IPR020578",B7LDC2
111,EC55989_4277,,"IPR002908,IPR020895",B7L963
112,EC55989_1249,B7LGR4,"IPR001804,IPR004439,IPR019818,IPR024084",B7LGR4
113,EC55989_2282,B7L9Q0,"IPR010139,IPR017926,IPR029062",B7L9Q0
114,EC55989_2284,,"IPR004651,IPR006062,IPR011060,IPR013785",B7L9Q2
115,EC55989_1420,B7L494,"IPR001240,IPR001468,IPR011060,IPR013785,IPR013798",B7L494
116,EC55989_4242,B7L8B1,"IPR001544,IPR005785,IPR018300",B7L8B1
117,EC55989_0071,B7LFU4,"IPR001804,IPR004429,IPR019818,IPR024084",B7LFU4
118,EC55989_0069,,"IPR000573,IPR004431,IPR015928,IPR015937",B7L4J2
119,EC55989_0070,,"IPR001030,IPR004430,IPR015931,IPR015932,IPR015937,IPR018136",B7L4J3
120,EC55989_0072,,"IPR000891,IPR002034,IPR005671,IPR013709,IPR013785",B7LFU5
121,EC55989_0963,,"IPR003329,IPR004528,IPR029044",B7LE16
122,EC55989_3616,B7LHR1,"IPR010023,IPR023214",B7LHR1
123,EC55989_1311,,"IPR006218,IPR006269,IPR013785",B7LGX6
124,EC55989_0176,,IPR003835,B7LGP4
125,EC55989_0820,B7LC59,"IPR011814,IPR013216,IPR029063",B7LC59
126,EC55989_1204,B7LG25,"IPR001227,IPR004410,IPR014043,IPR016035,IPR016036,IPR024925",B7LG25
127,EC55989_2800,,"IPR004588,IPR011005,IPR013785,IPR016425",B7LDA7
128,EC55989_3018,,"IPR003526,IPR020555",B7LEG4
129,EC55989_3019,,"IPR001228,IPR018294,IPR029044",B7LEG5
130,EC55989_3235,,"IPR002133,IPR022628,IPR022629,IPR022630,IPR022631,IPR022636",B7LFK4
131,EC55989_0827,B7LC66,"IPR003749,IPR010034,IPR012675,IPR016155",B7LC66
132,EC55989_4097,B7L756,"IPR001296,IPR007507",B7L756
133,EC55989_0128,,"IPR003700,IPR015813",B7LGJ6
134,EC55989_0010,B7L4D4,"IPR001453,IPR008284,IPR020817",B7L4D4
135,EC55989_1182,B7LG03,IPR004268,B7LG03
136,EC55989_0828,B7LC67,IPR003448,B7LC67
137,EC55989_0871,B7LCA9,"IPR000594,IPR007901,IPR009036,IPR012730,IPR016040",B7LCA9
138,EC55989_4424,B7LA42,"IPR003171,IPR004620,IPR029041",B7LA42
139,EC55989_2903,,"IPR002504,IPR016064,IPR017437,IPR017438",B7LDK3
140,EC55989_1908,,"IPR003694,IPR014729,IPR022310,IPR022926",B7L6L4
141,EC55989_0631,B7L9I3,"IPR004821,IPR005248,IPR014729",B7L9I3
142,EC55989_0102,B7LFX6,"IPR002638,IPR004393,IPR013785,IPR022412,IPR027277",B7LFX6
143,EC55989_4812,,"IPR002292,IPR006130,IPR006131,IPR006132,IPR024904",B7LCW4
144,EC55989_3605,B7LHQ0,"IPR000092,IPR008949,IPR017446",B7LHQ0
145,EC55989_0952,,"IPR000192,IPR003248,IPR015421,IPR015422,IPR015424,IPR020578,IPR022278",B7LD99
146,EC55989_1442,,"IPR001754,IPR011060,IPR013785,IPR014732,IPR018089",B7L4B7
147,EC55989_2555,B7LBG5,"IPR003382,IPR004507",B7LBG5
148,EC55989_4318,B7L9A4,"IPR002830,IPR012349,IPR023677",B7L9A4
149,EC55989_4107,,"IPR000836,IPR004467,IPR023031,IPR029057",B7L766
150,EC55989_0395,B7L541,"IPR000304,IPR008927,IPR016040,IPR028939,IPR029036",B7L541
151,EC55989_0127,,"IPR003721,IPR004821,IPR014729",B7LGJ5
152,EC55989_0083,,"IPR000715,IPR003524,IPR018480",B7LFV7
153,EC55989_3036,,"IPR002500,IPR004511,IPR011800,IPR014729",B7LEI1
154,EC55989_2852,B7LDF7,"IPR004569,IPR013785",B7LDF7
155,EC55989_0052,,"IPR005255,IPR024084",B7L4H5
156,EC55989_2564,,"IPR006139,IPR006140,IPR016040,IPR020921,IPR024531,IPR029752,IPR029753",B7LBH4
157,EC55989_3594,,"IPR005841,IPR005843,IPR005844,IPR005845,IPR005846,IPR006352,IPR016055,IPR016066",B7LHN9
158,EC55989_3820,,"IPR010076,IPR029058",B7L4T9
159,EC55989_4460,,"IPR004566,IPR006083,IPR027417",B7LA72
160,EC55989_0376,B7L523,"IPR001731,IPR013785",B7L523
161,EC55989_4104,B7L762,"IPR003382,IPR005252,IPR007085",B7L762
162,EC55989_4325,B7L9B1,"IPR001226,IPR008254,IPR026816,IPR029039",B7L9B1
163,EC55989_4490,B7LAV2,"IPR000115,IPR011054,IPR011761,IPR013815,IPR013816,IPR016185,IPR020559,IPR020560,IPR020561,IPR020562",B7LAV2
164,EC55989_2784,,"IPR000728,IPR004733,IPR010918,IPR016188",B7LCN9
165,EC55989_2285,B7L9Q3,"IPR002496,IPR008179,IPR021130,IPR023019",B7L9Q3
166,EC55989_2759,,"IPR001636,IPR013816,IPR018236,IPR028923",B7LCL4
167,EC55989_2844,B7LDE9,"IPR000728,IPR010073,IPR010918,IPR016188,IPR017926,IPR022940,IPR029062",B7LDE9
168,EC55989_2283,,"IPR006062,IPR006063,IPR011060,IPR013785,IPR023016",B7L9Q1
169,EC55989_0953,,"IPR001986,IPR006264,IPR013792,IPR023193",B7LDA0
170,EC55989_4717,,IPR003817,B7LC21
171,EC55989_2875,B7LDH9,"IPR001736,IPR016270",B7LDH9
172,EC55989_4098,,"IPR001980,IPR004821,IPR014729",B7L747
173,EC55989_0729,,"IPR003473,IPR023513",B7LAF1
174,EC55989_1830,B7L5L5,"IPR001783,IPR017938,IPR023366,IPR026017",B7L5L5
175,EC55989_0425,,IPR002180,B7L649
176,EC55989_2954,,"IPR003815,IPR011249",B7LEA1
177,EC55989_3025,,"IPR002500,IPR011784,IPR014729",B7LEH0
178,EC55989_3024,,"IPR000795,IPR004161,IPR005225,IPR009000,IPR009001,IPR011779,IPR027417",B7LEG9
179,EC55989_2752,,"IPR001261,IPR002933,IPR005941,IPR011650",B7LCK7
180,EC55989_4074,B7L731,"IPR001451,IPR005881,IPR010493,IPR011004,IPR018357",B7L731
181,EC55989_3774,,"IPR000878,IPR003043,IPR006366,IPR006367,IPR012409,IPR014776,IPR014777,IPR016040,IPR019478",B7L4P2
182,EC55989_4421,B7LA40,"IPR000277,IPR011821,IPR015421,IPR015422,IPR015424",B7LA40
183,EC55989_0960,,"IPR003758,IPR027417",B7LE13
184,EC55989_0159,B7LGM6,"IPR001451,IPR005664,IPR011004,IPR018357,IPR023180",B7LGM6
185,EC55989_4474,B7LA83,"IPR007197,IPR010722,IPR012726,IPR013785",B7LA83
186,EC55989_4477,B7LA86,"IPR000594,IPR007901,IPR009036,IPR012731,IPR016040",B7LA86
187,EC55989_0434,,"IPR001763,IPR003720,IPR004114,IPR014729,IPR020536,IPR026340",B7L657
188,EC55989_4476,B7LA81,"IPR003749,IPR010035,IPR012675,IPR016155",
189,EC55989_2745,B7LCK0,"IPR005474,IPR005475,IPR005476,IPR005478,IPR009014,IPR020826,IPR029061",B7LCK0
190,EC55989_3103,,"IPR000398,IPR020940,IPR023451",B7LF04
191,EC55989_0427,B7L651,"IPR000728,IPR006283,IPR010918,IPR016188",B7L651
192,EC55989_4478,B7LA87,"IPR003733,IPR013785,IPR022998",B7LA87
193,EC55989_1418,,"IPR002028,IPR011060,IPR013785,IPR018204",B7L492
194,EC55989_1419,,"IPR001926,IPR006653,IPR006654,IPR023026",B7L493
195,EC55989_4475,,"IPR008867,IPR013785",B7LA84
196,EC55989_0173,B7LGP0,"IPR001451,IPR007691,IPR011004,IPR018357,IPR020573",B7LGP0
197,EC55989_0081,B7LFV5,"IPR000713,IPR004101,IPR005761,IPR013221",B7LFV5
198,EC55989_0175,,"IPR001451,IPR010137,IPR011004,IPR018357,IPR029098",B7LGP3
199,EC55989_3607,,"IPR001986,IPR005750,IPR013792",B7LHP8
200,EC55989_0086,,"IPR004276,IPR006009,IPR007235",B7LFW0
201,EC55989_0084,B7LFV8,"IPR004101,IPR005762,IPR013221,IPR016040",B7LFV8
202,EC55989_0087,,"IPR000713,IPR004101,IPR005758,IPR013221,IPR016040",B7LFW1
203,EC55989_4458,B7LA70,"IPR003170,IPR006094,IPR011601,IPR016166,IPR016167,IPR016169",B7LA70
204,EC55989_0168,B7LGN5,"IPR001441,IPR018520",B7LGN5
205,EC55989_0082,B7LFV6,"IPR000713,IPR004101,IPR005863,IPR013221",B7LFV6
206,EC55989_0092,,"IPR004463,IPR011334,IPR015870,IPR020568",B7LFW6
207,EC55989_4274,B7L960,IPR003754,B7L960
208,EC55989_4482,,"IPR000257,IPR006361",B7LA91
209,EC55989_0538,,"IPR010138,IPR024654,IPR029052",B7L7F1
