#node	identifier	category	term ID	term description
ABD29247.1	93061.SAOUHSC_00060	GO Function	GO:0015293	Symporter activity
ABD29247.1	93061.SAOUHSC_00060	GO Function	GO:0015294	Solute:cation symporter activity
ABD29247.1	93061.SAOUHSC_00060	GO Function	GO:0015318	Inorganic molecular entity transmembrane transporter activity
ABD29247.1	93061.SAOUHSC_00060	GO Function	GO:0015370	Solute:sodium symporter activity
ABD29247.1	93061.SAOUHSC_00060	GO Function	GO:0022804	Active transmembrane transporter activity
ABD29247.1	93061.SAOUHSC_00060	GO Function	GO:0022853	Active ion transmembrane transporter activity
ABD29247.1	93061.SAOUHSC_00060	GO Function	GO:0022857	Transmembrane transporter activity
ABD29247.1	93061.SAOUHSC_00060	GO Function	GO:0022890	Inorganic cation transmembrane transporter activity
ABD29247.1	93061.SAOUHSC_00060	GO Function	GO:0046873	Metal ion transmembrane transporter activity
ABD29247.1	93061.SAOUHSC_00060	GO Component	GO:0005886	Plasma membrane
ABD29247.1	93061.SAOUHSC_00060	GO Component	GO:0016020	Membrane
ABD29247.1	93061.SAOUHSC_00060	GO Component	GO:0016021	Integral component of membrane
ABD29247.1	93061.SAOUHSC_00060	GO Component	GO:0031224	Intrinsic component of membrane
ABD29247.1	93061.SAOUHSC_00060	GO Component	GO:0071944	Cell periphery
ABD29247.1	93061.SAOUHSC_00060	GO Component	GO:0110165	Cellular anatomical entity
ABD29247.1	93061.SAOUHSC_00060	STRING clusters	CL:2671	Mostly uncharacterized, incl. caax-box protein maturation, and cellular response to stimulus
ABD29247.1	93061.SAOUHSC_00060	STRING clusters	CL:2672	Mostly uncharacterized, incl. caax-box protein maturation, and cellular response to stimulus
ABD29247.1	93061.SAOUHSC_00060	STRING clusters	CL:2673	Mostly uncharacterized, incl. caax-box protein maturation, and cellular response to stimulus
ABD29247.1	93061.SAOUHSC_00060	UniProt Keywords	KW-0472	Membrane
ABD29247.1	93061.SAOUHSC_00060	UniProt Keywords	KW-0812	Transmembrane
ABD29247.1	93061.SAOUHSC_00060	UniProt Keywords	KW-1133	Transmembrane helix
ABD29301.1	93061.SAOUHSC_00120	GO Process	GO:0008152	Metabolic process
ABD29301.1	93061.SAOUHSC_00120	GO Process	GO:0009058	Biosynthetic process
ABD29301.1	93061.SAOUHSC_00120	GO Process	GO:0009059	Macromolecule biosynthetic process
ABD29301.1	93061.SAOUHSC_00120	GO Process	GO:0009987	Cellular process
ABD29301.1	93061.SAOUHSC_00120	GO Process	GO:0034645	Cellular macromolecule biosynthetic process
ABD29301.1	93061.SAOUHSC_00120	GO Process	GO:0043170	Macromolecule metabolic process
ABD29301.1	93061.SAOUHSC_00120	GO Process	GO:0044237	Cellular metabolic process
ABD29301.1	93061.SAOUHSC_00120	GO Process	GO:0044249	Cellular biosynthetic process
ABD29301.1	93061.SAOUHSC_00120	GO Process	GO:0044260	Cellular macromolecule metabolic process
ABD29301.1	93061.SAOUHSC_00120	GO Process	GO:0071704	Organic substance metabolic process
ABD29301.1	93061.SAOUHSC_00120	GO Process	GO:1901135	Carbohydrate derivative metabolic process
ABD29301.1	93061.SAOUHSC_00120	GO Process	GO:1901137	Carbohydrate derivative biosynthetic process
ABD29301.1	93061.SAOUHSC_00120	GO Process	GO:1901576	Organic substance biosynthetic process
ABD29301.1	93061.SAOUHSC_00120	GO Function	GO:0003824	Catalytic activity
ABD29301.1	93061.SAOUHSC_00120	GO Function	GO:0008761	UDP-N-acetylglucosamine 2-epimerase activity
ABD29301.1	93061.SAOUHSC_00120	GO Function	GO:0016853	Isomerase activity
ABD29301.1	93061.SAOUHSC_00120	GO Function	GO:0016854	Racemase and epimerase activity
ABD29301.1	93061.SAOUHSC_00120	GO Function	GO:0016857	Racemase and epimerase activity, acting on carbohydrates and derivatives
ABD29301.1	93061.SAOUHSC_00120	GO Component	GO:0005622	Intracellular
ABD29301.1	93061.SAOUHSC_00120	GO Component	GO:0005737	Cytoplasm
ABD29301.1	93061.SAOUHSC_00120	GO Component	GO:0110165	Cellular anatomical entity
ABD29301.1	93061.SAOUHSC_00120	STRING clusters	CL:3655	Mixed, incl. polysaccharide biosynthetic process, and teichoic acid biosynthesis
ABD29301.1	93061.SAOUHSC_00120	STRING clusters	CL:3657	Polysaccharide biosynthetic process, and o-antigen nucleotide sugar biosynthesis
ABD29301.1	93061.SAOUHSC_00120	STRING clusters	CL:3658	O-Antigen nucleotide sugar biosynthesis, and polysaccharide biosynthetic process
ABD29301.1	93061.SAOUHSC_00120	STRING clusters	CL:3661	O-Antigen nucleotide sugar biosynthesis, and protein tyrosine kinase activity
ABD29301.1	93061.SAOUHSC_00120	STRING clusters	CL:3663	O-Antigen nucleotide sugar biosynthesis
ABD29301.1	93061.SAOUHSC_00120	UniProt Keywords	KW-0413	Isomerase
ABD29310.1	93061.SAOUHSC_00129	GO Process	GO:0006082	Organic acid metabolic process
ABD29310.1	93061.SAOUHSC_00129	GO Process	GO:0008152	Metabolic process
ABD29310.1	93061.SAOUHSC_00129	GO Process	GO:0009058	Biosynthetic process
ABD29310.1	93061.SAOUHSC_00129	GO Process	GO:0009059	Macromolecule biosynthetic process
ABD29310.1	93061.SAOUHSC_00129	GO Process	GO:0009273	Peptidoglycan-based cell wall biogenesis
ABD29310.1	93061.SAOUHSC_00129	GO Process	GO:0009987	Cellular process
ABD29310.1	93061.SAOUHSC_00129	GO Process	GO:0016043	Cellular component organization
ABD29310.1	93061.SAOUHSC_00129	GO Process	GO:0016053	Organic acid biosynthetic process
ABD29310.1	93061.SAOUHSC_00129	GO Process	GO:0019350	Teichoic acid biosynthetic process
ABD29310.1	93061.SAOUHSC_00129	GO Process	GO:0034645	Cellular macromolecule biosynthetic process
ABD29310.1	93061.SAOUHSC_00129	GO Process	GO:0042546	Cell wall biogenesis
ABD29310.1	93061.SAOUHSC_00129	GO Process	GO:0043170	Macromolecule metabolic process
ABD29310.1	93061.SAOUHSC_00129	GO Process	GO:0044036	Cell wall macromolecule metabolic process
ABD29310.1	93061.SAOUHSC_00129	GO Process	GO:0044038	Cell wall macromolecule biosynthetic process
ABD29310.1	93061.SAOUHSC_00129	GO Process	GO:0044085	Cellular component biogenesis
ABD29310.1	93061.SAOUHSC_00129	GO Process	GO:0044237	Cellular metabolic process
ABD29310.1	93061.SAOUHSC_00129	GO Process	GO:0044249	Cellular biosynthetic process
ABD29310.1	93061.SAOUHSC_00129	GO Process	GO:0044260	Cellular macromolecule metabolic process
ABD29310.1	93061.SAOUHSC_00129	GO Process	GO:0044281	Small molecule metabolic process
ABD29310.1	93061.SAOUHSC_00129	GO Process	GO:0044283	Small molecule biosynthetic process
ABD29310.1	93061.SAOUHSC_00129	GO Process	GO:0045229	External encapsulating structure organization
ABD29310.1	93061.SAOUHSC_00129	GO Process	GO:0046374	Teichoic acid metabolic process
ABD29310.1	93061.SAOUHSC_00129	GO Process	GO:0070589	Cellular component macromolecule biosynthetic process
ABD29310.1	93061.SAOUHSC_00129	GO Process	GO:0071554	Cell wall organization or biogenesis
ABD29310.1	93061.SAOUHSC_00129	GO Process	GO:0071555	Cell wall organization
ABD29310.1	93061.SAOUHSC_00129	GO Process	GO:0071704	Organic substance metabolic process
ABD29310.1	93061.SAOUHSC_00129	GO Process	GO:0071840	Cellular component organization or biogenesis
ABD29310.1	93061.SAOUHSC_00129	GO Process	GO:1901135	Carbohydrate derivative metabolic process
ABD29310.1	93061.SAOUHSC_00129	GO Process	GO:1901137	Carbohydrate derivative biosynthetic process
ABD29310.1	93061.SAOUHSC_00129	GO Process	GO:1901576	Organic substance biosynthetic process
ABD29310.1	93061.SAOUHSC_00129	GO Function	GO:0003824	Catalytic activity
ABD29310.1	93061.SAOUHSC_00129	GO Function	GO:0008761	UDP-N-acetylglucosamine 2-epimerase activity
ABD29310.1	93061.SAOUHSC_00129	GO Function	GO:0016853	Isomerase activity
ABD29310.1	93061.SAOUHSC_00129	GO Function	GO:0016854	Racemase and epimerase activity
ABD29310.1	93061.SAOUHSC_00129	GO Function	GO:0016857	Racemase and epimerase activity, acting on carbohydrates and derivatives
ABD29310.1	93061.SAOUHSC_00129	GO Component	GO:0005622	Intracellular
ABD29310.1	93061.SAOUHSC_00129	GO Component	GO:0005737	Cytoplasm
ABD29310.1	93061.SAOUHSC_00129	GO Component	GO:0110165	Cellular anatomical entity
ABD29310.1	93061.SAOUHSC_00129	STRING clusters	CL:3655	Mixed, incl. polysaccharide biosynthetic process, and teichoic acid biosynthesis
ABD29310.1	93061.SAOUHSC_00129	STRING clusters	CL:3657	Polysaccharide biosynthetic process, and o-antigen nucleotide sugar biosynthesis
ABD29310.1	93061.SAOUHSC_00129	STRING clusters	CL:3658	O-Antigen nucleotide sugar biosynthesis, and polysaccharide biosynthetic process
ABD29310.1	93061.SAOUHSC_00129	UniProt Keywords	KW-0413	Isomerase
ABD29330.1	93061.SAOUHSC_00150	GO Process	GO:0006082	Organic acid metabolic process
ABD29330.1	93061.SAOUHSC_00150	GO Process	GO:0006520	Cellular amino acid metabolic process
ABD29330.1	93061.SAOUHSC_00150	GO Process	GO:0006525	Arginine metabolic process
ABD29330.1	93061.SAOUHSC_00150	GO Process	GO:0006560	Proline metabolic process
ABD29330.1	93061.SAOUHSC_00150	GO Process	GO:0006561	Proline biosynthetic process
ABD29330.1	93061.SAOUHSC_00150	GO Process	GO:0006807	Nitrogen compound metabolic process
ABD29330.1	93061.SAOUHSC_00150	GO Process	GO:0008152	Metabolic process
ABD29330.1	93061.SAOUHSC_00150	GO Process	GO:0008652	Cellular amino acid biosynthetic process
ABD29330.1	93061.SAOUHSC_00150	GO Process	GO:0009058	Biosynthetic process
ABD29330.1	93061.SAOUHSC_00150	GO Process	GO:0009064	Glutamine family amino acid metabolic process
ABD29330.1	93061.SAOUHSC_00150	GO Process	GO:0009084	Glutamine family amino acid biosynthetic process
ABD29330.1	93061.SAOUHSC_00150	GO Process	GO:0009987	Cellular process
ABD29330.1	93061.SAOUHSC_00150	GO Process	GO:0016053	Organic acid biosynthetic process
ABD29330.1	93061.SAOUHSC_00150	GO Process	GO:0018130	Heterocycle biosynthetic process
ABD29330.1	93061.SAOUHSC_00150	GO Process	GO:0019752	Carboxylic acid metabolic process
ABD29330.1	93061.SAOUHSC_00150	GO Process	GO:0043436	Oxoacid metabolic process
ABD29330.1	93061.SAOUHSC_00150	GO Process	GO:0044237	Cellular metabolic process
ABD29330.1	93061.SAOUHSC_00150	GO Process	GO:0044238	Primary metabolic process
ABD29330.1	93061.SAOUHSC_00150	GO Process	GO:0044249	Cellular biosynthetic process
ABD29330.1	93061.SAOUHSC_00150	GO Process	GO:0044281	Small molecule metabolic process
ABD29330.1	93061.SAOUHSC_00150	GO Process	GO:0044283	Small molecule biosynthetic process
ABD29330.1	93061.SAOUHSC_00150	GO Process	GO:0046394	Carboxylic acid biosynthetic process
ABD29330.1	93061.SAOUHSC_00150	GO Process	GO:0046483	Heterocycle metabolic process
ABD29330.1	93061.SAOUHSC_00150	GO Process	GO:0055129	L-proline biosynthetic process
ABD29330.1	93061.SAOUHSC_00150	GO Process	GO:0071704	Organic substance metabolic process
ABD29330.1	93061.SAOUHSC_00150	GO Process	GO:1901360	Organic cyclic compound metabolic process
ABD29330.1	93061.SAOUHSC_00150	GO Process	GO:1901362	Organic cyclic compound biosynthetic process
ABD29330.1	93061.SAOUHSC_00150	GO Process	GO:1901564	Organonitrogen compound metabolic process
ABD29330.1	93061.SAOUHSC_00150	GO Process	GO:1901566	Organonitrogen compound biosynthetic process
ABD29330.1	93061.SAOUHSC_00150	GO Process	GO:1901576	Organic substance biosynthetic process
ABD29330.1	93061.SAOUHSC_00150	GO Process	GO:1901605	Alpha-amino acid metabolic process
ABD29330.1	93061.SAOUHSC_00150	GO Process	GO:1901607	Alpha-amino acid biosynthetic process
ABD29330.1	93061.SAOUHSC_00150	GO Function	GO:0003824	Catalytic activity
ABD29330.1	93061.SAOUHSC_00150	GO Function	GO:0004587	Ornithine-oxo-acid transaminase activity
ABD29330.1	93061.SAOUHSC_00150	GO Function	GO:0005488	Binding
ABD29330.1	93061.SAOUHSC_00150	GO Function	GO:0008483	Transaminase activity
ABD29330.1	93061.SAOUHSC_00150	GO Function	GO:0016740	Transferase activity
ABD29330.1	93061.SAOUHSC_00150	GO Function	GO:0016769	Transferase activity, transferring nitrogenous groups
ABD29330.1	93061.SAOUHSC_00150	GO Function	GO:0019842	Vitamin binding
ABD29330.1	93061.SAOUHSC_00150	GO Function	GO:0030170	Pyridoxal phosphate binding
ABD29330.1	93061.SAOUHSC_00150	GO Function	GO:0036094	Small molecule binding
ABD29330.1	93061.SAOUHSC_00150	GO Function	GO:0043167	Ion binding
ABD29330.1	93061.SAOUHSC_00150	GO Function	GO:0043168	Anion binding
ABD29330.1	93061.SAOUHSC_00150	GO Function	GO:0050155	Ornithine(lysine) transaminase activity
ABD29330.1	93061.SAOUHSC_00150	GO Function	GO:0070279	Vitamin b6 binding
ABD29330.1	93061.SAOUHSC_00150	GO Function	GO:0097159	Organic cyclic compound binding
ABD29330.1	93061.SAOUHSC_00150	GO Function	GO:1901363	Heterocyclic compound binding
ABD29330.1	93061.SAOUHSC_00150	GO Component	GO:0005622	Intracellular
ABD29330.1	93061.SAOUHSC_00150	GO Component	GO:0005737	Cytoplasm
ABD29330.1	93061.SAOUHSC_00150	GO Component	GO:0110165	Cellular anatomical entity
ABD29330.1	93061.SAOUHSC_00150	STRING clusters	CL:219	Mixed, incl. glutamine family amino acid biosynthetic process, and 5-oxoprolinase (atp-hydrolyzing) activity
ABD29330.1	93061.SAOUHSC_00150	STRING clusters	CL:220	Arginine metabolic process, and camp
ABD29330.1	93061.SAOUHSC_00150	STRING clusters	CL:222	Arginine biosynthesis
ABD29330.1	93061.SAOUHSC_00150	STRING clusters	CL:92	Alpha-amino acid metabolic process, and nucleoside monophosphate metabolic process
ABD29330.1	93061.SAOUHSC_00150	STRING clusters	CL:93	Cellular amino acid biosynthetic process, and glutathione metabolism
ABD29330.1	93061.SAOUHSC_00150	UniProt Keywords	KW-0028	Amino-acid biosynthesis
ABD29330.1	93061.SAOUHSC_00150	UniProt Keywords	KW-0032	Aminotransferase
ABD29330.1	93061.SAOUHSC_00150	UniProt Keywords	KW-0641	Proline biosynthesis
ABD29330.1	93061.SAOUHSC_00150	UniProt Keywords	KW-0663	Pyridoxal phosphate
ABD29330.1	93061.SAOUHSC_00150	UniProt Keywords	KW-0808	Transferase
ABD29330.1	93061.SAOUHSC_00150	UniProt Keywords	KW-0963	Cytoplasm
ABD29373.1	93061.SAOUHSC_00195	GO Process	GO:0006082	Organic acid metabolic process
ABD29373.1	93061.SAOUHSC_00195	GO Process	GO:0006629	Lipid metabolic process
ABD29373.1	93061.SAOUHSC_00195	GO Process	GO:0006631	Fatty acid metabolic process
ABD29373.1	93061.SAOUHSC_00195	GO Process	GO:0006635	Fatty acid beta-oxidation
ABD29373.1	93061.SAOUHSC_00195	GO Process	GO:0008152	Metabolic process
ABD29373.1	93061.SAOUHSC_00195	GO Process	GO:0009056	Catabolic process
ABD29373.1	93061.SAOUHSC_00195	GO Process	GO:0009062	Fatty acid catabolic process
ABD29373.1	93061.SAOUHSC_00195	GO Process	GO:0009987	Cellular process
ABD29373.1	93061.SAOUHSC_00195	GO Process	GO:0016042	Lipid catabolic process
ABD29373.1	93061.SAOUHSC_00195	GO Process	GO:0016054	Organic acid catabolic process
ABD29373.1	93061.SAOUHSC_00195	GO Process	GO:0019395	Fatty acid oxidation
ABD29373.1	93061.SAOUHSC_00195	GO Process	GO:0019752	Carboxylic acid metabolic process
ABD29373.1	93061.SAOUHSC_00195	GO Process	GO:0030258	Lipid modification
ABD29373.1	93061.SAOUHSC_00195	GO Process	GO:0032787	Monocarboxylic acid metabolic process
ABD29373.1	93061.SAOUHSC_00195	GO Process	GO:0034440	Lipid oxidation
ABD29373.1	93061.SAOUHSC_00195	GO Process	GO:0043436	Oxoacid metabolic process
ABD29373.1	93061.SAOUHSC_00195	GO Process	GO:0044237	Cellular metabolic process
ABD29373.1	93061.SAOUHSC_00195	GO Process	GO:0044238	Primary metabolic process
ABD29373.1	93061.SAOUHSC_00195	GO Process	GO:0044242	Cellular lipid catabolic process
ABD29373.1	93061.SAOUHSC_00195	GO Process	GO:0044248	Cellular catabolic process
ABD29373.1	93061.SAOUHSC_00195	GO Process	GO:0044255	Cellular lipid metabolic process
ABD29373.1	93061.SAOUHSC_00195	GO Process	GO:0044281	Small molecule metabolic process
ABD29373.1	93061.SAOUHSC_00195	GO Process	GO:0044282	Small molecule catabolic process
ABD29373.1	93061.SAOUHSC_00195	GO Process	GO:0046395	Carboxylic acid catabolic process
ABD29373.1	93061.SAOUHSC_00195	GO Process	GO:0055114	Oxidation-reduction process
ABD29373.1	93061.SAOUHSC_00195	GO Process	GO:0071704	Organic substance metabolic process
ABD29373.1	93061.SAOUHSC_00195	GO Process	GO:0072329	Monocarboxylic acid catabolic process
ABD29373.1	93061.SAOUHSC_00195	GO Process	GO:1901575	Organic substance catabolic process
ABD29373.1	93061.SAOUHSC_00195	GO Function	GO:0003824	Catalytic activity
ABD29373.1	93061.SAOUHSC_00195	GO Function	GO:0003985	acetyl-CoA C-acetyltransferase activity
ABD29373.1	93061.SAOUHSC_00195	GO Function	GO:0003988	acetyl-CoA C-acyltransferase activity
ABD29373.1	93061.SAOUHSC_00195	GO Function	GO:0016407	Acetyltransferase activity
ABD29373.1	93061.SAOUHSC_00195	GO Function	GO:0016408	C-acyltransferase activity
ABD29373.1	93061.SAOUHSC_00195	GO Function	GO:0016453	C-acetyltransferase activity
ABD29373.1	93061.SAOUHSC_00195	GO Function	GO:0016740	Transferase activity
ABD29373.1	93061.SAOUHSC_00195	GO Function	GO:0016746	Transferase activity, transferring acyl groups
ABD29373.1	93061.SAOUHSC_00195	GO Function	GO:0016747	Transferase activity, transferring acyl groups other than amino-acyl groups
ABD29373.1	93061.SAOUHSC_00195	GO Component	GO:0005622	Intracellular
ABD29373.1	93061.SAOUHSC_00195	GO Component	GO:0005737	Cytoplasm
ABD29373.1	93061.SAOUHSC_00195	GO Component	GO:0110165	Cellular anatomical entity
ABD29373.1	93061.SAOUHSC_00195	STRING clusters	CL:451	Mixed, incl. pyruvate metabolism, and butanoate metabolism
ABD29373.1	93061.SAOUHSC_00195	STRING clusters	CL:452	Mixed, incl. pyruvate metabolism, and butanoate metabolism
ABD29373.1	93061.SAOUHSC_00195	STRING clusters	CL:453	Mixed, incl. pyruvate metabolism, and fatty acid metabolic process
ABD29373.1	93061.SAOUHSC_00195	STRING clusters	CL:577	Fatty acid metabolism, and acyl binding
ABD29373.1	93061.SAOUHSC_00195	STRING clusters	CL:619	Fatty acid degradation, and CoA-ligase activity
ABD29373.1	93061.SAOUHSC_00195	UniProt Keywords	KW-0012	Acyltransferase
ABD29373.1	93061.SAOUHSC_00195	UniProt Keywords	KW-0472	Membrane
ABD29373.1	93061.SAOUHSC_00195	UniProt Keywords	KW-0808	Transferase
ABD29373.1	93061.SAOUHSC_00195	UniProt Keywords	KW-0812	Transmembrane
ABD29373.1	93061.SAOUHSC_00195	UniProt Keywords	KW-1133	Transmembrane helix
ABD29386.1	93061.SAOUHSC_00209	GO Process	GO:0006793	Phosphorus metabolic process
ABD29386.1	93061.SAOUHSC_00209	GO Process	GO:0006796	Phosphate-containing compound metabolic process
ABD29386.1	93061.SAOUHSC_00209	GO Process	GO:0006810	Transport
ABD29386.1	93061.SAOUHSC_00209	GO Process	GO:0008152	Metabolic process
ABD29386.1	93061.SAOUHSC_00209	GO Process	GO:0008643	Carbohydrate transport
ABD29386.1	93061.SAOUHSC_00209	GO Process	GO:0008645	Hexose transmembrane transport
ABD29386.1	93061.SAOUHSC_00209	GO Process	GO:0009401	Phosphoenolpyruvate-dependent sugar phosphotransferase system
ABD29386.1	93061.SAOUHSC_00209	GO Process	GO:0009987	Cellular process
ABD29386.1	93061.SAOUHSC_00209	GO Process	GO:0015749	Monosaccharide transmembrane transport
ABD29386.1	93061.SAOUHSC_00209	GO Process	GO:0016310	Phosphorylation
ABD29386.1	93061.SAOUHSC_00209	GO Process	GO:0034219	Carbohydrate transmembrane transport
ABD29386.1	93061.SAOUHSC_00209	GO Process	GO:0044237	Cellular metabolic process
ABD29386.1	93061.SAOUHSC_00209	GO Process	GO:0051179	Localization
ABD29386.1	93061.SAOUHSC_00209	GO Process	GO:0051234	Establishment of localization
ABD29386.1	93061.SAOUHSC_00209	GO Process	GO:0055085	Transmembrane transport
ABD29386.1	93061.SAOUHSC_00209	GO Process	GO:0071702	Organic substance transport
ABD29386.1	93061.SAOUHSC_00209	GO Process	GO:1904659	Glucose transmembrane transport
ABD29386.1	93061.SAOUHSC_00209	GO Function	GO:0003824	Catalytic activity
ABD29386.1	93061.SAOUHSC_00209	GO Function	GO:0005215	Transporter activity
ABD29386.1	93061.SAOUHSC_00209	GO Function	GO:0005355	Glucose transmembrane transporter activity
ABD29386.1	93061.SAOUHSC_00209	GO Function	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
ABD29386.1	93061.SAOUHSC_00209	GO Function	GO:0015144	Carbohydrate transmembrane transporter activity
ABD29386.1	93061.SAOUHSC_00209	GO Function	GO:0015145	Monosaccharide transmembrane transporter activity
ABD29386.1	93061.SAOUHSC_00209	GO Function	GO:0015149	Hexose transmembrane transporter activity
ABD29386.1	93061.SAOUHSC_00209	GO Function	GO:0016301	Kinase activity
ABD29386.1	93061.SAOUHSC_00209	GO Function	GO:0016740	Transferase activity
ABD29386.1	93061.SAOUHSC_00209	GO Function	GO:0016772	Transferase activity, transferring phosphorus-containing groups
ABD29386.1	93061.SAOUHSC_00209	GO Function	GO:0016773	Phosphotransferase activity, alcohol group as acceptor
ABD29386.1	93061.SAOUHSC_00209	GO Function	GO:0022804	Active transmembrane transporter activity
ABD29386.1	93061.SAOUHSC_00209	GO Function	GO:0022857	Transmembrane transporter activity
ABD29386.1	93061.SAOUHSC_00209	GO Function	GO:0051119	Sugar transmembrane transporter activity
ABD29386.1	93061.SAOUHSC_00209	GO Component	GO:0005886	Plasma membrane
ABD29386.1	93061.SAOUHSC_00209	GO Component	GO:0016020	Membrane
ABD29386.1	93061.SAOUHSC_00209	GO Component	GO:0016021	Integral component of membrane
ABD29386.1	93061.SAOUHSC_00209	GO Component	GO:0031224	Intrinsic component of membrane
ABD29386.1	93061.SAOUHSC_00209	GO Component	GO:0071944	Cell periphery
ABD29386.1	93061.SAOUHSC_00209	GO Component	GO:0110165	Cellular anatomical entity
ABD29386.1	93061.SAOUHSC_00209	STRING clusters	CL:723	Carbohydrate metabolic process, and phosphotransferase system (pts)
ABD29386.1	93061.SAOUHSC_00209	STRING clusters	CL:724	Carbohydrate metabolic process, and phosphotransferase system (pts)
ABD29386.1	93061.SAOUHSC_00209	STRING clusters	CL:725	Carbohydrate metabolic process, and phosphotransferase system (pts)
ABD29386.1	93061.SAOUHSC_00209	STRING clusters	CL:726	Carbohydrate metabolic process, and phosphotransferase system (pts)
ABD29386.1	93061.SAOUHSC_00209	STRING clusters	CL:727	Carbohydrate metabolic process, and phosphotransferase system
ABD29386.1	93061.SAOUHSC_00209	STRING clusters	CL:729	Amino sugar and nucleotide sugar metabolism, and Pentose phosphate pathway
ABD29386.1	93061.SAOUHSC_00209	STRING clusters	CL:730	Pentose phosphate pathway, and Amino sugar and nucleotide sugar metabolism
ABD29386.1	93061.SAOUHSC_00209	STRING clusters	CL:806	Mixed, incl. hexose transmembrane transport, and regulation of carbohydrate metabolic process
ABD29386.1	93061.SAOUHSC_00209	STRING clusters	CL:818	Hexose transmembrane transport
ABD29386.1	93061.SAOUHSC_00209	UniProt Keywords	KW-0418	Kinase
ABD29386.1	93061.SAOUHSC_00209	UniProt Keywords	KW-0472	Membrane
ABD29386.1	93061.SAOUHSC_00209	UniProt Keywords	KW-0598	Phosphotransferase system
ABD29386.1	93061.SAOUHSC_00209	UniProt Keywords	KW-0762	Sugar transport
ABD29386.1	93061.SAOUHSC_00209	UniProt Keywords	KW-0808	Transferase
ABD29386.1	93061.SAOUHSC_00209	UniProt Keywords	KW-0812	Transmembrane
ABD29386.1	93061.SAOUHSC_00209	UniProt Keywords	KW-0813	Transport
ABD29386.1	93061.SAOUHSC_00209	UniProt Keywords	KW-1003	Cell membrane
ABD29386.1	93061.SAOUHSC_00209	UniProt Keywords	KW-1133	Transmembrane helix
ABD29471.1	93061.SAOUHSC_00302	GO Process	GO:0008152	Metabolic process
ABD29471.1	93061.SAOUHSC_00302	GO Process	GO:0055114	Oxidation-reduction process
ABD29471.1	93061.SAOUHSC_00302	GO Function	GO:0000166	Nucleotide binding
ABD29471.1	93061.SAOUHSC_00302	GO Function	GO:0003824	Catalytic activity
ABD29471.1	93061.SAOUHSC_00302	GO Function	GO:0005488	Binding
ABD29471.1	93061.SAOUHSC_00302	GO Function	GO:0010181	FMN binding
ABD29471.1	93061.SAOUHSC_00302	GO Function	GO:0016491	Oxidoreductase activity
ABD29471.1	93061.SAOUHSC_00302	GO Function	GO:0032553	Ribonucleotide binding
ABD29471.1	93061.SAOUHSC_00302	GO Function	GO:0036094	Small molecule binding
ABD29471.1	93061.SAOUHSC_00302	GO Function	GO:0043167	Ion binding
ABD29471.1	93061.SAOUHSC_00302	GO Function	GO:0043168	Anion binding
ABD29471.1	93061.SAOUHSC_00302	GO Function	GO:0097159	Organic cyclic compound binding
ABD29471.1	93061.SAOUHSC_00302	GO Function	GO:0097367	Carbohydrate derivative binding
ABD29471.1	93061.SAOUHSC_00302	GO Function	GO:1901265	Nucleoside phosphate binding
