#node	identifier	x_position	y_position	color	annotation
ABD29644.1	93061.SAOUHSC_00491	0.6886317907444668	0.5263929618768328	rgb(239,147,117)	2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase
ABD29659.1	93061.SAOUHSC_00510	0.6385311871227365	0.5151759530791788	rgb(117,117,239)	Serine acetyltransferase, putative
ABD29684.1	93061.SAOUHSC_00536	0.5763581488933602	0.4775659824046921	rgb(239,187,117)	Branched-chain amino acid aminotransferase
ABD29694.1	93061.SAOUHSC_00547	0.8685110663983904	0.16810850439882696	rgb(117,140,239)	Glycos_transf_1 domain-containing protein
ABD29695.1	93061.SAOUHSC_00548	0.9053319919517103	0.2334310850439883	rgb(117,136,239)	Glycos_transf_1 domain-containing protein
ABD29705.1	93061.SAOUHSC_00558	0.360261569416499	0.1839442815249267	rgb(117,150,239)	acetyl-CoA acetyltransferase, putative; Belongs to the thiolase-like superfamily. Thiolase family. 
ABD29717.1	93061.SAOUHSC_00574	0.37173038229376254	0.3713343108504399	rgb(117,206,239)	Phosphate acetyltransferase
ABD29719.1	93061.SAOUHSC_00577	0.5298792756539236	0.14567448680351908	rgb(210,239,117)	Mevalonate kinase, putative
ABD29720.1	93061.SAOUHSC_00578	0.5793762575452717	0.20637829912023464	rgb(117,156,239)	Diphosphomevalonate decarboxylase
ABD29721.1	93061.SAOUHSC_00579	0.47977867203219315	0.11928152492668623	rgb(239,238,117)	Phosphomevalonate kinase
ABD29777.1	93061.SAOUHSC_00642	0.8196177062374247	0.337683284457478	rgb(152,239,117)	Transport permease protein; Teichoic acid biosynthesis protein, putative
ABD29855.1	93061.SAOUHSC_00722	0.727867203219316	0.49934017595307917	rgb(117,120,239)	Para-aminobenzoate synthase, glutamine amidotransferase, component II, putative
ABD29856.1	93061.SAOUHSC_00723	0.7230382293762576	0.6042521994134898	rgb(182,239,117)	Chorismate_bind domain-containing protein; Annotated as putative para-aminobenzoate synthase, component I containing frameshift in strain Col
ABD29857.1	93061.SAOUHSC_00724	0.672334004024145	0.6814516129032259	rgb(117,198,239)	Chorismate binding enzyme, putative
ABD29864.1	93061.SAOUHSC_00731	0.8769617706237425	0.5983137829912024	rgb(117,117,239)	ABC transporter domain protein
ABD29865.1	93061.SAOUHSC_00732	0.8582494969818915	0.5494868035190615	rgb(160,239,117)	Amino acid ABC transporter, permease protein, putative
ABD29875.1	93061.SAOUHSC_00742	0.33551307847082495	0.5844574780058652	rgb(117,117,239)	Ribonucleoside-diphosphate reductase; Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides.
ABD29876.1	93061.SAOUHSC_00743	0.28963782696177065	0.5534457478005865	rgb(117,124,239)	Ribonucleotide-disphosphate reductase beta chain, putative
ABD29914.1	93061.SAOUHSC_00785	0.446579476861167	0.5600439882697948	rgb(0,178,157)	Thioredoxin reductase
ABD29923.1	93061.SAOUHSC_00795	0.32706237424547285	0.4155425219941349	rgb(117,202,239)	Glyceraldehyde-3-phosphate dehydrogenase, type I; Belongs to the glyceraldehyde-3-phosphate dehydrogenase family.
ABD29995.1	93061.SAOUHSC_00870	0.711569416498994	0.15821114369501466	rgb(117,144,239)	Protein DltB; Could be involved in the transport of activated D-alanine through the membrane.
ABD30000.1	93061.SAOUHSC_00875	0.17615694164989942	0.559384164222874	rgb(117,239,227)	Pyr_redox_2 domain-containing protein
ABD30003.1	93061.SAOUHSC_00878	0.15865191146881288	0.5204545454545455	rgb(117,138,239)	NADH dehydrogenase-like protein SAOUHSC_00878
ABD30018.1	93061.SAOUHSC_00893	0.5461770623742455	0.25520527859237535	rgb(239,175,117)	FMN oxidoreductase, putative
ABD30039.1	93061.SAOUHSC_00914	0.45080482897384305	0.30337243401759534	rgb(190,239,117)	2-isopropylmalate synthase, putative; Belongs to the alpha-IPM synthase/homocitrate synthase family.
ABD30046.1	93061.SAOUHSC_00921	0.45321931589537223	0.38914956011730206	rgb(239,228,117)	3-oxoacyl-[acyl-carrier-protein] synthase 2; Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP. 
ABD30152.1	93061.SAOUHSC_01031	0.15503018108651911	0.45777126099706744	rgb(117,239,189)	Cytochrome d ubiquinol oxidase, subunit I, putative
ABD30153.1	93061.SAOUHSC_01032	0.19064386317907445	0.5158357771260997	rgb(117,239,197)	Cytochrome d ubiquinol oxidase, subunit II, putative
ABD30163.1	93061.SAOUHSC_01043	0.39647887323943665	0.4505131964809384	rgb(117,117,239)	Dihydrolipoamide dehydrogenase
ABD30217.1	93061.SAOUHSC_01103	0.24919517102615696	0.32448680351906156	rgb(117,239,141)	Succinate dehydrogenase cytochrome b-558 subunit, putative
ABD30218.1	93061.SAOUHSC_01104	0.319215291750503	0.5230938416422287	rgb(117,132,239)	Succinate dehydrogenase, flavoprotein chain TC0881, putative
ABD30219.1	93061.SAOUHSC_01105	0.28722334004024147	0.3574780058651026	rgb(239,208,117)	Iron-sulphur subunit of succinate dehydrogenase, putative
ABD30239.1	93061.SAOUHSC_01128	0.40010060362173033	0.7566715542521995	rgb(117,168,239)	Ornithine carbamoyltransferase; Reversibly catalyzes the transfer of the carbamoyl group from carbamoyl phosphate (CP) to the N(epsilon) atom of ornithine (ORN) to produce L-citrulline; Belongs to the aspartate/ornithine carbamoyltransferase superfamily. OTCase family.
ABD30296.1	93061.SAOUHSC_01189	0.41277665995975854	0.33438416422287387	rgb(239,190,117)	Ribulose-phosphate 3-epimerase; Belongs to the ribulose-phosphate 3-epimerase family. 
ABD30339.1	93061.SAOUHSC_01238	0.6433601609657947	0.26576246334310855	rgb(178,171,0)	Phosphatidate cytidylyltransferase; Belongs to the CDS family.
ABD30350.1	93061.SAOUHSC_01249	0.6445674044265595	0.4802052785923754	rgb(206,239,117)	Riboflavin biosynthesis protein RibF; Belongs to the ribF family. 
ABD30361.1	93061.SAOUHSC_01260	0.6143863179074447	0.37067448680351905	rgb(239,125,117)	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase; Belongs to the CDP-alcohol phosphatidyltransferase class-I family.
ABD30376.1	93061.SAOUHSC_01275	0.25100603621730383	0.49736070381231673	rgb(239,220,117)	Uncharacterized protein; Belongs to the MIP/aquaporin (TC 1.A.8) family. 
ABD30386.1	93061.SAOUHSC_01287	0.4007042253521127	0.5527859237536658	rgb(239,224,117)	Glutamine synthetase, type I
ABD30406.1	93061.SAOUHSC_01307	0.6222334004024145	0.44259530791788854	rgb(117,117,239)	Beta_elim_lyase domain-containing protein
ABD30408.1	93061.SAOUHSC_01310	0.7532193158953724	0.4056451612903226	rgb(239,230,117)	Cardiolipin synthase; Catalyzes the reversible phosphatidyl group transfer from one phosphatidylglycerol molecule to another to form cardiolipin (CL) (diphosphatidylglycerol) and glycerol.
ABD30417.1	93061.SAOUHSC_01319	0.46167002012072433	0.6537390029325514	rgb(117,214,239)	Aspartokinase; Aspartate kinase, putative; Belongs to the aspartokinase family. 
ABD30418.1	93061.SAOUHSC_01320	0.5383299798792757	0.6484604105571847	rgb(117,239,153)	Homoserine dehydrogenase, putative
ABD30419.1	93061.SAOUHSC_01321	0.5956740442655937	0.6616568914956011	rgb(117,239,221)	Threonine synthase; Catalyzes the gamma-elimination of phosphate from L- phosphohomoserine and the beta-addition of water to produce L- threonine.
ABD30434.1	93061.SAOUHSC_01337	0.5226358148893361	0.3620967741935484	rgb(239,236,117)	Transketolase; Belongs to the transketolase family. 
ABD30443.1	93061.SAOUHSC_01347	0.3741448692152918	0.4274193548387097	rgb(239,200,117)	Aconitate hydratase; Catalyzes the isomerization of citrate to isocitrate via cis- aconitate.
ABD30461.1	93061.SAOUHSC_01366	0.6813883299798793	0.5837976539589443	rgb(141,239,117)	Anthranilate synthase component I
ABD30462.1	93061.SAOUHSC_01367	0.604728370221328	0.7131231671554253	rgb(117,239,121)	Anthranilate synthase component II, putative
ABD30481.1	93061.SAOUHSC_01386	0.619215291750503	0.802859237536657	rgb(239,169,117)	Phosphate ABC transporter, permease protein, putative
ABD30482.1	93061.SAOUHSC_01387	0.7170020120724346	0.6946480938416423	rgb(239,198,117)	Phosphate transport system permease protein; Part of the binding-protein-dependent transport system for phosphate; probably responsible for the translocation of the substrate across the membrane; Belongs to the binding-protein-dependent transport system permease family. CysTW subfamily.
ABD30488.1	93061.SAOUHSC_01394	0.4290744466800805	0.7428152492668623	rgb(239,145,117)	Aspartokinase II, putative; Belongs to the aspartokinase family. 
ABD30516.1	93061.SAOUHSC_01423	0.6089537223340041	0.29941348973607035	rgb(218,239,117)	acidPPc domain-containing protein
ABD30522.1	93061.SAOUHSC_01430	0.6011066398390343	0.16019061583577715	rgb(117,239,228)	Phosphotransferase system enzyme IIA, putative
ABD30526.1	93061.SAOUHSC_01434	0.5745472837022133	0.4063049853372434	rgb(117,117,239)	Dihydrofolate reductase; Key enzyme in folate metabolism. Catalyzes an essential reaction for de novo glycine and purine synthesis, and for DNA precursor synthesis.
ABD30581.1	93061.SAOUHSC_01496	0.44718309859154926	0.46107038123167154	rgb(239,163,117)	Cytidylate kinase
ABD30586.1	93061.SAOUHSC_01502	0.7924547283702214	0.8153958944281525	rgb(117,232,239)	ATP-dependent DNA helicase RecQ, putative
ABD30690.1	93061.SAOUHSC_01611	0.34034205231388326	0.3205278592375367	rgb(232,239,117)	2-oxoisovalerate dehydrogenase, E2 component, dihydrolipoamide acetyltransferase, putative
ABD30691.1	93061.SAOUHSC_01612	0.3681086519114688	0.30139296187683284	rgb(239,137,117)	2-oxoisovalerate dehydrogenase, E1 component, beta subunit, putative
ABD30692.1	93061.SAOUHSC_01613	0.2902414486921529	0.2974340175953079	rgb(117,117,239)	2-oxoisovalerate dehydrogenase, E1 component, alpha subunit, putative
ABD30693.1	93061.SAOUHSC_01614	0.3367203219315896	0.474266862170088	rgb(117,239,117)	Dihydrolipoamide dehydrogenase
ABD30696.1	93061.SAOUHSC_01618	0.48219315895372233	0.21297653958944285	rgb(150,101,255)	Geranyltranstransferase, putative; Belongs to the FPP/GGPP synthase family. 
ABD30701.1	93061.SAOUHSC_01623	0.34637826961770624	0.4564516129032258	rgb(239,143,117)	Biotin carboxylase; This protein is a component of the acetyl coenzyme A carboxylase complex; first, biotin carboxylase catalyzes the carboxylation of the carrier protein and then the transcarboxylase transfers the carboxyl group to form malonyl-CoA. 
ABD30702.1	93061.SAOUHSC_01624	0.3916498993963783	0.3106304985337244	rgb(239,127,117)	Biotin carboxyl carrier protein of acetyl-CoA carboxylase; This protein is a component of the acetyl coenzyme A carboxylase complex; first, biotin carboxylase catalyzes the carboxylation of the carrier protein and then the transcarboxylase transfers the carboxyl group to form malonyl-CoA. 
ABD30745.1	93061.SAOUHSC_01670	0.5280684104627767	0.19648093841642228	rgb(239,181,117)	Cytidine deaminase; This enzyme scavenges exogenous and endogenous cytidine and 2'-deoxycytidine for UMP synthesis; Belongs to the cytidine and deoxycytidylate deaminase family.
ABD30760.1	93061.SAOUHSC_01686	0.39587525150905434	0.7461143695014664	rgb(239,218,117)	Heme chaperone HemW; Probably acts as a heme chaperone, transferring heme to an unknown acceptor. Binds one molecule of heme per monomer, possibly covalently. Binds 1 [4Fe-4S] cluster. The cluster is coordinated with 3 cysteines and an exchangeable S-adenosyl-L-methionine. ; Belongs to the anaerobic coproporphyrinogen-III oxidase family.
ABD30766.1	93061.SAOUHSC_01692	0.461066398390342	0.2446480938416422	rgb(239,212,117)	CMP/dCMP-type deaminase domain-containing protein
ABD30783.1	93061.SAOUHSC_01709	0.3566398390342052	0.45513196480938417	rgb(117,239,236)	acetyl-CoA carboxylase, biotin carboxylase, putative
ABD30784.1	93061.SAOUHSC_01710	0.33551307847082495	0.2743401759530792	rgb(117,230,239)	acetyl-CoA carboxylase, biotin carboxyl carrier protein, putative
ABD30835.1	93061.SAOUHSC_01766	0.5793762575452717	0.5501466275659824	rgb(117,239,238)	Folylpolyglutamate synthase/dihydrofolate synthase, putative; Belongs to the folylpolyglutamate synthase family. 
ABD30842.1	93061.SAOUHSC_01773	0.33853118712273644	0.7850439882697948	rgb(117,239,207)	Uroporphyrinogen-III synthase; Catalyzes cyclization of the linear tetrapyrrole, hydroxymethylbilane, to the macrocyclic uroporphyrinogen III. 
ABD30862.1	93061.SAOUHSC_01794	0.3367203219315896	0.39178885630498533	rgb(180,239,117)	Glyceraldehyde-3-phosphate dehydrogenase, type I; Belongs to the glyceraldehyde-3-phosphate dehydrogenase family.
ABD30869.1	93061.SAOUHSC_01801	0.28601609657947685	0.46107038123167154	rgb(172,239,117)	Isocitrate dehydrogenase, NADP-dependent
ABD30870.1	93061.SAOUHSC_01802	0.37837022132796777	0.4089442815249267	rgb(117,239,173)	Uncharacterized protein; Belongs to the citrate synthase family. 
ABD30878.1	93061.SAOUHSC_01810	0.31559356136820926	0.4472140762463343	rgb(117,172,239)	NADP-dependent malic enzyme, putative
ABD30901.1	93061.SAOUHSC_01833	0.4846076458752515	0.44919354838709674	rgb(117,239,232)	D-3-phosphoglycerate dehydrogenase; Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family.
ABD30913.1	93061.SAOUHSC_01846	0.31438631790744465	0.29017595307917887	rgb(133,239,117)	acetyl-CoA synthetase, putative
ABD30918.1	93061.SAOUHSC_01852	0.7007042253521127	0.400366568914956	rgb(117,117,239)	Chorismate mutase domain-containing protein
ABD30932.1	93061.SAOUHSC_01867	0.590241448692153	0.5283724340175953	rgb(168,239,117)	D-alanine aminotransferase; Acts on the D-isomers of alanine, leucine, aspartate, glutamate, aminobutyrate, norvaline and asparagine. The enzyme transfers an amino group from a substrate D-amino acid to the pyridoxal phosphate cofactor to form pyridoxamine and an alpha-keto acid in the first half-reaction.
ABD30933.1	93061.SAOUHSC_01868	0.4375251509054326	0.7461143695014664	rgb(117,239,129)	Putative dipeptidase SAOUHSC_01868
ABD30949.1	93061.SAOUHSC_01884	0.26911468812877265	0.536950146627566	rgb(117,117,239)	Pro_dh domain-containing protein
ABD30952.1	93061.SAOUHSC_01888	0.7580482897384306	0.5125366568914956	rgb(117,239,230)	Riboflavin synthase, alpha subunit
ABD30953.1	93061.SAOUHSC_01889	0.5908450704225353	0.5884164222873901	rgb(121,239,117)	Diaminohydroxyphosphoribosylaminopyrimidine deaminase; Converts 2,5-diamino-6-(ribosylamino)-4(3h)-pyrimidinone 5'- phosphate into 5-amino-6-(ribosylamino)-2,4(1h,3h)-pyrimidinedione 5'- phosphate; In the C-terminal section; belongs to the HTP reductase family.
ABD30963.1	93061.SAOUHSC_01900	0.23953722334004024	0.18658357771260997	rgb(224,239,117)	Uncharacterized protein
ABD30964.1	93061.SAOUHSC_01901	0.4846076458752515	0.275	rgb(117,160,239)	Transaldolase
ABD31021.1	93061.SAOUHSC_01960	0.35	0.6128299120234605	rgb(117,239,169)	Protoporphyrinogen oxidase; Catalyzes the 6-electron oxidation of protoporphyrinogen-IX to form protoporphyrin-IX.
ABD31181.1	93061.SAOUHSC_02133	0.6548289738430584	0.4056451612903226	rgb(117,210,239)	Nicotinate phosphoribosyltransferase; Catalyzes the first step in the biosynthesis of NAD from nicotinic acid, the ATP-dependent synthesis of beta-nicotinate D- ribonucleotide from nicotinate and 5-phospho-D-ribose 1-phosphate. ; Belongs to the NAPRTase family. 
ABD31183.1	93061.SAOUHSC_02135	0.5992957746478874	0.5870967741935484	rgb(117,117,239)	Uncharacterized protein
ABD31206.1	93061.SAOUHSC_02158	0.47615694164989936	0.7137829912023461	rgb(117,239,219)	Aminotran_1_2 domain-containing protein
ABD31284.1	93061.SAOUHSC_02244	0.5099597585513079	0.7639296187683284	rgb(117,204,239)	M20_dimer domain-containing protein
ABD31320.1	93061.SAOUHSC_02282	0.3801810865191147	0.5930351906158359	rgb(117,239,137)	Acetolactate synthase, large subunit, biosynthetic type
ABD31321.1	93061.SAOUHSC_02283	0.6071428571428572	0.4571114369501466	rgb(239,234,117)	ACT domain-containing protein
ABD31357.1	93061.SAOUHSC_02323	0.7743460764587526	0.3620967741935484	rgb(147,239,117)	Cardiolipin synthase; Catalyzes the reversible phosphatidyl group transfer from one phosphatidylglycerol molecule to another to form cardiolipin (CL) (diphosphatidylglycerol) and glycerol.
ABD31371.1	93061.SAOUHSC_02337	0.7411468812877264	0.3799120234604106	rgb(117,117,239)	UDP-N-acetylglucosamine 1-carboxyvinyltransferase; Cell wall formation. Adds enolpyruvyl to UDP-N- acetylglucosamine; Belongs to the EPSP synthase family. MurA subfamily. 
ABD31382.1	93061.SAOUHSC_02351	0.3723340040241449	0.1410557184750733	rgb(239,216,117)	Uncharacterized protein
ABD31383.1	93061.SAOUHSC_02352	0.6626760563380283	0.23211143695014663	rgb(239,139,117)	UDP-N-acetylglucosamine 2-epimerase; Belongs to the UDP-N-acetylglucosamine 2-epimerase family. 
ABD31396.1	93061.SAOUHSC_02365	0.7266599597585514	0.3337243401759531	rgb(117,234,239)	UDP-N-acetylglucosamine 1-carboxyvinyltransferase; Cell wall formation. Adds enolpyruvyl to UDP-N- acetylglucosamine; Belongs to the EPSP synthase family. MurA subfamily. 
ABD31397.1	93061.SAOUHSC_02366	0.5262575452716298	0.2512463343108504	rgb(226,239,117)	Uncharacterized protein
ABD31437.1	93061.SAOUHSC_02409	0.35422535211267603	0.7414956011730206	rgb(117,117,239)	Arginase; Belongs to the arginase family.
ABD31488.1	93061.SAOUHSC_02468	0.5256539235412475	0.31458944281524925	rgb(117,117,239)	Acetolactate synthase, putative; Belongs to the TPP enzyme family. 
ABD31655.1	93061.SAOUHSC_02647	0.19366197183098594	0.5376099706744868	rgb(117,212,239)	Malate:quinone-oxidoreductase
ABD31662.1	93061.SAOUHSC_02654	0.13933601609657947	0.4940615835777126	rgb(117,239,139)	Ferredoxin--NADP reductase
ABD31690.1	93061.SAOUHSC_02682	0.2069416498993964	0.6953079178885632	rgb(117,239,131)	uroporphyrin-III C-methyltransferase, putative; Belongs to the precorrin methyltransferase family. 
ABD31747.1	93061.SAOUHSC_02741	0.9192152917505031	0.5428885630498533	rgb(117,239,223)	Amino acid ABC transporter, permease protein, putative
ABD31748.1	93061.SAOUHSC_02742	0.8461770623742455	0.43665689149560116	rgb(117,117,239)	Amino acid transporter, putative
ABD31749.1	93061.SAOUHSC_02743	0.9198189134808854	0.49538123167155423	rgb(117,239,211)	Amino acid ABC transporter, permease protein, putative
ABD31750.1	93061.SAOUHSC_02744	0.8202213279678069	0.5897360703812318	rgb(220,239,117)	Amino acid ABC transporter, ATP-binding protein, putative
ABD31858.1	93061.SAOUHSC_02859	0.5630784708249498	0.15689149560117305	rgb(208,239,117)	hydroxymethylglutaryl-CoA reductase, degradative; Belongs to the HMG-CoA reductase family. 
ABD31859.1	93061.SAOUHSC_02860	0.3994969818913481	0.13907624633431087	rgb(135,239,117)	HMG-CoA synthase, putative
ABD31863.1	93061.SAOUHSC_02864	0.3572434607645875	0.8510263929618769	rgb(117,239,205)	Ferrous iron transport protein B; Probable transporter of a GTP-driven Fe(2+) uptake system. ; Belongs to the TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily. FeoB GTPase (TC 9.A.8) family. 
ABD31874.1	93061.SAOUHSC_02876	0.4864185110663984	0.6708944281524928	rgb(186,239,117)	Aminotransferase
ABD31899.1	93061.SAOUHSC_02903	0.8817907444668008	0.717741935483871	rgb(239,194,117)	Gate domain-containing protein
ABD31924.1	93061.SAOUHSC_02929	0.2962776659959759	0.24728739002932554	rgb(117,192,239)	acetyl-CoA synthetase, putative
ABD31928.1	93061.SAOUHSC_02933	0.6137826961770625	0.311950146627566	rgb(117,184,239)	Betaine aldehyde dehydrogenase; Belongs to the aldehyde dehydrogenase family. 
ABD31936.1	93061.SAOUHSC_02942	0.23712273641851106	0.4505131964809384	rgb(117,117,239)	Anaerobic ribonucleoside-triphosphate reductase, putative
ABD31939.1	93061.SAOUHSC_02945	0.23953722334004024	0.7375366568914956	rgb(117,146,239)	Siroheme synthase, putative
ABD31940.1	93061.SAOUHSC_02947	0.3656941649899396	0.6636363636363637	rgb(117,239,159)	Sulfite reductase [NADPH] flavoprotein alpha-component; Component of the sulfite reductase complex that catalyzes the 6-electron reduction of sulfite to sulfide. This is one of several activities required for the biosynthesis of L-cysteine from sulfate. The flavoprotein component catalyzes the electron flow from NADPH -> FAD -> FMN to the hemoprotein component. 
ABD31949.1	93061.SAOUHSC_02958	0.6729376257545272	0.34560117302052784	rgb(239,123,117)	Alkaline phosphatase III precursor, putative; Belongs to the alkaline phosphatase family. 
ABD31957.1	93061.SAOUHSC_02968	0.3711267605633803	0.7520527859237537	rgb(117,117,239)	Ornithine carbamoyltransferase; Reversibly catalyzes the transfer of the carbamoyl group from carbamoyl phosphate (CP) to the N(epsilon) atom of ornithine (ORN) to produce L-citrulline; Belongs to the aspartate/ornithine carbamoyltransferase superfamily. OTCase family.
ABD31986.1	93061.SAOUHSC_02999	0.7453722334004025	0.19912023460410555	rgb(158,239,117)	Capsular polysaccharide biosynthesis protein Cap5B
ABD31998.1	93061.SAOUHSC_03012	0.7109657947686118	0.5428885630498533	rgb(117,239,123)	Histidinol-phosphate aminotransferase, putative
accA	93061.SAOUHSC_01808	0.37655935613682096	0.25520527859237535	rgb(117,226,239)	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha; Component of the acetyl coenzyme A carboxylase (ACC) complex. First, biotin carboxylase catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the carboxyltransferase to acetyl-CoA to form malonyl-CoA. 
accD	93061.SAOUHSC_01809	0.4924547283702213	0.344941348973607	rgb(117,118,239)	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta; Component of the acetyl coenzyme A carboxylase (ACC) complex. Biotin carboxylase (BC) catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the transcarboxylase to acetyl-CoA to form malonyl-CoA; Belongs to the AccD/PCCB family.
ackA	93061.SAOUHSC_01820	0.3047283702213279	0.2967741935483871	rgb(127,239,117)	Acetate kinase; Catalyzes the formation of acetyl phosphate from acetate and ATP. Can also catalyze the reverse reaction; Belongs to the acetokinase family.
adk	93061.SAOUHSC_02490	0.47434607645875254	0.44259530791788854	rgb(117,239,213)	Adenylate kinase; Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism; Belongs to the adenylate kinase family.
alr1	93061.SAOUHSC_02305	0.68682092555332	0.6214076246334311	rgb(117,117,239)	Alanine racemase 1; Catalyzes the interconversion of L-alanine and D-alanine. May also act on other amino acids; Belongs to the alanine racemase family.
alr2	93061.SAOUHSC_01400	0.6856136820925554	0.7012463343108505	rgb(196,239,117)	Alanine racemase 2; Catalyzes the interconversion of L-alanine and D-alanine. May also act on other amino acids; Belongs to the alanine racemase family.
apt	93061.SAOUHSC_01743	0.3083501006036217	0.5006598240469209	rgb(117,180,239)	Adenine phosphoribosyltransferase; Catalyzes a salvage reaction resulting in the formation of AMP, that is energically less costly than de novo synthesis. 
arcA	93061.SAOUHSC_02969	0.3071428571428571	0.7771260997067448	rgb(194,239,117)	Arginine deiminase
arcC1	93061.SAOUHSC_01129	0.2558350100603622	0.6550586510263929	rgb(117,239,165)	Carbamate kinase
arcC2	93061.SAOUHSC_02965	0.24919517102615696	0.6286656891495601	rgb(117,239,185)	Carbamate kinase
argB	93061.SAOUHSC_00147	0.4640845070422535	0.7124633431085045	rgb(139,239,117)	Acetylglutamate kinase; Catalyzes the ATP-dependent phosphorylation of N-acetyl-L- glutamate; Belongs to the acetylglutamate kinase family. ArgB subfamily.
argC	93061.SAOUHSC_00149	0.5298792756539236	0.6821114369501468	rgb(117,117,239)	N-acetyl-gamma-glutamyl-phosphate reductase; Catalyzes the NADPH-dependent reduction of N-acetyl-5- glutamyl phosphate to yield N-acetyl-L-glutamate 5-semialdehyde. ; Belongs to the NAGSA dehydrogenase family. Type 1 subfamily.
argG	93061.SAOUHSC_00899	0.40010060362173033	0.6537390029325514	rgb(117,239,135)	Argininosuccinate synthase; Belongs to the argininosuccinate synthase family. Type 1 subfamily.
argH	93061.SAOUHSC_00898	0.35543259557344065	0.5811583577712611	rgb(239,171,117)	Argininosuccinate lyase
