#node	identifier	x_position	y_position	color	annotation
Rv3784	83332.Rv3784	0.538682745825603	0.7840091563113146	rgb(239,153,117)	Rv3784, (MTCY13D12.18), len: 326 aa. Possible dTDP-glucose 4,6-dehydratase, but experimental study shown that the purified protein didn't have dTDP-glucose dehydratase (rmlB) activity (see citation below). Similar to others e.g. Q9YCT1|APE1180 long hypothetical dTDP-glucose 4,6-dehydratase from Aeropyrum pernix (330 aa) FASTA scores: opt: 598, E(): 3.7e-30, (34.9% identity in 315 aa overlap); O27817|MTH1789 dTDP-glucose 4,6-dehydratase from Methanothermobacter thermautotrophicus (336 aa) FASTA scores: opt: 587, E(): 1.8e-29, (34.9% identity in 315 aa overlap); Q9X5W0|GRSE TDP-glucose-4 [...] 
Rv3815c	83332.Rv3815c	0.28877551020408165	0.8693590582079792	rgb(117,239,175)	Rv3815c, (MTCY409.15), len: 251 aa. Possible acyltransferase, highly similar to Q9CDC0|ML0087 putative acyltransferase from Mycobacterium leprae (257 aa), FASTA scores: opt: 845, E(): 2.7e-47, (53.25% identity in 246 aa overlap). Also highly similar to Q9K3R3|2SCG4.01 putative acyltransferase from Streptomyces coelicolor (242 aa),FASTA scores: opt: 656, E(): 3.7e-35, (47.85% identity in 234 aa overlap); and similar to many putative acyltransferases and hypothetical proteins e.g. P74498|SLL1848 hypothetical 24.3 KDA protein from Synechocystis sp. strain PCC 6803 (225 aa) FASTA scores: o [...] 
Rv3818	83332.Rv3818	0.3839517625231911	0.79107259646828	rgb(117,236,239)	Putative Rieske 2Fe-2S iron-sulfur protein Rv3818; Rv3818, (MTCY409.12c), len: 516 aa. Unknown protein
accD3	83332.Rv0904c	0.41846011131725414	0.556801831262263	rgb(117,117,239)	Putative acetyl-coenzyme a carboxylase carboxyl transferase subunit beta; This protein is a component of the acetyl coenzyme A carboxylase complex; first, biotin carboxylase catalyzes the carboxylation of the carrier protein and then the transcarboxylase transfers the carboxyl group to form malonyl-CoA
accD5	83332.Rv3280	0.274860853432282	0.6315565729234794	rgb(239,162,117)	Probable propionyl-coa carboxylase beta chain 5; Belongs to the AccD/PCCB family
accE5	83332.Rv3281	0.14072356215213358	0.502648790058862	rgb(235,239,117)	Probable bifunctional protein acetyl-/propionyl-coenzyme a carboxylase (epsilon chain) acce5; Rv3281, (MTCY71.21), len: 177 aa. Probable accE5,bifunctional acetyl-/propionyl-coenzyme A carboxylase,epsilon chain, equivalent (but longer 14 aa and with a gap between aa 82-102) to AAK47723|MT3380 from Mycobacterium tuberculosis strain CDC1551 (142 aa), FASTA scores: opt: 830, E(): 3.1e-40, (86.5% identity in 163 aa overlap). C-terminus highly similar to Q49671|B1308_C3_211|ML0730 from Mycobacterium leprae (84 aa), FASTA scores: opt: 393,E(): 7.6e-16, (68.95% identity in 87 aa overlap). A c [...] 
ackA	83332.Rv0409	0.49304267161410015	0.7080771746239373	rgb(117,239,149)	Probable acetate kinase acka (acetokinase); Catalyzes the formation of acetyl phosphate from acetate and ATP. Can also catalyze the reverse reaction
acn	83332.Rv1475c	0.42012987012987013	0.5509156311314586	rgb(162,239,117)	Probable iron-regulated aconitate hydratase acn (citrate hydro-lyase) (aconitase); Involved in the catabolism of short chain fatty acids (SCFA) via the tricarboxylic acid (TCA)(acetyl degradation route) and probably via the 2-methylcitrate cycle I (propionate degradation route). Catalyzes the reversible isomerization of citrate to isocitrate via cis-aconitate. The apo form of AcnA functions as a RNA-binding regulatory protein which binds to selected IRE-like sequences present within the UTRs (untranslated regions) of 3' trxC and 5' IdeR mRNA . Could catalyze the hydration of 2-methyl-c [...] 
acs	83332.Rv3667	0.3455473098330241	0.5114780902550687	rgb(117,239,197)	Acetyl-coenzyme a synthetase; Catalyzes the conversion of acetate into acetyl-CoA (AcCoA), an essential intermediate at the junction of anabolic and catabolic pathways. AcsA undergoes a two-step reaction. In the first half reaction, AcsA combines acetate with ATP to form acetyl-adenylate (AcAMP) intermediate. In the second half reaction, it can then transfer the acetyl group from AcAMP to the sulfhydryl group of CoA, forming the product AcCoA. M.tuberculosis may use AcsA for both acetate and propionate assimilation
add	83332.Rv3313c	0.7802411873840446	0.47145192936559843	rgb(117,175,239)	Probable adenosine deaminase add (adenosine aminohydrolase); Belongs to the metallo-dependent hydrolases superfamily. Adenosine and AMP deaminases family. Adenosine deaminase subfamily
adk	83332.Rv0733	0.612708719851577	0.5155984303466318	rgb(117,117,239)	Adenylate kinase adk (atp-amp transphosphorylase); Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism. Has a broad specificity for nucleoside triphosphates, being highly active with ATP or dATP as phosphate donors, and less active with GTP or UTP
adoK	83332.Rv2202c	0.690630797773655	0.5526814911706999	rgb(117,117,239)	Adenosine kinase; Catalyzes the phosphorylation of adenosine to adenosine monophosphate (AMP) . Can also catalyze the phosphorylation of the adenosine analog 2-methyladenosine (methyl-Ado) to methyl-AMP, the first step in the metabolism of this compound to an active form that displays antitubercular activity. Is not active on guanosine, inosine, deoxyadenosine, cytidine, uridine, or thymidine. Prefers dGTP and GTP to ATP as phosphate donors in vitro 
aftA	83332.Rv3792	0.44461966604823744	0.8881948986265534	rgb(159,239,117)	Arabinofuranosyltransferase afta; Involved in the biosynthesis of the arabinogalactan (AG) region of the mycolylarabinogalactan-peptidoglycan (mAGP) complex, an essential component of the mycobacterial cell wall. Catalyzes the addition of the first key arabinofuranosyl (Araf) residue from the sugar donor decaprenyl-phospho-arabinose (DPA) on the C-5 of a 6-linked galactofuranosyl (Galf) of the galactan domain, thus 'priming' the galactan for further elaboration by other arabinofuranosyltransferases. It is not able to add an Araf residue to a terminal Galf
aglA	83332.Rv2471	0.8058441558441559	0.7934270765206017	rgb(117,239,159)	Alpha-glucosidase AglA; Rv2471, (MTV008.27), len: 546 aa. Probable aglA,maltase (alpha-glucosidase), highly similar or similar to several e.g. Q60027|AGLA from Thermomonospora curvata (544 aa), FASTA scores: opt: 2071, E(): 4e-116, (57.7% identity in 525 aa overlap); Q9KZE3|AGLAE from Streptomyces coelicolor (534 aa), FASTA scores: opt: 1475, E(): 1.5e-80,(50.1% identity in 537 aa overlap); O86874|AGLA from Streptomyces lividans (534 aa), FASTA scores: opt: 1473,E(): 2e-80, (50.1% identity in 537 aa overlap); etc. Seems to belong to family 13 of glycosyl hydrolases, also known as the a [...] 
alr	83332.Rv3423c	0.32940630797773657	0.545029431000654	rgb(239,157,117)	Alanine racemase alr; Catalyzes the interconversion of L-alanine and D-alanine. D- alanine plays a key role in peptidoglycan cross-linking
amt	83332.Rv2920c	0.692857142857143	0.3272400261608895	rgb(117,239,131)	Probable ammonium-transport integral membrane protein amt; Involved in the uptake of ammonia
arcA	83332.Rv1001	0.4546382189239332	0.1447678221059516	rgb(0,28,178)	Probable arginine deiminase arca (adi) (ad) (arginine dihydrolase); Belongs to the arginine deiminase family
argB	83332.Rv1654	0.4663265306122449	0.24071288423806408	rgb(117,117,239)	Probable acetylglutamate kinase argb; Catalyzes the ATP-dependent phosphorylation of N-acetyl-L- glutamate
argC	83332.Rv1652	0.5954545454545456	0.2460104643557881	rgb(117,239,180)	Probable n-acetyl-gamma-glutamyl-phoshate reductase argc; Catalyzes the NADPH-dependent reduction of N-acetyl-5- glutamyl phosphate to yield N-acetyl-L-glutamate 5-semialdehyde
argD	83332.Rv1655	0.3477736549165121	0.2978090255068672	rgb(117,137,239)	Acetylornithine aminotransferase; Rv1655, (MTCY06H11.20), len: 400 aa. Probable argD,Acetylornithine aminotransferase, similar to ARGD_ECOLI|P18335 (406 aa), FASTA scores: opt: 958, E(): 0,(38.6% identity in 404 aa overlap), contains PS00600 Aminotransferases class-III pyridoxal-phosphate attachment site. Belongs to class-III of pyridoxal-phosphate-dependent aminotransferases
argF	83332.Rv1656	0.4318181818181818	0.29898626553302815	rgb(117,119,239)	Probable ornithine carbamoyltransferase, anabolic argf; Reversibly catalyzes the transfer of the carbamoyl group from carbamoyl phosphate (CP) to the N(epsilon) atom of ornithine (ORN) to produce L-citrulline, which is a substrate for argininosuccinate synthetase, the enzyme involved in the final step in arginine biosynthesis
argG	83332.Rv1658	0.4318181818181818	0.2760300850228908	rgb(117,239,184)	Probable argininosuccinate synthase argg; Belongs to the argininosuccinate synthase family. Type 1 subfamily
argH	83332.Rv1659	0.4963821892393321	0.38727926749509484	rgb(117,213,239)	Argininosuccinate lyase; Rv1659, (MTCY06H11.24), len: 470 aa. Probable argH,Argininosuccinate lyase, similar to ARLY_ECOLI|P11447 argininosuccinate lyase from Escherichia coli (457 aa),FASTA scores: opt: 1091, E(): 0, (42.5% identity in 461 aa overlap); contains PS00017 ATP/GTP-binding site motif A,PS00163 Fumarate lyases signature. Belongs to the lyase 1 family. Argininosuccinate lyase subfamily
argJ	83332.Rv1653	0.4885899814471243	0.19774362328319162	rgb(117,180,239)	Probable glutamate n-acetyltransferase argj; Catalyzes two activities which are involved in the cyclic version of arginine biosynthesis: the synthesis of N-acetylglutamate from glutamate and acetyl-CoA as the acetyl donor, and of ornithine by transacetylation between N(2)-acetylornithine and glutamate
aroA	83332.Rv3227	0.38283858998144715	0.284270765206017	rgb(117,231,239)	3-phosphoshikimate 1-carboxyvinyltransferase; Catalyzes the transfer of the enolpyruvyl moiety of phosphoenolpyruvate (PEP) to the 5-hydroxyl of shikimate-3-phosphate (S3P) to produce enolpyruvyl shikimate-3-phosphate and inorganic phosphate
aroB	83332.Rv2538c	0.4885899814471243	0.4143557880967953	rgb(117,239,204)	3-dehydroquinate synthase AroB; Catalyzes the conversion of 3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) to dehydroquinate (DHQ)
aroD	83332.Rv2537c	0.3383116883116883	0.26131458469587965	rgb(117,239,164)	3-dehydroquinate dehydratase AroD (AROQ) (3-dehydroquinase) (type II dhqase); Catalyzes a trans-dehydration via an enolate intermediate
aroE	83332.Rv2552c	0.44461966604823744	0.4473185088293002	rgb(117,200,239)	Probable shikimate 5-dehydrogenase aroe (5-dehydroshikimate reductase); Belongs to the shikimate dehydrogenase family
aroF	83332.Rv2540c	0.40064935064935064	0.4137671680837149	rgb(227,239,117)	Probable chorismate synthase arof (5-enolpyruvylshikimate-3-phosphate phospholyase); Catalyzes the anti-1,4-elimination of the C-3 phosphate and the C-6 proR hydrogen from 5-enolpyruvylshikimate-3-phosphate (EPSP) to yield chorismate, which is the branch point compound that serves as the starting substrate for the three terminal pathways of aromatic amino acid biosynthesis. This reaction introduces a second double bond into the aromatic ring system
aroG	83332.Rv2178c	0.309925788497217	0.4108240680183126	rgb(117,178,239)	Phospho-2-dehydro-3-deoxyheptonate aldolase AroG; Catalyzes an aldol-like condensation reaction between phosphoenolpyruvate (PEP) and D-erythrose 4-phosphate (E4P) to generate 3-deoxy-D-arabino-heptulosonate 7-phosphate (DAH7P) and inorganic phosphate
aroK	83332.Rv2539c	0.3566790352504638	0.3631458469587966	rgb(239,180,117)	Shikimate kinase arok (sk); Catalyzes the specific phosphorylation of the 3-hydroxyl group of shikimic acid using ATP as a cosubstrate
asd	83332.Rv3708c	0.4429499072356215	0.46497710922171354	rgb(239,198,117)	Aspartate-semialdehyde dehydrogenase; Catalyzes the NADPH-dependent formation of L-aspartate- semialdehyde (L-ASA) by the reductive dephosphorylation of L-aspartyl- 4-phosphate . Is essential for the growth and pathogenicity of M.tuberculosis, and for the generation of the bacterial cell wall 
ask	83332.Rv3709c	0.4730055658627087	0.4137671680837149	rgb(117,117,239)	Aspartokinase ask (aspartate kinase) [contains: aspartokinase alpha subunit (ask-alpha); Catalyzes the phosphorylation of the beta-carboxyl group of aspartic acid with ATP to yield 4-phospho-L-aspartate, which is involved in the branched biosynthetic pathway leading to the biosynthesis of amino acids lysine, threonine, isoleucine and methionine
asnB	83332.Rv2201	0.38896103896103895	0.3142903858731197	rgb(101,255,163)	Probable asparagine synthetase asnb; Belongs to the asparagine synthetase family
aspB	83332.Rv3565	0.42680890538033395	0.3843361674296926	rgb(182,239,117)	Aminotransferase; Rv3565, (MTCY06G11.12), len: 388 aa. Possible aspB,aspartate aminotransferase, similar to many e.g. Q9A5J2|CC2455 aminotransferase class I from Caulobacter crescentus (381 aa), FASTA scores: opt: 1112, E(): 1e-61,(45.85% identity in 384 aa overlap); Q9HV76|PA4722 probable aminotransferase from Pseudomonas aeruginosa (390 aa),FASTA scores: opt: 863, E(): 3.1e-46, (37.2% identity in 390 aa overlap); Q9RWP3|DR0623 aspartate aminotransferase from Deinococcus radiodurans (388 aa), FASTA scores: opt: 713, E(): 6.3e-37, (35.5% identity in 383 aa overlap); Q9HQK2|ASPC2|VNG112 [...] 
aspC	83332.Rv0337c	0.4195732838589981	0.4408436886854153	rgb(239,200,117)	Probable aspartate aminotransferase aspc (transaminase a) (aspat); Belongs to the class-I pyridoxal-phosphate-dependent aminotransferase family
atpA	83332.Rv1308	0.5158627087198516	0.6339110529758013	rgb(239,227,117)	Probable atp synthase alpha chain atpa; Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit
atpB	83332.Rv1304	0.44239332096474954	0.7663505559189013	rgb(117,120,239)	Probable atp synthase a chain atpb (protein 6); Key component of the proton channel; it plays a direct role in the translocation of protons across the membrane
atpC	83332.Rv1311	0.4396103896103896	0.6498037933289732	rgb(239,122,117)	Probable atp synthase epsilon chain atpc; Produces ATP from ADP in the presence of a proton gradient across the membrane
atpD	83332.Rv1310	0.44461966604823744	0.5426749509483323	rgb(117,168,239)	Probable atp synthase beta chain atpd; Produces ATP from ADP in the presence of a proton gradient across the membrane. The catalytic sites are hosted primarily by the beta subunits
atpE	83332.Rv1305	0.3388682745825603	0.5850555918901243	rgb(117,117,239)	F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation
atpF	83332.Rv1306	0.3717068645640074	0.7263243950294311	rgb(117,188,239)	Probable atp synthase b chain atpf; F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation
atpG	83332.Rv1309	0.4418367346938775	0.6821778940483977	rgb(117,239,202)	Probable atp synthase gamma chain atpg; Produces ATP from ADP in the presence of a proton gradient across the membrane. The gamma chain is believed to be important in regulating ATPase activity and the flow of protons through the CF(0) complex
atpH	83332.Rv1307	0.49359925788497216	0.6109548724656639	rgb(186,239,117)	Probable atp synthase delta chain atph; F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation (By similarity)
canB	83332.Rv3588c	0.8637291280148424	0.5320797907128842	rgb(239,193,117)	Beta-carbonic anhydrase canb; Catalyzes the reversible hydration of carbon dioxide to form bicarbonate
carA	83332.Rv1383	0.4652133580705009	0.3019293655984303	rgb(207,239,117)	Carbamoyl-phosphate synthase small chain; Belongs to the CarA family
cdsA	83332.Rv2881c	0.7696660482374769	0.6009483322432962	rgb(117,117,239)	Rv2881c, (MTCY274.12c), len: 306 aa. Probable cdsA,phosphatidate cytidylyltransferase, integral membrane protein, equivalent to Q9CBU1|CDSA_MYCLE|ML1589 phosphatidate cytidylyltransferase from Mycobacterium leprae (312 aa), FASTA scores: opt: 1470, E(): 1.1e-84,(70.3% identity in 313 aa overlap). Also similar to others e.g. Q9KPV7|VC2255 from Vibrio cholerae (280 aa), FASTA scores: opt: 383, E(): 1.1e-16, (29.3% identity in 280 aa overlap); Q9CDT2|CDSA from Lactococcus lactis (subsp. lactis) (Streptococcus lactis) (267 aa), FASTA scores: opt: 361, E(): 2.6e-15, (29.05% identity in 265  [...] 
cmk	83332.Rv1712	0.6371985157699445	0.37432962720732504	rgb(206,239,117)	Cytidylate kinase cmk (cmp kinase) (cytidine monophosphate kinase) (ck); Belongs to the cytidylate kinase family. Type 1 subfamily
cobC	83332.Rv2231c	0.5147495361781076	0.16242642249836495	rgb(117,239,177)	Possible aminotransferase cobc; Belongs to the class-I pyridoxal-phosphate-dependent aminotransferase family
cydA	83332.Rv1623c	0.6477736549165122	0.8240353172007849	rgb(117,191,239)	Cytochrome D ubiquinol oxidase subunit I CydA; Rv1623c, (MTCY01B2.15c), len: 485 aa. Probable cydA (previously known as appC, but renamed cydA to conform with Mycobacterium smegmatis nomenclature), cytochrome D ubiquinol oxidase subunit I, integral membrane protein,similar to others e.g. P26459|APPC_ECOLI|CYXA|CBDA|B0978 cytochrome BD-II oxidase subunit I from Escherichia coli strain K12 (514 aa), FASTA scores: opt: 870, E(): 0, (35.9% identity in 485 aa overlap); AL034355|SCD78_12 from Streptomyces coelicolor (501 aa), FASTA scores: opt: 1099,E(): 0, (48.6% identity in 510 aa overlap); etc
cydB	83332.Rv1622c	0.6789424860853432	0.8287442773054284	rgb(117,184,239)	Rv1622c, (MTCY01B2.14c), len: 346 aa. Probable cydB,cytochrome D ubiquinol oxidase subunit II, integral membrane protein, similar to others e.g. P11027|CYDB_ECOLI cytochrome D ubiquinol oxidase subunit II from Escherichia coli strain K12 (379 aa), FASTA scores: opt: 519, E(): 0,(32.3% identity in 372 aa overlap); P94365|CYDB_BACSU cytochrome D ubiquinol oxidase subunit II from Bacillus subtilis (338 aa), FASTA scores: opt: 824, E(): 0, (39.5% identity in 337 aa overlap); etc
cydC	83332.Rv1620c	0.615491651205937	0.8646500981033356	rgb(117,117,239)	Rv1620c, (MTCY01B2.12c), len: 576 aa. Probable cydC,transmembrane ATP-binding protein ABC transporter involved in transport of component linked with the assembly of cytochrome (see citation below), similar to others e.g. CYDC_ECOLI|P23886 transport ATP-binding protein from Escherichia coli (573 aa), FASTA scores: opt: 631, E(): 1.6e-30, (28.5% identity in 569 aa overlap); C-terminal part of AL034355|SCD78_14 from Streptomyces coelicolor (1172 aa), FASTA scores: opt: 956, E(): 0, (38.8% identity in 554 aa overlap); etc. Contains (PS00211) ABC transporters family signature, and (PS00017) [...] 
cydD	83332.Rv1621c	0.729035250463822	0.8528776978417267	rgb(117,239,128)	Rv1621c, (MTCY01B2.13c), len: 527 aa. Probable cydD,transmembrane ATP-binding protein ABC transporter involved in transport of component linked with the assembly of cytochrome (see citation below), similar to others e.g. P94366|CYDC_BACSU transport ATP-binding protein from Bacillus subtilis (567 aa), FASTA scores: opt: 784, E(): 0,(30.1% identity in 535 aa overlap); N-terminal part of AL034355|SCD78_14 from Streptomyces coelicolor (1172 aa),FASTA scores: opt: 1295, E(): 0, (44.6% identity in 534 aa overlap); etc. Also similar to Q11019|Y07D_MYCTU from Mycobacterium tuberculosis (579 aa [...] 
cysA1	83332.Rv2397c	0.8720779220779222	0.4267168083714846	rgb(150,101,255)	Sulfate-transport atp-binding protein abc transporter cysa1; Part of the ABC transporter complex CysAWTP involved in sulfate/thiosulfate import. Responsible for energy coupling to the transport system
cysD	83332.Rv1285	0.8525974025974027	0.32429692609548727	rgb(239,139,117)	Rv1285, (MTCY373.04), len: 332 aa. Probable cysD,sulfate adenylyltransferase subunit 2 (see Wooff et al.,2002), homology suggests start site at aa 24 or 28, similar to e.g. CYSD_ECOLI|P21156 sulfate adenylate transferase subunit 2 from Escherichia coli (302 aa), FASTA score: opt: 973, E():0, (52.5% identity in 303 aa overlap). Also similar to Mycobacterium tuberculosis Rv2392,3'-phosphoadenylylsulfate reductase. Belongs to the PAPS reductase family. CYSD subfamily. Thought to be differentially expressed within host cells (see Triccas et al., 1999)
cysE	83332.Rv2335	0.7089981447124305	0.37668410725964685	rgb(211,239,117)	Probable serine acetyltransferase cyse (sat); Catalyzes the acetylation of serine by acetyl-CoA to produce O-acetylserine (OAS)
cysH	83332.Rv2392	0.803061224489796	0.3237083060824068	rgb(117,144,239)	Probable phosphoadenosine phosphosulfate reductase; Reduction of activated sulfate into sulfite
cysK1	83332.Rv2334	0.7329313543599258	0.3048724656638325	rgb(188,239,117)	O-acetylserine sulfhydrylase; Catalyzes the conversion of O-acetylserine (OAS) to cysteine through the elimination of acetate and addition of hydrogen sulfide
