#node	identifier	category	term ID	term description
Rv1692	83332.Rv1692	GO Process	GO:0044262	Cellular carbohydrate metabolic process
Rv1692	83332.Rv1692	GO Process	GO:0044281	Small molecule metabolic process
Rv1692	83332.Rv1692	GO Process	GO:0046434	Organophosphate catabolic process
Rv1692	83332.Rv1692	GO Process	GO:0046475	Glycerophospholipid catabolic process
Rv1692	83332.Rv1692	GO Process	GO:0046486	Glycerolipid metabolic process
Rv1692	83332.Rv1692	GO Process	GO:0046503	Glycerolipid catabolic process
Rv1692	83332.Rv1692	GO Process	GO:0071704	Organic substance metabolic process
Rv1692	83332.Rv1692	GO Process	GO:1901575	Organic substance catabolic process
Rv1692	83332.Rv1692	GO Process	GO:1901615	Organic hydroxy compound metabolic process
Rv1692	83332.Rv1692	GO Function	GO:0000287	Magnesium ion binding
Rv1692	83332.Rv1692	GO Function	GO:0003824	Catalytic activity
Rv1692	83332.Rv1692	GO Function	GO:0005488	Binding
Rv1692	83332.Rv1692	GO Function	GO:0005515	Protein binding
Rv1692	83332.Rv1692	GO Function	GO:0016787	Hydrolase activity
Rv1692	83332.Rv1692	GO Function	GO:0016788	Hydrolase activity, acting on ester bonds
Rv1692	83332.Rv1692	GO Function	GO:0016791	Phosphatase activity
Rv1692	83332.Rv1692	GO Function	GO:0030145	Manganese ion binding
Rv1692	83332.Rv1692	GO Function	GO:0042578	Phosphoric ester hydrolase activity
Rv1692	83332.Rv1692	GO Function	GO:0042802	Identical protein binding
Rv1692	83332.Rv1692	GO Function	GO:0042803	Protein homodimerization activity
Rv1692	83332.Rv1692	GO Function	GO:0043167	Ion binding
Rv1692	83332.Rv1692	GO Function	GO:0043169	Cation binding
Rv1692	83332.Rv1692	GO Function	GO:0046872	Metal ion binding
Rv1692	83332.Rv1692	GO Function	GO:0046914	Transition metal ion binding
Rv1692	83332.Rv1692	GO Function	GO:0046983	Protein dimerization activity
Rv1692	83332.Rv1692	GO Function	GO:0050897	Cobalt ion binding
Rv1692	83332.Rv1692	STRING clusters	CL:456	DNA metabolic process, and DNA replication
Rv1692	83332.Rv1692	STRING clusters	CL:642	Mixed, incl. ftsj-like methyltransferase, and glycerol-1-phosphatase activity
Rv1692	83332.Rv1692	UniProt Keywords	KW-0319	Glycerol metabolism
Rv1692	83332.Rv1692	UniProt Keywords	KW-0378	Hydrolase
Rv1692	83332.Rv1692	UniProt Keywords	KW-0460	Magnesium
Rv1692	83332.Rv1692	UniProt Keywords	KW-0479	Metal-binding
Rv1692	83332.Rv1692	Pfam	PF13242	HAD-hyrolase-like
Rv1692	83332.Rv1692	Pfam	PF13344	Haloacid dehalogenase-like hydrolase
Rv1692	83332.Rv1692	InterPro	IPR006357	HAD-superfamily hydrolase, subfamily IIA
Rv1692	83332.Rv1692	InterPro	IPR023214	HAD superfamily
Rv1692	83332.Rv1692	InterPro	IPR036412	HAD-like superfamily
Rv1739c	83332.Rv1739c	GO Process	GO:0000103	Sulfate assimilation
Rv1739c	83332.Rv1739c	GO Process	GO:0006790	Sulfur compound metabolic process
Rv1739c	83332.Rv1739c	GO Process	GO:0006810	Transport
Rv1739c	83332.Rv1739c	GO Process	GO:0006811	Ion transport
Rv1739c	83332.Rv1739c	GO Process	GO:0006820	Anion transport
Rv1739c	83332.Rv1739c	GO Process	GO:0008152	Metabolic process
Rv1739c	83332.Rv1739c	GO Process	GO:0008272	Sulfate transport
Rv1739c	83332.Rv1739c	GO Process	GO:0009987	Cellular process
Rv1739c	83332.Rv1739c	GO Process	GO:0015698	Inorganic anion transport
Rv1739c	83332.Rv1739c	GO Process	GO:0034220	Ion transmembrane transport
Rv1739c	83332.Rv1739c	GO Process	GO:0044237	Cellular metabolic process
Rv1739c	83332.Rv1739c	GO Process	GO:0051179	Localization
Rv1739c	83332.Rv1739c	GO Process	GO:0051234	Establishment of localization
Rv1739c	83332.Rv1739c	GO Process	GO:0055085	Transmembrane transport
Rv1739c	83332.Rv1739c	GO Process	GO:0072348	Sulfur compound transport
Rv1739c	83332.Rv1739c	GO Process	GO:0098656	Anion transmembrane transport
Rv1739c	83332.Rv1739c	GO Process	GO:0098660	Inorganic ion transmembrane transport
Rv1739c	83332.Rv1739c	GO Process	GO:0098661	Inorganic anion transmembrane transport
Rv1739c	83332.Rv1739c	GO Process	GO:1902358	Sulfate transmembrane transport
Rv1739c	83332.Rv1739c	GO Function	GO:0000166	Nucleotide binding
Rv1739c	83332.Rv1739c	GO Function	GO:0005215	Transporter activity
Rv1739c	83332.Rv1739c	GO Function	GO:0005488	Binding
Rv1739c	83332.Rv1739c	GO Function	GO:0008509	Anion transmembrane transporter activity
Rv1739c	83332.Rv1739c	GO Function	GO:0015075	Ion transmembrane transporter activity
Rv1739c	83332.Rv1739c	GO Function	GO:0015103	Inorganic anion transmembrane transporter activity
Rv1739c	83332.Rv1739c	GO Function	GO:0015116	Sulfate transmembrane transporter activity
Rv1739c	83332.Rv1739c	GO Function	GO:0015291	Secondary active transmembrane transporter activity
Rv1739c	83332.Rv1739c	GO Function	GO:0015297	Antiporter activity
Rv1739c	83332.Rv1739c	GO Function	GO:0015318	Inorganic molecular entity transmembrane transporter activity
Rv1739c	83332.Rv1739c	GO Function	GO:0017076	Purine nucleotide binding
Rv1739c	83332.Rv1739c	GO Function	GO:0019001	Guanyl nucleotide binding
Rv1739c	83332.Rv1739c	GO Function	GO:0022804	Active transmembrane transporter activity
Rv1739c	83332.Rv1739c	GO Function	GO:0022853	Active ion transmembrane transporter activity
Rv1739c	83332.Rv1739c	GO Function	GO:0022857	Transmembrane transporter activity
Rv1739c	83332.Rv1739c	GO Function	GO:0036094	Small molecule binding
Rv1739c	83332.Rv1739c	GO Function	GO:0097159	Organic cyclic compound binding
Rv1739c	83332.Rv1739c	GO Function	GO:1901265	Nucleoside phosphate binding
Rv1739c	83332.Rv1739c	GO Function	GO:1901363	Heterocyclic compound binding
Rv1739c	83332.Rv1739c	GO Function	GO:1901682	Sulfur compound transmembrane transporter activity
Rv1739c	83332.Rv1739c	GO Component	GO:0005886	Plasma membrane
Rv1739c	83332.Rv1739c	GO Component	GO:0005887	Integral component of plasma membrane
Rv1739c	83332.Rv1739c	GO Component	GO:0016020	Membrane
Rv1739c	83332.Rv1739c	GO Component	GO:0016021	Integral component of membrane
Rv1739c	83332.Rv1739c	GO Component	GO:0031224	Intrinsic component of membrane
Rv1739c	83332.Rv1739c	GO Component	GO:0031226	Intrinsic component of plasma membrane
Rv1739c	83332.Rv1739c	GO Component	GO:0071944	Cell periphery
Rv1739c	83332.Rv1739c	GO Component	GO:0110165	Cellular anatomical entity
Rv1739c	83332.Rv1739c	STRING clusters	CL:3366	Mixed, incl. porphyrin and chlorophyll metabolism, and nitrogen metabolism
Rv1739c	83332.Rv1739c	STRING clusters	CL:3367	Mixed, incl. porphyrin and chlorophyll metabolism, and nitrogen metabolism
Rv1739c	83332.Rv1739c	STRING clusters	CL:3368	Mixed, incl. porphyrin and chlorophyll metabolism, and nitrogen metabolism
Rv1739c	83332.Rv1739c	STRING clusters	CL:3369	Mixed, incl. nitrogen metabolism, and sulfur compound metabolism
Rv1739c	83332.Rv1739c	STRING clusters	CL:3370	Mixed, incl. nitrogen metabolism, and sulfur compound metabolism
Rv1739c	83332.Rv1739c	STRING clusters	CL:3449	Sulfate assimilation, and sulphate abc transporter permease protein 2
Rv1739c	83332.Rv1739c	STRING clusters	CL:3451	Sulfate transport, and Thiosulphate/Sulfate-binding protein
Rv1739c	83332.Rv1739c	UniProt Keywords	KW-0472	Membrane
Rv1739c	83332.Rv1739c	UniProt Keywords	KW-0764	Sulfate transport
Rv1739c	83332.Rv1739c	UniProt Keywords	KW-0812	Transmembrane
Rv1739c	83332.Rv1739c	UniProt Keywords	KW-0813	Transport
Rv1739c	83332.Rv1739c	UniProt Keywords	KW-1003	Cell membrane
Rv1739c	83332.Rv1739c	UniProt Keywords	KW-1133	Transmembrane helix
Rv1739c	83332.Rv1739c	Pfam	PF00916	Sulfate permease family
Rv1739c	83332.Rv1739c	Pfam	PF01740	STAS domain
Rv1739c	83332.Rv1739c	InterPro	IPR001902	SLC26A/SulP transporter
Rv1739c	83332.Rv1739c	InterPro	IPR002645	STAS domain
Rv1739c	83332.Rv1739c	InterPro	IPR011547	SLC26A/SulP transporter domain
Rv1739c	83332.Rv1739c	InterPro	IPR036513	STAS domain superfamily
Rv1885c	83332.Rv1885c	GO Process	GO:0006082	Organic acid metabolic process
Rv1885c	83332.Rv1885c	GO Process	GO:0008152	Metabolic process
Rv1885c	83332.Rv1885c	GO Process	GO:0009987	Cellular process
Rv1885c	83332.Rv1885c	GO Process	GO:0019752	Carboxylic acid metabolic process
Rv1885c	83332.Rv1885c	GO Process	GO:0043436	Oxoacid metabolic process
Rv1885c	83332.Rv1885c	GO Process	GO:0043648	Dicarboxylic acid metabolic process
Rv1885c	83332.Rv1885c	GO Process	GO:0044237	Cellular metabolic process
Rv1885c	83332.Rv1885c	GO Process	GO:0044281	Small molecule metabolic process
Rv1885c	83332.Rv1885c	GO Process	GO:0046417	Chorismate metabolic process
Rv1885c	83332.Rv1885c	GO Process	GO:0071704	Organic substance metabolic process
Rv1885c	83332.Rv1885c	GO Function	GO:0003824	Catalytic activity
Rv1885c	83332.Rv1885c	GO Function	GO:0004106	Chorismate mutase activity
Rv1885c	83332.Rv1885c	GO Function	GO:0016853	Isomerase activity
Rv1885c	83332.Rv1885c	GO Function	GO:0016866	Intramolecular transferase activity
Rv1885c	83332.Rv1885c	GO Component	GO:0005576	Extracellular region
Rv1885c	83332.Rv1885c	GO Component	GO:0110165	Cellular anatomical entity
Rv1885c	83332.Rv1885c	STRING clusters	CL:771	Amino-acid biosynthesis, and Aminotransferase
Rv1885c	83332.Rv1885c	STRING clusters	CL:772	Amino-acid biosynthesis, and Aminotransferase
Rv1885c	83332.Rv1885c	STRING clusters	CL:773	Amino-acid biosynthesis, and Cysteine and methionine metabolism
Rv1885c	83332.Rv1885c	STRING clusters	CL:774	Amino-acid biosynthesis
Rv1885c	83332.Rv1885c	STRING clusters	CL:824	Aromatic amino acid biosynthesis, and SDH, C-terminal
Rv1885c	83332.Rv1885c	STRING clusters	CL:825	Chorismate metabolic process
Rv1885c	83332.Rv1885c	UniProt Keywords	KW-0413	Isomerase
Rv1885c	83332.Rv1885c	UniProt Keywords	KW-0732	Signal
Rv1885c	83332.Rv1885c	UniProt Keywords	KW-0964	Secreted
Rv1885c	83332.Rv1885c	UniProt Keywords	KW-1015	Disulfide bond
Rv1885c	83332.Rv1885c	Pfam	PF01817	Chorismate mutase type II
Rv1885c	83332.Rv1885c	InterPro	IPR002701	Chorismate mutase II, prokaryotic-type
Rv1885c	83332.Rv1885c	InterPro	IPR036263	Chorismate mutase type II superfamily
Rv1885c	83332.Rv1885c	InterPro	IPR036979	Chorismate mutase domain superfamily
Rv1885c	83332.Rv1885c	SMART	SM00830	Chorismate mutase type II
Rv2182c	83332.Rv2182c	STRING clusters	CL:2962	Mixed, incl. glycerophospholipid metabolism, and fad-linked oxidase, c-terminal
Rv2182c	83332.Rv2182c	STRING clusters	CL:2963	Mixed, incl. glycerophospholipid metabolism, and phosphatidylinositol metabolic process
Rv2182c	83332.Rv2182c	STRING clusters	CL:2964	Mixed, incl. phospholipid metabolism, and glycerol metabolism
Rv2182c	83332.Rv2182c	STRING clusters	CL:2966	Mixed, incl. glycerol-3-phosphate metabolic process, and glycerophosphodiester phosphodiesterase domain
Rv2182c	83332.Rv2182c	UniProt Keywords	KW-0012	Acyltransferase
Rv2182c	83332.Rv2182c	UniProt Keywords	KW-0808	Transferase
Rv2182c	83332.Rv2182c	Pfam	PF01553	Acyltransferase
Rv2182c	83332.Rv2182c	InterPro	IPR002123	Phospholipid/glycerol acyltransferase
Rv2182c	83332.Rv2182c	SMART	SM00563	Phosphate acyltransferases
Rv2611c	83332.Rv2611c	GO Process	GO:0006629	Lipid metabolic process
Rv2611c	83332.Rv2611c	GO Process	GO:0006643	Membrane lipid metabolic process
Rv2611c	83332.Rv2611c	GO Process	GO:0006644	Phospholipid metabolic process
Rv2611c	83332.Rv2611c	GO Process	GO:0006650	Glycerophospholipid metabolic process
Rv2611c	83332.Rv2611c	GO Process	GO:0006664	Glycolipid metabolic process
Rv2611c	83332.Rv2611c	GO Process	GO:0006793	Phosphorus metabolic process
Rv2611c	83332.Rv2611c	GO Process	GO:0006796	Phosphate-containing compound metabolic process
Rv2611c	83332.Rv2611c	GO Process	GO:0008152	Metabolic process
Rv2611c	83332.Rv2611c	GO Process	GO:0008610	Lipid biosynthetic process
Rv2611c	83332.Rv2611c	GO Process	GO:0009058	Biosynthetic process
Rv2611c	83332.Rv2611c	GO Process	GO:0009247	Glycolipid biosynthetic process
Rv2611c	83332.Rv2611c	GO Process	GO:0009987	Cellular process
Rv2611c	83332.Rv2611c	GO Process	GO:0019637	Organophosphate metabolic process
Rv2611c	83332.Rv2611c	GO Process	GO:0044237	Cellular metabolic process
Rv2611c	83332.Rv2611c	GO Process	GO:0044238	Primary metabolic process
Rv2611c	83332.Rv2611c	GO Process	GO:0044249	Cellular biosynthetic process
Rv2611c	83332.Rv2611c	GO Process	GO:0044255	Cellular lipid metabolic process
Rv2611c	83332.Rv2611c	GO Process	GO:0046467	Membrane lipid biosynthetic process
Rv2611c	83332.Rv2611c	GO Process	GO:0046486	Glycerolipid metabolic process
Rv2611c	83332.Rv2611c	GO Process	GO:0046488	Phosphatidylinositol metabolic process
Rv2611c	83332.Rv2611c	GO Process	GO:0071704	Organic substance metabolic process
Rv2611c	83332.Rv2611c	GO Process	GO:1901135	Carbohydrate derivative metabolic process
Rv2611c	83332.Rv2611c	GO Process	GO:1901137	Carbohydrate derivative biosynthetic process
Rv2611c	83332.Rv2611c	GO Process	GO:1901576	Organic substance biosynthetic process
Rv2611c	83332.Rv2611c	GO Process	GO:1903509	Liposaccharide metabolic process
Rv2611c	83332.Rv2611c	GO Function	GO:0003824	Catalytic activity
Rv2611c	83332.Rv2611c	GO Function	GO:0016740	Transferase activity
Rv2611c	83332.Rv2611c	GO Function	GO:0016746	Transferase activity, transferring acyl groups
Rv2611c	83332.Rv2611c	GO Component	GO:0005886	Plasma membrane
Rv2611c	83332.Rv2611c	GO Component	GO:0016020	Membrane
Rv2611c	83332.Rv2611c	GO Component	GO:0016021	Integral component of membrane
Rv2611c	83332.Rv2611c	GO Component	GO:0031224	Intrinsic component of membrane
Rv2611c	83332.Rv2611c	GO Component	GO:0071944	Cell periphery
Rv2611c	83332.Rv2611c	GO Component	GO:0110165	Cellular anatomical entity
Rv2611c	83332.Rv2611c	STRING clusters	CL:2962	Mixed, incl. glycerophospholipid metabolism, and fad-linked oxidase, c-terminal
Rv2611c	83332.Rv2611c	STRING clusters	CL:2963	Mixed, incl. glycerophospholipid metabolism, and phosphatidylinositol metabolic process
Rv2611c	83332.Rv2611c	STRING clusters	CL:2964	Mixed, incl. phospholipid metabolism, and glycerol metabolism
Rv2611c	83332.Rv2611c	STRING clusters	CL:2996	Phospholipid metabolism, and FHIT family
Rv2611c	83332.Rv2611c	STRING clusters	CL:2998	Mixed, incl. glycolipid mannosyltransferase activity, and fhit family
Rv2611c	83332.Rv2611c	UniProt Keywords	KW-0012	Acyltransferase
Rv2611c	83332.Rv2611c	UniProt Keywords	KW-0472	Membrane
Rv2611c	83332.Rv2611c	UniProt Keywords	KW-0808	Transferase
Rv2611c	83332.Rv2611c	UniProt Keywords	KW-0812	Transmembrane
Rv2611c	83332.Rv2611c	UniProt Keywords	KW-1003	Cell membrane
Rv2611c	83332.Rv2611c	UniProt Keywords	KW-1133	Transmembrane helix
Rv2611c	83332.Rv2611c	Pfam	PF03279	Bacterial lipid A biosynthesis acyltransferase
Rv2859c	83332.Rv2859c	GO Process	GO:0006082	Organic acid metabolic process
Rv2859c	83332.Rv2859c	GO Process	GO:0006520	Cellular amino acid metabolic process
Rv2859c	83332.Rv2859c	GO Process	GO:0006541	Glutamine metabolic process
