,gene_id,uniprot,interpro,goa
49,EC042_0858,D3GZ15,"IPR002684,IPR006638,IPR007197,IPR010722,IPR013785,IPR024177",D3GZ15
50,EC042_3486,D3GXT5,"IPR004481,IPR004837",D3GXT5
51,EC042_3333,D3GVV1,"IPR003689,IPR023498",D3GVV1
52,EC042_1265,D3H2J2,"IPR004424,IPR006204,IPR013750,IPR014721,IPR020568",D3H2J2
53,EC042_2800,D3H4L4,"IPR002701,IPR003099,IPR008244,IPR008927,IPR011277,IPR016040,IPR020822",D3H4L4
54,EC042_2799,D3H4L3,"IPR001086,IPR002701,IPR002912,IPR008242,IPR010952,IPR018528,IPR020822",D3H4L3
55,EC042_2570,D3H213,"IPR000453,IPR020541",D3H213
56,EC042_4408,D3GT20,"IPR007440,IPR028978",D3GT20
57,EC042_1004,D3H0E3,"IPR001140,IPR003439,IPR003593,IPR011527,IPR011917,IPR017871,IPR027417",D3H0E3
58,EC042_0864,D3GZ21,"IPR000385,IPR006638,IPR007197,IPR010505,IPR013483,IPR013785",D3GZ21
59,EC042_0867,D3GZ23,"IPR002820,IPR023045,IPR023046",D3GZ23
60,EC042_0737,D3GY59,"IPR002020,IPR010953,IPR016141,IPR016142,IPR016143,IPR019810,IPR024176",D3GY59
61,EC042_2979,D3GSM9,"IPR004468,IPR017456,IPR017926,IPR027417,IPR029062",D3GSM9
62,EC042_3036,D3GST5,"IPR000183,IPR002986,IPR009006,IPR022643,IPR022644,IPR022653,IPR022657,IPR029066",D3GST5
63,EC042_4189,D3H421,"IPR001653,IPR018510",D3H421
64,EC042_0173,D3GRC0,"IPR000374,IPR027387",D3GRC0
65,EC042_3339,D3GVV7,"IPR000422,IPR017945",D3GVV7
66,EC042_0861,D3GZ18,"IPR004472,IPR027417",D3GZ18
67,EC042_3981,D3H2C7,"IPR008144,IPR008145,IPR017665,IPR020590,IPR027417",D3H2C7
68,EC042_4149,D3H3Y1,"IPR000581,IPR004404,IPR015928,IPR020558",D3H3Y1
69,EC042_0033,D3H3B7,"IPR000846,IPR011770,IPR016040,IPR022663,IPR022664,IPR023940",D3H3B7
70,EC042_2679,D3H2X1,"IPR002220,IPR005263,IPR013785,IPR020624,IPR020625",D3H2X1
71,EC042_2556,D3H1I0,"IPR001645,IPR004101,IPR013221,IPR018109",D3H1I0
72,EC042_3352,D3GWM6,"IPR006156,IPR006157",D3GWM6
73,EC042_1129,D3H164,"IPR002195,IPR004721,IPR006680",D3H164
74,EC042_3468,D3GXR7,"IPR000489,IPR006390,IPR011005",D3GXR7
75,EC042_3650,D3GZK7,IPR016037,D3GZK7
76,EC042_1860,D3GUI4,"IPR001381,IPR013785,IPR018508",D3GUI4
77,EC042_0459,D3GUB7,"IPR000092,IPR008949,IPR017446",D3GUB7
78,EC042_0031,D3H3B5,IPR003451,D3H3B5
79,EC042_0102,D3H482,"IPR001977,IPR027417",D3H482
80,EC042_4152,D3H3Y4,"IPR000506,IPR008927,IPR013023,IPR013116,IPR013328,IPR014359,IPR016040",D3H3Y4
81,EC042_1168,D3H1R4,"IPR018094,IPR018095,IPR027417",D3H1R4
82,EC042_0171,D3GRB8,"IPR003821,IPR013512,IPR013644,IPR016040,IPR026877",D3GRB8
83,EC042_0458,D3GUB6,"IPR005474,IPR005475,IPR005476,IPR005477,IPR009014,IPR020826,IPR029061",D3GUB6
84,EC042_1414,D3H3J3,"IPR002347,IPR014358,IPR016040",D3H3J3
85,EC042_2958,D3GRU6,"IPR005117,IPR006066,IPR006067,IPR011786",D3GRU6
86,EC042_2959,D3GRU7,"IPR001094,IPR001433,IPR001709,IPR003097,IPR008254,IPR010199,IPR017927,IPR017938,IPR023173,IPR029039,IPR029758",D3GRU7
87,EC042_0513,D3GVA4,"IPR001015,IPR019772",D3GVA4
88,EC042_0027,D3H3B1,"IPR002606,IPR014729,IPR015864,IPR015865,IPR023465,IPR023468",D3H3B1
89,EC042_4116,D3H3U8,"IPR001451,IPR005882,IPR011004,IPR018357,IPR025877,IPR029044",D3H3U8
90,EC042_0154,D3GRA1,"IPR004639,IPR005814,IPR015421,IPR015422,IPR015424",D3GRA1
91,EC042_3918,D3H1P4,"IPR006109,IPR006168,IPR008927,IPR011128,IPR013328,IPR016040",D3H1P4
92,EC042_1546,D3GRE9,"IPR015590,IPR016160,IPR016161,IPR016162,IPR016163,IPR029510",D3GRE9
93,EC042_4115,D3H3U7,"IPR000583,IPR001347,IPR005855,IPR017932,IPR029055",D3H3U7
94,EC042_2553,D3H1H7,"IPR000583,IPR000836,IPR005854,IPR017932,IPR029055,IPR029057",D3H1H7
95,EC042_4342,D3GS24,"IPR001920,IPR004391,IPR015942,IPR018187",D3GS24
96,EC042_1267,D3H2J4,"IPR000343,IPR006151,IPR015895,IPR015896,IPR016040,IPR018214",D3H2J4
97,EC042_2616,D3H257,"IPR000924,IPR001412,IPR004527,IPR008925,IPR014729,IPR020058,IPR020061,IPR020751",D3H257
98,EC042_2708,D3H300,"IPR001674,IPR004739,IPR014729,IPR017926,IPR022310,IPR022955,IPR025777,IPR029062",D3H300
99,EC042_2386,D3H017,"IPR001474,IPR018234,IPR020602",D3H017
100,EC042_1402,D3H3I1,IPR000926,D3H3I1
101,EC042_4409,D3GT21,"IPR000537,IPR006370",D3GT21
102,EC042_2263,D3GZ88,"IPR001692,IPR012131,IPR016161,IPR022695",D3GZ88
103,EC042_2265,D3GZ90,"IPR000807,IPR005954,IPR006543,IPR006549,IPR013954,IPR020565,IPR020566,IPR020568,IPR023214",D3GZ90
104,EC042_4180,D3H412,"IPR000860,IPR022417,IPR022418,IPR022419",D3H412
105,EC042_2335,D3GZW8,"IPR004399,IPR013749,IPR029056",D3GZW8
106,EC042_0142,D3GR89,IPR000550,D3GR89
107,EC042_0002,D3H386,"IPR000870,IPR006203,IPR006204,IPR013750,IPR014721,IPR020568",D3H386
108,EC042_4375,D3GSY7,"IPR005697,IPR029062",D3GSY7
109,EC042_2264,D3GZ89,"IPR001917,IPR004839,IPR005861,IPR015421,IPR015422,IPR015424",D3GZ89
110,EC042_2734,D3H3P0,"IPR000192,IPR010240,IPR015421,IPR015422,IPR015424,IPR016454,IPR020578",D3H3P0
111,EC042_4182,D3H414,"IPR002908,IPR020895",D3H414
112,EC042_1207,D3H1V3,"IPR001804,IPR004439,IPR019818,IPR024084",D3H1V3
113,EC042_2268,D3GZ93,"IPR004651,IPR006062,IPR011060,IPR013785",D3GZ93
114,EC042_2266,D3GZ91,"IPR010139,IPR017926,IPR029062",D3GZ91
115,EC042_1388,D3H3G6,"IPR001240,IPR001468,IPR011060,IPR013785,IPR013798",D3H3G6
116,EC042_4148,D3H3Y0,"IPR001544,IPR005785,IPR018300",D3H3Y0
117,EC042_0076,D3H456,"IPR001804,IPR004429,IPR019818,IPR024084",D3H456
118,EC042_0075,D3H455,"IPR001030,IPR004430,IPR015931,IPR015932,IPR015937,IPR018136",D3H455
119,EC042_0074,D3H454,"IPR000573,IPR004431,IPR015928,IPR015937",D3H454
120,EC042_0077,D3H457,"IPR000891,IPR002034,IPR005671,IPR013709,IPR013785",D3H457
121,EC042_1008,D3H0E7,"IPR003329,IPR004528,IPR029044",D3H0E7
122,EC042_3488,D3GXT7,"IPR010023,IPR023214",D3GXT7
123,EC042_1272,D3H2J9,"IPR006218,IPR006269,IPR013785",D3H2J9
124,EC042_0180,D3GRC7,IPR003835,D3GRC7
125,EC042_0860,D3GZ17,"IPR011814,IPR013216,IPR029063",D3GZ17
126,EC042_1162,D3H196,"IPR001227,IPR004410,IPR014043,IPR016035,IPR016036,IPR024925",D3H196
127,EC042_2719,D3H3M5,"IPR004588,IPR011005,IPR013785,IPR016425",D3H3M5
128,EC042_2940,D3GRS8,"IPR003526,IPR020555",D3GRS8
129,EC042_2941,D3GRS9,"IPR001228,IPR018294,IPR029044",D3GRS9
130,EC042_3149,D3GTV2,"IPR002133,IPR022628,IPR022629,IPR022630,IPR022631,IPR022636",D3GTV2
131,EC042_0868,D3GZ24,"IPR003749,IPR010034,IPR012675,IPR016155",D3GZ24
132,EC042_3940,D3H283,"IPR001296,IPR007507",D3H283
133,EC042_0135,D3GR82,"IPR003700,IPR015813",D3GR82
134,EC042_0010,D3H394,"IPR001453,IPR008284,IPR020817",D3H394
135,EC042_1136,D3H171,IPR004268,D3H171
136,EC042_0869,D3GZ25,IPR003448,D3GZ25
137,EC042_0915,D3GZP4,"IPR000594,IPR007901,IPR009036,IPR012730,IPR016040",D3GZP4
138,EC042_4317,D3GRZ9,"IPR003171,IPR004620,IPR029041",D3GRZ9
139,EC042_2814,D3H4M8,"IPR002504,IPR016064,IPR017437,IPR017438",D3H4M8
140,EC042_1905,D3GVF3,"IPR003694,IPR014729,IPR022310,IPR022926",D3GVF3
141,EC042_0674,D3GXA2,"IPR004821,IPR005248,IPR014729",D3GXA2
142,EC042_0108,D3H487,"IPR002638,IPR004393,IPR013785,IPR022412,IPR027277",D3H487
143,EC042_4729,D3GWW7,"IPR002292,IPR006130,IPR006131,IPR006132,IPR024904",D3GWW7
144,EC042_3477,D3GXS6,"IPR000092,IPR008949,IPR017446",D3GXS6
145,EC042_0997,D3H0D6,"IPR000192,IPR003248,IPR015421,IPR015422,IPR015424,IPR020578,IPR022278",D3H0D6
146,EC042_1406,D3H3I5,"IPR001754,IPR011060,IPR013785,IPR014732,IPR018089",D3H3I5
147,EC042_2552,D3H1H6,"IPR003382,IPR004507",D3H1H6
148,EC042_4221,D3H4X9,"IPR002830,IPR012349,IPR023677",D3H4X9
149,EC042_3948,D3H292,"IPR000836,IPR004467,IPR023031,IPR029057",D3H292
150,EC042_0419,D3GU79,"IPR000304,IPR008927,IPR016040,IPR028939,IPR029036",D3GU79
151,EC042_0134,D3GR81,"IPR003721,IPR004821,IPR014729",D3GR81
152,EC042_0088,D3H468,"IPR000715,IPR003524,IPR018480",D3H468
153,EC042_2957,D3GRU5,"IPR002500,IPR004511,IPR011800,IPR014729",D3GRU5
154,EC042_0056,D3H436,"IPR005255,IPR024084",D3H436
155,EC042_2768,D3H3S4,"IPR004569,IPR013785",D3H3S4
156,EC042_2561,D3H204,"IPR006139,IPR006140,IPR016040,IPR020921,IPR024531,IPR029752,IPR029753",D3H204
157,EC042_3467,D3GXR6,"IPR005841,IPR005843,IPR005844,IPR005845,IPR005846,IPR006352,IPR016055,IPR016066",D3GXR6
158,EC042_3673,D3GZN0,"IPR010076,IPR029058",D3GZN0
159,EC042_4346,D3GS27,"IPR004566,IPR006083,IPR027417",D3GS27
160,EC042_0403,D3GU63,"IPR001731,IPR013785",D3GU63
161,EC042_3945,D3H289,"IPR003382,IPR005252,IPR007085",D3H289
162,EC042_4228,D3H4Y6,"IPR001226,IPR008254,IPR026816,IPR029039",D3H4Y6
163,EC042_4372,D3GSY4,"IPR000115,IPR011054,IPR011761,IPR013815,IPR013816,IPR016185,IPR020559,IPR020560,IPR020561,IPR020562",D3GSY4
164,EC042_2700,D3H2Z2,"IPR000728,IPR004733,IPR010918,IPR016188",D3H2Z2
165,EC042_2269,D3GZ94,"IPR002496,IPR008179,IPR021130,IPR023019",D3GZ94
166,EC042_2677,D3H2W9,"IPR001636,IPR013816,IPR018236,IPR028923",D3H2W9
167,EC042_2761,D3H3R7,"IPR000728,IPR010073,IPR010918,IPR016188,IPR017926,IPR022940,IPR029062",D3H3R7
168,EC042_2267,D3GZ92,"IPR006062,IPR006063,IPR011060,IPR013785,IPR023016",D3GZ92
169,EC042_0998,D3H0D7,"IPR001986,IPR006264,IPR013792,IPR023193",D3H0D7
170,EC042_4635,D3GVW3,IPR003817,D3GVW3
171,EC042_2791,D3H4K5,"IPR001736,IPR016270,IPR025202",D3H4K5
172,EC042_3941,D3H284,"IPR001980,IPR004821,IPR014729",D3H284
173,EC042_0770,D3GY92,"IPR003473,IPR023513",D3GY92
174,EC042_1831,D3GUF6,"IPR001783,IPR017938,IPR023366,IPR026017",D3GUF6
175,EC042_0450,D3GUB0,IPR002180,D3GUB0
176,EC042_2884,D3H4U7,"IPR003815,IPR011249",D3H4U7
177,EC042_2946,D3GRT4,"IPR002500,IPR011784,IPR014729",D3GRT4
178,EC042_2945,D3GRT3,"IPR000795,IPR004161,IPR005225,IPR009000,IPR009001,IPR011779,IPR027417",D3GRT3
179,EC042_2672,D3H2W4,"IPR001261,IPR002933,IPR005941,IPR011650",D3H2W4
180,EC042_3917,D3H1P3,"IPR001451,IPR005881,IPR010493,IPR011004,IPR018357",D3H1P3
181,EC042_3630,D3GZI7,"IPR000878,IPR003043,IPR006366,IPR006367,IPR012409,IPR014776,IPR014777,IPR016040,IPR019478",D3GZI7
182,EC042_4313,D3GRZ5,"IPR000277,IPR011821,IPR015421,IPR015422,IPR015424",D3GRZ5
183,EC042_1005,D3H0E4,"IPR003758,IPR027417",D3H0E4
184,EC042_0164,D3GRB1,"IPR001451,IPR005664,IPR011004,IPR018357,IPR023180",D3GRB1
185,thiS,,,
186,EC042_4359,D3GSX1,"IPR000594,IPR007901,IPR009036,IPR012731,IPR016040",D3GSX1
187,EC042_4357,D3GSW9,"IPR007197,IPR010722,IPR012726,IPR013785",D3GSW9
188,EC042_0461,D3GUB9,"IPR001763,IPR003720,IPR004114,IPR014729,IPR020536,IPR026340",D3GUB9
189,EC042_2664,D3H2V6,"IPR005474,IPR005475,IPR005476,IPR005478,IPR009014,IPR020826,IPR029061",D3H2V6
190,EC042_3024,D3GSS3,"IPR000398,IPR020940,IPR023451",D3GSS3
191,EC042_0452,D3GUB2,"IPR000728,IPR006283,IPR010918,IPR016188",D3GUB2
192,EC042_4360,D3GSX2,"IPR003733,IPR013785,IPR022998",D3GSX2
193,EC042_1387,D3H3G5,"IPR001926,IPR006653,IPR006654,IPR023026",D3H3G5
194,EC042_1386,D3H3G4,"IPR002028,IPR011060,IPR013785,IPR018204",D3H3G4
195,EC042_4358,D3GSX0,"IPR008867,IPR013785",D3GSX0
196,EC042_0177,D3GRC4,"IPR001451,IPR007691,IPR011004,IPR018357,IPR020573",D3GRC4
197,EC042_0086,D3H466,"IPR000713,IPR004101,IPR005761,IPR013221",D3H466
198,EC042_0179,D3GRC6,"IPR001451,IPR010137,IPR011004,IPR018357,IPR029098",D3GRC6
199,EC042_3479,D3GXS8,"IPR001986,IPR005750,IPR013792",D3GXS8
200,EC042_0091,D3H471,"IPR004276,IPR006009,IPR007235",D3H471
201,EC042_0089,D3H469,"IPR004101,IPR005762,IPR013221,IPR016040",D3H469
202,EC042_0092,D3H472,"IPR000713,IPR004101,IPR005758,IPR013221,IPR016040",D3H472
203,EC042_4344,D3GS25,"IPR003170,IPR006094,IPR011601,IPR016166,IPR016167,IPR016169",D3GS25
204,EC042_0172,D3GRB9,"IPR001441,IPR018520",D3GRB9
205,EC042_0087,D3H467,"IPR000713,IPR004101,IPR005863,IPR013221",D3H467
206,EC042_0097,D3H477,"IPR004463,IPR011334,IPR015870,IPR020568",D3H477
207,EC042_4179,D3H411,IPR003754,D3H411
208,EC042_4364,D3GSX6,"IPR000257,IPR006361",D3GSX6
209,EC042_0567,D3GW72,"IPR010138,IPR024654,IPR029052",D3GW72
