A,B,C,D,E,F,G,H,I,J,K,L
,,,,,,SDY_4412,SDY_0608,SDY_4004,SDY_2612,SDY_3129,SDY_3588
,,,,,,SDY_3219,SDY_3775,SDY_0002,SDY_2612,SDY_0837,SDY_2587
,,,,,,SDY_3793,ybcF,SDY_0055,SDY_2612,SDY_3588,SDY_2587
,,,,,,SDY_3720,ybcF,SDY_0054,SDY_0445,SDY_4643,SDY_3701
,,,,,,SDY_0274,SDY_1564,SDY_0171,SDY_0146,SDY_2741,SDY_0281
,,,,,,SDY_0275,SDY_2634,SDY_3876,SDY_0146,SDY_0954,SDY_1488
,,,,,,SDY_4521,SDY_3065,SDY_1845,SDY_0146,SDY_0954,SDY_3156
,,,,,,SDY_0832,SDY_2617,SDY_2611,SDY_0146,SDY_0953,SDY_1488
,,,,,,SDY_3732,SDY_2348,SDY_2943,SDY_0146,SDY_0953,SDY_3156
,,,,,,SDY_1331,SDY_2348,SDY_0187,SDY_0146,SDY_0281,SDY_3169
,,,,,,SDY_1332,SDY_1547,SDY_0071,SDY_0146,SDY_0281,SDY_4649
,,,,,,SDY_0830,SDY_3155,SDY_1488,SDY_2393,SDY_2741,SDY_4050
,,,,,,SDY_0320,SDY_2996,SDY_1794,SDY_2393,SDY_2741,SDY_4049
,,,,,,SDY_3795,puuA,SDY_3873,SDY_2741,SDY_3177,SDY_0281
,,,,,,SDY_3351,SDY_1514,SDY_3393,SDY_2741,SDY_3178,SDY_0281
,,,,,,SDY_3579,SDY_1514,SDY_3394,SDY_2741,SDY_3176,SDY_0281
,,,,,,SDY_0041,SDY_2212,SDY_3693,SDY_2577,SDY_2486,SDY_3707
,,,,,,SDY_4264,SDY_3562,SDY_2373,SDY_3606,SDY_0336,SDY_0100
,,,,,,SDY_2815,SDY_0165,SDY_3682,SDY_3606,SDY_0336,SDY_0098
,,,,,,SDY_2329,SDY_3914,SDY_4322,SDY_3606,SDY_0336,SDY_0099
,,,,,,SDY_2222,SDY_2620,SDY_0712,SDY_3606,SDY_0336,SDY_0101
,,,,,,SDY_0760,SDY_2620,SDY_0710,SDY_3604,SDY_0336,SDY_0100
,,,,,,SDY_3888,SDY_2620,SDY_0711,SDY_3604,SDY_0336,SDY_0098
,,,,,,SDY_4385,SDY_2619,SDY_0712,SDY_3604,SDY_0336,SDY_0099
,,,,,,SDY_0831,SDY_2619,SDY_0710,SDY_3604,SDY_0336,SDY_0101
,,,,,,SDY_3377,SDY_2619,SDY_0711,SDY_3605,SDY_0336,SDY_0100
,,,,,,SDY_3200,SDY_0712,SDY_2618,SDY_3605,SDY_0336,SDY_0098
,,,,,,SDY_1257,SDY_0710,SDY_2618,SDY_3605,SDY_0336,SDY_0099
,,,,,,SDY_2766,SDY_2618,SDY_0711,SDY_3605,SDY_0336,SDY_0101
,,,,,,SDY_2767,SDY_1354,SDY_0843,SDY_3603,SDY_0336,SDY_0100
,,,,,,SDY_2528,SDY_3086,SDY_4024,SDY_3603,SDY_0336,SDY_0098
,,,,,,SDY_4535,SDY_3086,SDY_4025,SDY_3603,SDY_0336,SDY_0099
,,,,,,SDY_2344,SDY_3086,SDY_4023,SDY_3603,SDY_0336,SDY_0101
,,,,,,SDY_0823,SDY_3086,SDY_4022,SDY_4014,SDY_0954,SDY_1488
,,,,,,SDY_0825,SDY_1256,SDY_4122,SDY_4014,SDY_0954,SDY_3156
,,,,,,SDY_0658,SDY_1475,SDY_3458,SDY_4014,SDY_0953,SDY_1488
,,,,,,SDY_2997,SDY_3693,SDY_3168,SDY_4014,SDY_0953,SDY_3156
,,,,,,SDY_3055,SDY_3168,SDY_0008,SDY_4014,SDY_1488,SDY_1136
,,,,,,SDY_3936,SDY_0355,SDY_3689,SDY_4014,SDY_1488,SDY_1137
,,,,,,SDY_0191,SDY_3309,SDY_3976,SDY_4014,SDY_1488,SDY_3826
,,,,,,SDY_3226,,,SDY_4014,SDY_1136,SDY_3156
,,,,,,SDY_0828,,,SDY_4014,SDY_1137,SDY_3156
,,,,,,SDY_4080,,,SDY_4014,SDY_3156,SDY_3826
,,,,,,SDY_3977,,,SDY_4012,SDY_0954,SDY_1488
,,,,,,SDY_0053,,,SDY_4012,SDY_0954,SDY_3156
,,,,,,SDY_2667,,,SDY_4012,SDY_0953,SDY_1488
,,,,,,SDY_2091,,,SDY_4012,SDY_0953,SDY_3156
,,,,,,SDY_3690,,,SDY_4012,SDY_1488,SDY_1136
,,,,,,SDY_1474,,,SDY_4012,SDY_1488,SDY_1137
,,,,,,SDY_0309,,,SDY_4012,SDY_1488,SDY_3826
,,,,,,SDY_0051,,,SDY_4012,SDY_1136,SDY_3156
,,,,,,SDY_0133,,,SDY_4012,SDY_1137,SDY_3156
,,,,,,SDY_3974,,,SDY_4012,SDY_3156,SDY_3826
,,,,,,SDY_2052,,,SDY_4017,SDY_0954,SDY_1488
,,,,,,SDY_0189,,,SDY_4017,SDY_0954,SDY_3156
,,,,,,SDY_0310,,,SDY_4017,SDY_0953,SDY_1488
,,,,,,SDY_1368,,,SDY_4017,SDY_0953,SDY_3156
,,,,,,SDY_2965,,,SDY_4017,SDY_1488,SDY_1136
,,,,,,SDY_2966,,,SDY_4017,SDY_1488,SDY_1137
,,,,,,SDY_0444,,,SDY_4017,SDY_1488,SDY_3826
,,,,,,SDY_0047,,,SDY_4017,SDY_1136,SDY_3156
,,,,,,SDY_4018,,,SDY_4017,SDY_1137,SDY_3156
,,,,,,SDY_0170,,,SDY_4017,SDY_3156,SDY_3826
,,,,,,SDY_4041,,,SDY_4011,SDY_0954,SDY_1488
,,,,,,SDY_4019,,,SDY_4011,SDY_0954,SDY_3156
,,,,,,SDY_2511,,,SDY_4011,SDY_0953,SDY_1488
,,,,,,SDY_3761,,,SDY_4011,SDY_0953,SDY_3156
,,,,,,SDY_1259,,,SDY_4011,SDY_1488,SDY_1136
,,,,,,SDY_2600,,,SDY_4011,SDY_1488,SDY_1137
,,,,,,SDY_2703,,,SDY_4011,SDY_1488,SDY_3826
,,,,,,SDY_1353,,,SDY_4011,SDY_1136,SDY_3156
,,,,,,SDY_4534,,,SDY_4011,SDY_1137,SDY_3156
,,,,,,SDY_0035,,,SDY_4011,SDY_3156,SDY_3826
,,,,,,SDY_2221,,,SDY_4010,SDY_0954,SDY_1488
,,,,,,SDY_2219,,,SDY_4010,SDY_0954,SDY_3156
,,,,,,SDY_3941,,,SDY_4010,SDY_0953,SDY_1488
,,,,,,SDY_2277,,,SDY_4010,SDY_0953,SDY_3156
,,,,,,SDY_0003,,,SDY_4010,SDY_1488,SDY_1136
,,,,,,SDY_4330,,,SDY_4010,SDY_1488,SDY_1137
,,,,,,SDY_2220,,,SDY_4010,SDY_1488,SDY_3826
,,,,,,SDY_2726,,,SDY_4010,SDY_1136,SDY_3156
,,,,,,SDY_2725,,,SDY_4010,SDY_1137,SDY_3156
,,,,,,SDY_3938,,,SDY_4010,SDY_3156,SDY_3826
,,,,,,SDY_2724,,,SDY_4015,SDY_0954,SDY_1488
,,,,,,SDY_2016,,,SDY_4015,SDY_0954,SDY_3156
,,,,,,SDY_2216,,,SDY_4015,SDY_0953,SDY_1488
,,,,,,SDY_2218,,,SDY_4015,SDY_0953,SDY_3156
,,,,,,SDY_1330,,,SDY_4015,SDY_1488,SDY_1136
,,,,,,SDY_3978,,,SDY_4015,SDY_1488,SDY_1137
,,,,,,SDY_2704,,,SDY_4015,SDY_1488,SDY_3826
,,,,,,SDY_2340,,,SDY_4015,SDY_1136,SDY_3156
,,,,,,SDY_3379,,,SDY_4015,SDY_1137,SDY_3156
,,,,,,SDY_1264,,,SDY_4015,SDY_3156,SDY_3826
,,,,,,SDY_0198,,,SDY_4013,SDY_0954,SDY_1488
,,,,,,SDY_0829,,,SDY_4013,SDY_0954,SDY_3156
,,,,,,SDY_2058,,,SDY_4013,SDY_0953,SDY_1488
,,,,,,SDY_2711,,,SDY_4013,SDY_0953,SDY_3156
,,,,,,SDY_2945,,,SDY_4013,SDY_1488,SDY_1136
,,,,,,SDY_2946,,,SDY_4013,SDY_1488,SDY_1137
,,,,,,SDY_3130,,,SDY_4013,SDY_1488,SDY_3826
,,,,,,SDY_0822,,,SDY_4013,SDY_1136,SDY_3156
,,,,,,SDY_4063,,,SDY_4013,SDY_1137,SDY_3156
,,,,,,SDY_0154,,,SDY_4013,SDY_3156,SDY_3826
,,,,,,SDY_0009,,,SDY_4016,SDY_0954,SDY_1488
,,,,,,SDY_2083,,,SDY_4016,SDY_0954,SDY_3156
,,,,,,SDY_0821,,,SDY_4016,SDY_0953,SDY_1488
,,,,,,SDY_0761,,,SDY_4016,SDY_0953,SDY_3156
,,,,,,SDY_3776,,,SDY_4016,SDY_1488,SDY_1136
,,,,,,SDY_2788,,,SDY_4016,SDY_1488,SDY_1137
,,,,,,SDY_1540,,,SDY_4016,SDY_1488,SDY_3826
,,,,,,SDY_0561,,,SDY_4016,SDY_1136,SDY_3156
,,,,,,SDY_0139,,,SDY_4016,SDY_1137,SDY_3156
,,,,,,SDY_4276,,,SDY_4016,SDY_3156,SDY_3826
,,,,,,SDY_3368,,,SDY_3929,SDY_4261,SDY_3634
,,,,,,SDY_2354,,,SDY_3929,SDY_4261,SDY_3632
,,,,,,SDY_1357,,,SDY_3929,SDY_4261,SDY_3635
,,,,,,SDY_3902,,,SDY_3929,SDY_4261,SDY_3631
,,,,,,SDY_2510,,,SDY_3929,SDY_4261,SDY_3633
,,,,,,SDY_4073,,,SDY_0954,SDY_1488,SDY_1136
,,,,,,SDY_0356,,,SDY_0954,SDY_1488,SDY_1137
,,,,,,SDY_0155,,,SDY_0954,SDY_1488,SDY_1138
,,,,,,SDY_0117,,,SDY_0954,SDY_1488,SDY_3129
,,,,,,SDY_2964,,,SDY_0954,SDY_1488,SDY_2587
,,,,,,SDY_2805,,,SDY_0954,SDY_1488,SDY_0145
,,,,,,SDY_0077,,,SDY_0954,SDY_1488,SDY_0144
,,,,,,SDY_2519,,,SDY_0954,SDY_1488,SDY_2011
,,,,,,SDY_3357,,,SDY_0954,SDY_1488,SDY_1794
,,,,,,SDY_3663,,,SDY_0954,SDY_1488,SDY_2493
,,,,,,SDY_3754,,,SDY_0954,SDY_1488,SDY_3826
,,,,,,SDY_0501,,,SDY_0954,SDY_1136,SDY_3156
,,,,,,SDY_3791,,,SDY_0954,SDY_1137,SDY_3156
,,,,,,SDY_4069,,,SDY_0954,SDY_2996,SDY_2493
,,,,,,SDY_3895,,,SDY_0954,SDY_1138,SDY_4226
,,,,,,SDY_3721,,,SDY_0954,SDY_1138,SDY_3156
,,,,,,SDY_2688,,,SDY_0954,SDY_1138,SDY_3693
,,,,,,SDY_2215,,,SDY_0954,SDY_3129,SDY_3156
,,,,,,SDY_2664,,,SDY_0954,SDY_2587,SDY_3156
,,,,,,SDY_2747,,,SDY_0954,SDY_0145,SDY_3156
,,,,,,SDY_2217,,,SDY_0954,SDY_0144,SDY_3156
,,,,,,SDY_2353,,,SDY_0954,SDY_4226,SDY_2011
,,,,,,SDY_4432,,,SDY_0954,SDY_3156,SDY_2011
,,,,,,SDY_2828,,,SDY_0954,SDY_3156,SDY_1794
,,,,,,SDY_4064,,,SDY_0954,SDY_3156,SDY_2493
,,,,,,SDY_0694,,,SDY_0954,SDY_3156,SDY_3826
,,,,,,SDY_1888,,,SDY_0954,SDY_2011,SDY_3693
,,,,,,SDY_0319,,,SDY_0953,SDY_1488,SDY_1136
,,,,,,SDY_2884,,,SDY_0953,SDY_1488,SDY_1137
,,,,,,SDY_2950,,,SDY_0953,SDY_1488,SDY_1138
,,,,,,SDY_2951,,,SDY_0953,SDY_1488,SDY_3129
,,,,,,SDY_2656,,,SDY_0953,SDY_1488,SDY_2587
,,,,,,SDY_4040,,,SDY_0953,SDY_1488,SDY_0145
,,,,,,SDY_3530,,,SDY_0953,SDY_1488,SDY_0144
,,,,,,SDY_3774,,,SDY_0953,SDY_1488,SDY_2011
,,,,,,SDY_2343,,,SDY_0953,SDY_1488,SDY_1794
,,,,,,SDY_0182,,,SDY_0953,SDY_1488,SDY_2493
,,,,,,SDY_0307,,,SDY_0953,SDY_1488,SDY_3826
,,,,,,SDY_3734,,,SDY_0953,SDY_1136,SDY_3156
,,,,,,SDY_3735,,,SDY_0953,SDY_1137,SDY_3156
,,,,,,SDY_3737,,,SDY_0953,SDY_2996,SDY_2493
,,,,,,SDY_3141,,,SDY_0953,SDY_1138,SDY_4226
,,,,,,SDY_3044,,,SDY_0953,SDY_1138,SDY_3156
,,,,,,SDY_0317,,,SDY_0953,SDY_1138,SDY_3693
,,,,,,SDY_3733,,,SDY_0953,SDY_3129,SDY_3156
,,,,,,SDY_1329,,,SDY_0953,SDY_2587,SDY_3156
,,,,,,SDY_1328,,,SDY_0953,SDY_0145,SDY_3156
,,,,,,SDY_3736,,,SDY_0953,SDY_0144,SDY_3156
,,,,,,SDY_0195,,,SDY_0953,SDY_4226,SDY_2011
,,,,,,SDY_0115,,,SDY_0953,SDY_3156,SDY_2011
,,,,,,SDY_0197,,,SDY_0953,SDY_3156,SDY_1794
,,,,,,SDY_3370,,,SDY_0953,SDY_3156,SDY_2493
,,,,,,SDY_0120,,,SDY_0953,SDY_3156,SDY_3826
,,,,,,SDY_0118,,,SDY_0953,SDY_2011,SDY_3693
,,,,,,SDY_0121,,,SDY_2144,SDY_2348,SDY_3168
,,,,,,SDY_3756,,,SDY_0701,SDY_2765,SDY_1798
,,,,,,SDY_0190,,,SDY_3968,SDY_2825,SDY_3562
,,,,,,SDY_0116,,,SDY_1290,SDY_4070,SDY_0187
,,,,,,SDY_0126,,,SDY_1488,SDY_0395,SDY_1794
,,,,,,SDY_3942,,,SDY_1488,SDY_3318,SDY_1794
,,,,,,SDY_3729,,,SDY_1488,SDY_4328,SDY_1794
,,,,,,SDY_0276,,,SDY_1488,SDY_1794,SDY_0662
,,,,,,,,,SDY_1488,SDY_1794,SDY_0660
,,,,,,,,,SDY_1488,SDY_1794,SDY_0661
,,,,,,,,,SDY_1488,SDY_1794,SDY_0659
,,,,,,,,,SDY_1488,SDY_1794,SDY_3319
,,,,,,,,,SDY_1488,SDY_3168,SDY_3826
,,,,,,,,,SDY_1488,SDY_3308,SDY_3826
,,,,,,,,,SDY_1136,SDY_2212,SDY_4226
,,,,,,,,,SDY_1136,SDY_4226,SDY_3168
,,,,,,,,,SDY_1137,SDY_2212,SDY_4226
,,,,,,,,,SDY_1137,SDY_4226,SDY_3168
,,,,,,,,,SDY_3157,SDY_2270,SDY_3826
,,,,,,,,,SDY_3157,SDY_3693,SDY_0008
,,,,,,,,,SDY_1138,SDY_0837,SDY_4226
,,,,,,,,,SDY_1138,SDY_0837,SDY_3693
,,,,,,,,,SDY_1138,SDY_3588,SDY_4226
,,,,,,,,,SDY_1138,SDY_3588,SDY_3693
,,,,,,,,,SDY_0837,SDY_4226,SDY_2011
,,,,,,,,,SDY_0837,SDY_2011,SDY_3693
,,,,,,,,,SDY_0395,SDY_3156,SDY_1794
,,,,,,,,,SDY_3318,SDY_3156,SDY_1794
,,,,,,,,,SDY_3177,SDY_0281,SDY_3169
,,,,,,,,,SDY_3177,SDY_0281,SDY_4649
,,,,,,,,,SDY_3178,SDY_0281,SDY_3169
,,,,,,,,,SDY_3178,SDY_0281,SDY_4649
,,,,,,,,,SDY_3176,SDY_0281,SDY_3169
,,,,,,,,,SDY_3176,SDY_0281,SDY_4649
,,,,,,,,,SDY_2212,SDY_4226,SDY_3826
,,,,,,,,,SDY_3588,SDY_4226,SDY_2011
,,,,,,,,,SDY_3588,SDY_2011,SDY_3693
,,,,,,,,,SDY_3562,SDY_2428,SDY_4257
,,,,,,,,,SDY_3562,SDY_2429,SDY_4257
,,,,,,,,,SDY_4328,SDY_3156,SDY_1794
,,,,,,,,,SDY_1308,SDY_4001,SDY_3896
,,,,,,,,,SDY_1308,SDY_4001,SDY_1378
,,,,,,,,,SDY_1308,SDY_4001,SDY_3466
,,,,,,,,,SDY_0712,SDY_2621,SDY_3830
,,,,,,,,,SDY_0710,SDY_2621,SDY_3830
,,,,,,,,,SDY_0711,SDY_2621,SDY_3830
,,,,,,,,,SDY_0281,SDY_2359,SDY_3787
,,,,,,,,,SDY_0281,SDY_2359,SDY_3786
,,,,,,,,,SDY_3831,SDY_1816,SDY_3826
,,,,,,,,,SDY_3831,SDY_3693,SDY_0008
,,,,,,,,,SDY_4226,SDY_3693,SDY_3826
,,,,,,,,,SDY_4226,SDY_3168,SDY_3826
,,,,,,,,,SDY_3156,SDY_1794,SDY_0662
,,,,,,,,,SDY_3156,SDY_1794,SDY_0660
,,,,,,,,,SDY_3156,SDY_1794,SDY_0661
,,,,,,,,,SDY_3156,SDY_1794,SDY_0659
,,,,,,,,,SDY_3156,SDY_1794,SDY_3319
,,,,,,,,,SDY_3156,SDY_3168,SDY_3826
,,,,,,,,,SDY_3156,SDY_3308,SDY_3826
,,,,,,,,,SDY_4643,SDY_3701,SDY_1256
,,,,,,,,,SDY_2428,SDY_2868,SDY_4257
,,,,,,,,,SDY_2428,SDY_2869,SDY_4257
,,,,,,,,,SDY_2429,SDY_2868,SDY_4257
,,,,,,,,,SDY_2429,SDY_2869,SDY_4257
,,,,,,,,,SDY_2868,SDY_4257,SDY_2373
,,,,,,,,,SDY_2869,SDY_4257,SDY_2373
